,Iteration,Time,Fitness,Restarts,max_iters,current_restart
0,0,7.534300000000549e-05,6.0,5,1900,0
1,1,0.007569614999999974,6.0,5,1900,0
2,2,0.007611151999999954,6.0,5,1900,0
3,3,0.007647779000000021,6.0,5,1900,0
4,4,0.007699015999999892,5.0,5,1900,0
5,5,0.007734083999999974,5.0,5,1900,0
6,6,0.007768400999999869,5.0,5,1900,0
7,7,0.007801868999999906,5.0,5,1900,0
8,8,0.00783661999999996,5.0,5,1900,0
9,9,0.00787133299999998,5.0,5,1900,0
10,10,0.00790471699999995,5.0,5,1900,0
11,11,0.007937819999999984,5.0,5,1900,0
12,12,0.00797354299999986,5.0,5,1900,0
13,13,0.00802534899999996,3.0,5,1900,0
14,14,0.008061597999999837,3.0,5,1900,0
15,15,0.00809834899999995,3.0,5,1900,0
16,16,0.00813701599999983,3.0,5,1900,0
17,17,0.008172622999999879,3.0,5,1900,0
18,18,0.008207086999999946,3.0,5,1900,0
19,19,0.008244971999999962,3.0,5,1900,0
20,20,0.008280160999999842,3.0,5,1900,0
21,21,0.008331340999999881,2.0,5,1900,0
22,22,0.008368159999999847,2.0,5,1900,0
23,23,0.008405612000000007,2.0,5,1900,0
24,24,0.008440030999999903,2.0,5,1900,0
25,25,0.008490323999999827,1.0,5,1900,0
26,26,0.008527353999999931,1.0,5,1900,0
27,27,0.00856364300000001,1.0,5,1900,0
28,28,0.008598954999999853,1.0,5,1900,0
29,29,0.008652051999999966,0.0,5,1900,0
