,Iteration,Fitness,Time,State,Restarts,max_iters,current_restart
0,0,3.0,8.296399999996318e-05,"[5, 0, 3, 3, 7, 9, 3, 5, 2, 4]",100,32768,0
1,1,3.0,0.00901921799999994,"[5, 0, 3, 3, 7, 9, 3, 5, 2, 4]",100,32768,0
2,2,3.0,0.012540964999999904,"[5, 0, 3, 3, 7, 9, 3, 5, 2, 4]",100,32768,0
3,4,3.0,0.016409856999999972,"[5, 0, 3, 3, 7, 9, 3, 5, 2, 4]",100,32768,0
4,8,2.0,0.020142348999999893,"[5, 0, 3, 0, 7, 9, 3, 5, 2, 4]",100,32768,0
5,16,1.0,0.024029941,"[5, 0, 3, 6, 7, 9, 3, 5, 2, 4]",100,32768,0
6,32,0.0,0.028111545999999876,"[5, 0, 3, 6, 7, 9, 8, 5, 2, 4]",100,32768,0
7,64,0.0,0.028111545999999876,"[5, 0, 3, 6, 7, 9, 8, 5, 2, 4]",100,32768,0
8,128,0.0,0.028111545999999876,"[5, 0, 3, 6, 7, 9, 8, 5, 2, 4]",100,32768,0
9,256,0.0,0.028111545999999876,"[5, 0, 3, 6, 7, 9, 8, 5, 2, 4]",100,32768,0
10,512,0.0,0.028111545999999876,"[5, 0, 3, 6, 7, 9, 8, 5, 2, 4]",100,32768,0
11,1024,0.0,0.028111545999999876,"[5, 0, 3, 6, 7, 9, 8, 5, 2, 4]",100,32768,0
12,2048,0.0,0.028111545999999876,"[5, 0, 3, 6, 7, 9, 8, 5, 2, 4]",100,32768,0
13,4096,0.0,0.028111545999999876,"[5, 0, 3, 6, 7, 9, 8, 5, 2, 4]",100,32768,0
14,8192,0.0,0.028111545999999876,"[5, 0, 3, 6, 7, 9, 8, 5, 2, 4]",100,32768,0
15,16384,0.0,0.028111545999999876,"[5, 0, 3, 6, 7, 9, 8, 5, 2, 4]",100,32768,0
16,32768,0.0,0.028111545999999876,"[5, 0, 3, 6, 7, 9, 8, 5, 2, 4]",100,32768,0
