,Iteration,Fitness,Time,State,schedule_type,schedule_init_temp,schedule_exp_const,schedule_min_temp,schedule_current_value,Temperature,max_iters
0,0,29.0,0.0006608670000005645,"[0, 3, 3, 9, 19, 21, 36, 23, 6, 24, 24, 12, 1, 23, 24, 17, 25, 13, 8, 9, 20, 16, 5, 15, 0, 18, 35, 24, 29, 19, 19, 14, 32, 1, 9, 32, 31, 10, 23, 35, 11, 28, 34, 0, 0, 36, 5, 17, 15, 4, 31, 1, 1, 35, 11, 18, 27, 0, 14, 35, 12, 20, 11, 4, 6, 4, 3, 12, 36, 14, 15, 20, 35, 23, 15]",exponential,10,0.005,0.001,9.999966956704593,10,1900
1,100,30.0,0.12333792899999807,"[0, 32, 5, 1, 29, 0, 36, 17, 6, 0, 29, 2, 1, 18, 33, 17, 25, 13, 35, 32, 6, 26, 31, 25, 4, 21, 36, 30, 20, 34, 19, 13, 14, 6, 9, 31, 17, 10, 8, 12, 16, 28, 34, 33, 2, 36, 14, 17, 31, 23, 31, 1, 1, 23, 11, 0, 28, 24, 0, 35, 16, 1, 11, 32, 6, 7, 3, 36, 22, 16, 15, 21, 35, 13, 28]",exponential,10,0.005,0.001,9.993835004689767,10,1900
2,200,19.0,0.25103005200000084,"[11, 32, 26, 12, 29, 1, 11, 29, 26, 9, 26, 2, 30, 7, 33, 32, 25, 36, 10, 35, 0, 18, 20, 12, 29, 21, 14, 1, 8, 3, 24, 30, 10, 27, 24, 19, 4, 33, 18, 25, 34, 28, 34, 3, 2, 31, 30, 13, 2, 23, 2, 17, 1, 1, 15, 27, 28, 6, 0, 35, 16, 1, 13, 30, 6, 21, 34, 19, 22, 25, 34, 19, 20, 18, 20]",exponential,10,0.005,0.001,9.987456371116298,10,1900
3,300,21.0,0.3735650459999995,"[11, 16, 19, 7, 28, 36, 11, 22, 26, 4, 26, 26, 7, 19, 33, 15, 25, 21, 10, 12, 8, 21, 0, 8, 29, 21, 16, 10, 0, 32, 11, 15, 36, 4, 1, 7, 6, 27, 16, 30, 21, 17, 17, 6, 9, 6, 30, 18, 2, 24, 33, 12, 7, 1, 15, 15, 17, 22, 0, 31, 16, 4, 13, 30, 7, 21, 34, 19, 23, 1, 21, 15, 20, 24, 35]",exponential,10,0.005,0.001,9.981339180699827,10,1900
4,400,12.0,0.48985156799999885,"[11, 8, 19, 7, 22, 36, 11, 27, 19, 6, 26, 26, 7, 19, 17, 10, 27, 10, 10, 12, 8, 10, 19, 16, 29, 21, 20, 19, 11, 36, 14, 15, 17, 28, 18, 0, 36, 31, 36, 30, 28, 17, 16, 3, 11, 6, 30, 17, 24, 9, 33, 18, 33, 4, 15, 22, 1, 4, 0, 31, 16, 20, 23, 30, 26, 16, 34, 19, 26, 15, 21, 15, 2, 24, 35]",exponential,10,0.005,0.001,9.975537391446881,10,1900
5,500,18.0,0.6050083710000003,"[18, 36, 8, 35, 3, 15, 11, 29, 29, 6, 26, 11, 28, 19, 17, 4, 7, 10, 10, 12, 3, 10, 28, 12, 19, 5, 18, 14, 13, 28, 14, 15, 17, 28, 35, 0, 36, 8, 36, 31, 28, 17, 4, 22, 11, 7, 27, 17, 24, 12, 13, 27, 33, 27, 15, 22, 9, 4, 0, 31, 16, 1, 30, 21, 26, 26, 10, 19, 26, 15, 6, 5, 2, 24, 9]",exponential,10,0.005,0.001,9.969795289739677,10,1900
6,600,6.0,0.7097423479999989,"[18, 36, 8, 12, 3, 17, 11, 20, 29, 6, 30, 32, 28, 19, 16, 4, 34, 32, 10, 7, 3, 10, 28, 9, 6, 5, 18, 14, 25, 27, 35, 15, 17, 28, 21, 5, 1, 34, 11, 15, 4, 13, 4, 3, 0, 27, 27, 7, 24, 8, 13, 27, 33, 27, 20, 22, 29, 22, 0, 31, 30, 36, 30, 21, 26, 9, 17, 18, 26, 15, 13, 8, 2, 24, 9]",exponential,10,0.005,0.001,9.964575774957456,10,1900
7,700,3.0,0.8094770750000002,"[11, 1, 28, 11, 0, 17, 31, 20, 17, 6, 29, 15, 30, 20, 16, 4, 32, 19, 10, 7, 3, 10, 28, 9, 9, 21, 15, 14, 25, 14, 35, 15, 16, 28, 31, 34, 1, 29, 11, 34, 4, 13, 4, 5, 6, 27, 0, 7, 24, 8, 1, 23, 33, 23, 20, 22, 29, 22, 19, 30, 9, 36, 22, 21, 26, 9, 17, 18, 26, 15, 13, 8, 2, 24, 3]",exponential,10,0.005,0.001,9.959607942501009,10,1900
8,800,1.0,0.9033879569999996,"[33, 1, 17, 3, 0, 30, 31, 12, 28, 6, 29, 15, 6, 20, 16, 4, 32, 32, 11, 7, 36, 10, 28, 14, 0, 21, 15, 13, 25, 5, 35, 35, 16, 28, 33, 34, 1, 18, 11, 34, 10, 12, 4, 11, 6, 27, 0, 7, 30, 8, 1, 14, 33, 23, 4, 22, 29, 22, 28, 30, 9, 36, 22, 21, 26, 9, 24, 18, 26, 15, 35, 8, 2, 24, 3]",exponential,10,0.005,0.001,9.95493246245178,10,1900
9,900,0.0,0.9943928119999974,"[33, 0, 19, 3, 5, 30, 31, 12, 28, 3, 29, 6, 6, 20, 16, 4, 35, 3, 11, 7, 25, 10, 27, 14, 36, 12, 15, 2, 25, 18, 13, 35, 26, 14, 21, 34, 1, 18, 11, 34, 10, 12, 5, 24, 6, 27, 18, 1, 30, 8, 1, 23, 28, 23, 10, 6, 29, 22, 28, 30, 9, 36, 9, 21, 22, 4, 24, 18, 26, 29, 20, 30, 2, 7, 8]",exponential,10,0.005,0.001,9.950403756938988,10,1900
