,Iteration,Fitness,Time,State,schedule_type,schedule_init_temp,schedule_exp_const,schedule_min_temp,schedule_current_value,Temperature,max_iters
0,0,23.0,0.00046175299999973163,"[12, 15, 21, 0, 3, 3, 7, 9, 19, 21, 18, 4, 23, 6, 24, 24, 12, 1, 6, 7, 23, 14, 24, 17, 5, 13, 8, 9, 20, 19, 16, 19, 5, 15, 15, 0, 18, 3, 24, 17, 19, 19, 19, 14, 7, 0, 1, 9, 0, 10]",exponential,10,0.005,0.001,9.999976912376653,10,1900
1,100,20.0,0.07080244699999927,"[12, 4, 16, 10, 7, 5, 8, 9, 14, 0, 23, 8, 10, 18, 0, 11, 8, 9, 12, 9, 10, 10, 17, 3, 16, 0, 19, 22, 2, 21, 18, 10, 9, 15, 1, 19, 0, 16, 24, 7, 23, 14, 5, 13, 3, 7, 21, 9, 3, 1]",exponential,10,0.005,0.001,9.996460504199375,10,1900
2,200,14.0,0.13967580899999987,"[6, 21, 17, 22, 18, 2, 2, 8, 22, 0, 23, 8, 11, 22, 1, 4, 15, 21, 14, 7, 14, 10, 3, 0, 16, 11, 19, 11, 15, 18, 23, 18, 10, 4, 20, 14, 9, 1, 5, 14, 0, 6, 5, 19, 19, 9, 21, 9, 1, 19]",exponential,10,0.005,0.001,9.993018647648848,10,1900
3,300,13.0,0.20340405899999947,"[24, 21, 13, 17, 17, 17, 7, 8, 5, 12, 4, 8, 15, 5, 7, 4, 16, 3, 14, 16, 14, 19, 14, 14, 24, 11, 6, 3, 24, 1, 22, 18, 11, 3, 23, 6, 1, 17, 15, 23, 10, 18, 5, 15, 10, 9, 3, 19, 6, 0]",exponential,10,0.005,0.001,9.989834966948623,10,1900
4,400,12.0,0.2653061499999998,"[21, 16, 7, 7, 10, 5, 22, 8, 11, 23, 17, 8, 24, 12, 23, 16, 10, 9, 4, 19, 11, 21, 6, 14, 10, 1, 15, 13, 24, 3, 11, 15, 4, 8, 23, 6, 5, 24, 0, 19, 8, 18, 5, 15, 3, 14, 3, 19, 6, 0]",exponential,10,0.005,0.001,9.986743487029985,10,1900
5,500,12.0,0.3258134549999996,"[21, 9, 8, 1, 10, 5, 22, 13, 11, 13, 11, 8, 18, 17, 19, 24, 17, 7, 15, 13, 11, 2, 22, 14, 16, 22, 21, 4, 23, 3, 19, 15, 18, 10, 18, 6, 14, 23, 0, 5, 17, 18, 20, 6, 7, 14, 13, 5, 18, 4]",exponential,10,0.005,0.001,9.98372258934834,10,1900
6,600,5.0,0.3827851099999995,"[13, 12, 8, 20, 9, 9, 22, 11, 15, 11, 12, 6, 8, 17, 24, 4, 16, 7, 5, 10, 24, 2, 22, 14, 17, 7, 19, 15, 23, 21, 19, 10, 18, 22, 18, 3, 14, 19, 0, 5, 1, 3, 20, 6, 12, 14, 14, 8, 12, 23]",exponential,10,0.005,0.001,9.980879048375774,10,1900
7,700,2.0,0.43942606499999926,"[18, 12, 8, 11, 18, 4, 23, 11, 9, 3, 10, 12, 8, 17, 24, 3, 16, 7, 11, 5, 24, 2, 13, 2, 21, 7, 17, 0, 15, 21, 5, 10, 18, 22, 19, 9, 14, 18, 0, 22, 1, 15, 20, 6, 13, 7, 4, 23, 12, 23]",exponential,10,0.005,0.001,9.97805281599072,10,1900
8,800,2.0,0.49626431499999946,"[18, 12, 15, 11, 18, 4, 7, 5, 9, 3, 1, 14, 19, 17, 24, 3, 6, 16, 11, 5, 23, 2, 13, 7, 21, 5, 20, 11, 24, 22, 12, 10, 18, 4, 17, 9, 21, 6, 0, 13, 4, 15, 20, 6, 23, 5, 16, 23, 18, 20]",exponential,10,0.005,0.001,9.975217543587263,10,1900
9,900,0.0,0.5248410339999996,"[18, 12, 8, 9, 6, 4, 16, 5, 9, 23, 1, 14, 19, 17, 24, 3, 6, 16, 23, 1, 23, 0, 13, 7, 21, 5, 20, 11, 7, 22, 12, 10, 18, 4, 17, 9, 21, 6, 0, 13, 4, 15, 20, 6, 2, 5, 13, 23, 15, 20]",exponential,10,0.005,0.001,9.973792350464512,10,1900
10,1000,0.0,0.5248410339999996,"[18, 12, 8, 9, 6, 4, 16, 5, 9, 23, 1, 14, 19, 17, 24, 3, 6, 16, 23, 1, 23, 0, 13, 7, 21, 5, 20, 11, 7, 22, 12, 10, 18, 4, 17, 9, 21, 6, 0, 13, 4, 15, 20, 6, 2, 5, 13, 23, 15, 20]",exponential,10,0.005,0.001,9.973792350464512,10,1900
11,1100,0.0,0.5248410339999996,"[18, 12, 8, 9, 6, 4, 16, 5, 9, 23, 1, 14, 19, 17, 24, 3, 6, 16, 23, 1, 23, 0, 13, 7, 21, 5, 20, 11, 7, 22, 12, 10, 18, 4, 17, 9, 21, 6, 0, 13, 4, 15, 20, 6, 2, 5, 13, 23, 15, 20]",exponential,10,0.005,0.001,9.973792350464512,10,1900
12,1200,0.0,0.5248410339999996,"[18, 12, 8, 9, 6, 4, 16, 5, 9, 23, 1, 14, 19, 17, 24, 3, 6, 16, 23, 1, 23, 0, 13, 7, 21, 5, 20, 11, 7, 22, 12, 10, 18, 4, 17, 9, 21, 6, 0, 13, 4, 15, 20, 6, 2, 5, 13, 23, 15, 20]",exponential,10,0.005,0.001,9.973792350464512,10,1900
13,1300,0.0,0.5248410339999996,"[18, 12, 8, 9, 6, 4, 16, 5, 9, 23, 1, 14, 19, 17, 24, 3, 6, 16, 23, 1, 23, 0, 13, 7, 21, 5, 20, 11, 7, 22, 12, 10, 18, 4, 17, 9, 21, 6, 0, 13, 4, 15, 20, 6, 2, 5, 13, 23, 15, 20]",exponential,10,0.005,0.001,9.973792350464512,10,1900
14,1400,0.0,0.5248410339999996,"[18, 12, 8, 9, 6, 4, 16, 5, 9, 23, 1, 14, 19, 17, 24, 3, 6, 16, 23, 1, 23, 0, 13, 7, 21, 5, 20, 11, 7, 22, 12, 10, 18, 4, 17, 9, 21, 6, 0, 13, 4, 15, 20, 6, 2, 5, 13, 23, 15, 20]",exponential,10,0.005,0.001,9.973792350464512,10,1900
15,1500,0.0,0.5248410339999996,"[18, 12, 8, 9, 6, 4, 16, 5, 9, 23, 1, 14, 19, 17, 24, 3, 6, 16, 23, 1, 23, 0, 13, 7, 21, 5, 20, 11, 7, 22, 12, 10, 18, 4, 17, 9, 21, 6, 0, 13, 4, 15, 20, 6, 2, 5, 13, 23, 15, 20]",exponential,10,0.005,0.001,9.973792350464512,10,1900
16,1600,0.0,0.5248410339999996,"[18, 12, 8, 9, 6, 4, 16, 5, 9, 23, 1, 14, 19, 17, 24, 3, 6, 16, 23, 1, 23, 0, 13, 7, 21, 5, 20, 11, 7, 22, 12, 10, 18, 4, 17, 9, 21, 6, 0, 13, 4, 15, 20, 6, 2, 5, 13, 23, 15, 20]",exponential,10,0.005,0.001,9.973792350464512,10,1900
17,1700,0.0,0.5248410339999996,"[18, 12, 8, 9, 6, 4, 16, 5, 9, 23, 1, 14, 19, 17, 24, 3, 6, 16, 23, 1, 23, 0, 13, 7, 21, 5, 20, 11, 7, 22, 12, 10, 18, 4, 17, 9, 21, 6, 0, 13, 4, 15, 20, 6, 2, 5, 13, 23, 15, 20]",exponential,10,0.005,0.001,9.973792350464512,10,1900
