,Iteration,Fitness,Time,State,schedule_type,schedule_init_temp,schedule_exp_const,schedule_min_temp,schedule_current_value,Temperature,max_iters
0,0,7247.8771106265995,0.00010313699999997539,"[2, 28, 13, 10, 26, 24, 27, 11, 17, 22, 5, 16, 8, 14, 23, 20, 1, 29, 6, 4, 18, 19, 9, 7, 25, 3, 0, 21, 15, 12]",exponential,50,0.005,0.001,49.99997421575665,50,2000
1,10,6721.327927568215,0.004951239999999579,"[2, 28, 13, 10, 8, 1, 5, 11, 17, 21, 27, 22, 26, 14, 23, 0, 24, 29, 6, 4, 18, 19, 9, 7, 25, 3, 20, 16, 15, 12]",exponential,50,0.005,0.001,49.99876220532161,50,2000
2,25,5345.4296238353845,0.010516619999999754,"[2, 28, 5, 10, 23, 21, 13, 7, 17, 25, 27, 22, 26, 14, 8, 0, 24, 29, 6, 4, 12, 19, 9, 11, 1, 3, 20, 18, 15, 16]",exponential,50,0.005,0.001,49.99737091412335,50,2000
3,50,5056.572026479801,0.01743506299999975,"[15, 25, 5, 28, 27, 21, 8, 7, 12, 10, 23, 2, 22, 14, 13, 0, 29, 24, 6, 4, 26, 19, 9, 11, 1, 3, 20, 18, 17, 16]",exponential,50,0.005,0.001,49.995641424232865,50,2000
4,75,4871.223314454395,0.023851983999999327,"[5, 25, 15, 28, 13, 21, 8, 7, 12, 10, 23, 2, 24, 14, 27, 0, 29, 16, 6, 26, 4, 19, 9, 11, 3, 1, 20, 18, 17, 22]",exponential,50,0.005,0.001,49.99403735955908,50,2000
5,100,4794.266069192915,0.030696673999999646,"[26, 25, 15, 5, 13, 21, 8, 28, 12, 10, 23, 2, 24, 14, 27, 0, 29, 16, 6, 7, 4, 19, 9, 11, 3, 1, 20, 18, 17, 22]",exponential,50,0.005,0.001,49.99232642039849,50,2000
6,125,4641.4414590261285,0.03793336699999994,"[28, 25, 15, 5, 8, 21, 24, 22, 10, 12, 23, 2, 13, 14, 27, 26, 29, 16, 20, 7, 4, 19, 9, 11, 3, 1, 6, 18, 17, 0]",exponential,50,0.005,0.001,49.99051755753085,50,2000
7,150,4406.066485217887,0.04501097200000004,"[12, 25, 15, 19, 8, 21, 24, 16, 10, 28, 23, 2, 13, 14, 27, 26, 29, 22, 0, 7, 4, 5, 6, 11, 3, 1, 9, 18, 17, 20]",exponential,50,0.005,0.001,49.988748523147265,50,2000
8,175,4276.5581018531575,0.0531529389999994,"[12, 28, 15, 19, 8, 21, 24, 16, 23, 25, 10, 2, 13, 14, 27, 26, 29, 22, 0, 17, 4, 5, 6, 11, 3, 1, 9, 18, 7, 20]",exponential,50,0.005,0.001,49.986713530865416,50,2000
9,200,4042.1539833224792,0.06053601699999955,"[17, 28, 15, 19, 8, 21, 24, 16, 23, 25, 10, 2, 13, 14, 27, 26, 29, 22, 0, 12, 4, 5, 6, 11, 3, 1, 9, 18, 7, 20]",exponential,50,0.005,0.001,49.98486828589978,50,2000
10,300,3906.595088421914,0.07679263399999936,"[20, 28, 15, 19, 1, 27, 24, 2, 23, 25, 10, 16, 29, 14, 21, 26, 13, 22, 4, 12, 5, 0, 6, 8, 3, 11, 9, 18, 7, 17]",exponential,50,0.005,0.001,49.98080552672122,50,2000
11,400,3656.570595739227,0.0943794639999993,"[20, 15, 28, 0, 26, 27, 24, 23, 10, 25, 2, 16, 29, 14, 21, 1, 13, 22, 4, 12, 5, 19, 6, 8, 3, 11, 9, 18, 7, 17]",exponential,50,0.005,0.001,49.97641070030141,50,2000
12,500,3448.571472407368,0.11329834499999958,"[20, 15, 28, 12, 22, 27, 24, 25, 10, 23, 2, 16, 29, 14, 1, 21, 13, 26, 4, 5, 0, 19, 6, 8, 3, 11, 9, 18, 7, 17]",exponential,50,0.005,0.001,49.97168343505712,50,2000
13,600,3448.571472407368,0.132854708,"[20, 15, 28, 12, 22, 27, 24, 25, 10, 23, 2, 16, 29, 14, 1, 21, 13, 26, 4, 5, 0, 19, 6, 8, 3, 11, 9, 18, 7, 17]",exponential,50,0.005,0.001,49.96679735204116,50,2000
14,700,3448.571472407368,0.132854708,"[20, 15, 28, 12, 22, 27, 24, 25, 10, 23, 2, 16, 29, 14, 1, 21, 13, 26, 4, 5, 0, 19, 6, 8, 3, 11, 9, 18, 7, 17]",exponential,50,0.005,0.001,49.96679735204116,50,2000
15,800,3448.571472407368,0.132854708,"[20, 15, 28, 12, 22, 27, 24, 25, 10, 23, 2, 16, 29, 14, 1, 21, 13, 26, 4, 5, 0, 19, 6, 8, 3, 11, 9, 18, 7, 17]",exponential,50,0.005,0.001,49.96679735204116,50,2000
16,900,3448.571472407368,0.132854708,"[20, 15, 28, 12, 22, 27, 24, 25, 10, 23, 2, 16, 29, 14, 1, 21, 13, 26, 4, 5, 0, 19, 6, 8, 3, 11, 9, 18, 7, 17]",exponential,50,0.005,0.001,49.96679735204116,50,2000
17,1000,3448.571472407368,0.132854708,"[20, 15, 28, 12, 22, 27, 24, 25, 10, 23, 2, 16, 29, 14, 1, 21, 13, 26, 4, 5, 0, 19, 6, 8, 3, 11, 9, 18, 7, 17]",exponential,50,0.005,0.001,49.96679735204116,50,2000
18,1500,3448.571472407368,0.132854708,"[20, 15, 28, 12, 22, 27, 24, 25, 10, 23, 2, 16, 29, 14, 1, 21, 13, 26, 4, 5, 0, 19, 6, 8, 3, 11, 9, 18, 7, 17]",exponential,50,0.005,0.001,49.96679735204116,50,2000
19,2000,3448.571472407368,0.132854708,"[20, 15, 28, 12, 22, 27, 24, 25, 10, 23, 2, 16, 29, 14, 1, 21, 13, 26, 4, 5, 0, 19, 6, 8, 3, 11, 9, 18, 7, 17]",exponential,50,0.005,0.001,49.96679735204116,50,2000
