,Iteration,Fitness,Time,State,Population Size,Mutation Rate,max_iters
0,0,7247.8771106265995,0.01393651600000001,"[2, 28, 13, 10, 26, 24, 27, 11, 17, 22, 5, 16, 8, 14, 23, 20, 1, 29, 6, 4, 18, 19, 9, 7, 25, 3, 0, 21, 15, 12]",200,0.05,2000
1,10,4615.2075635100455,0.38342208200000005,"[16, 27, 14, 1, 9, 28, 19, 6, 21, 8, 24, 25, 15, 20, 17, 7, 11, 3, 0, 23, 12, 10, 26, 4, 18, 13, 29, 2, 5, 22]",200,0.05,2000
2,25,3578.8140270019658,0.9238634809999999,"[16, 27, 14, 8, 1, 4, 28, 6, 21, 24, 25, 15, 20, 17, 7, 18, 11, 3, 9, 19, 0, 13, 22, 23, 5, 12, 10, 26, 29, 2]",200,0.05,2000
3,50,3315.3522291222976,1.8375106879999998,"[27, 21, 14, 8, 1, 4, 28, 19, 29, 16, 24, 25, 15, 20, 17, 7, 18, 11, 3, 6, 9, 0, 13, 22, 2, 23, 5, 12, 10, 26]",200,0.05,2000
4,75,3200.1012697938277,2.7209893580000006,"[27, 21, 14, 8, 1, 19, 4, 28, 29, 16, 24, 25, 15, 20, 17, 7, 18, 11, 3, 9, 6, 0, 26, 22, 2, 23, 5, 12, 10, 13]",200,0.05,2000
5,100,2934.888798800163,3.6031663100000006,"[27, 21, 14, 8, 1, 19, 4, 28, 12, 5, 29, 16, 24, 10, 25, 15, 20, 17, 7, 18, 11, 3, 9, 6, 0, 26, 22, 2, 23, 13]",200,0.05,2000
6,125,2934.888798800163,4.487278378,"[27, 21, 14, 8, 1, 19, 4, 28, 12, 5, 29, 16, 24, 10, 25, 15, 20, 17, 7, 18, 11, 3, 9, 6, 0, 26, 22, 2, 23, 13]",200,0.05,2000
7,150,2934.888798800163,5.368003583,"[27, 21, 14, 8, 1, 19, 4, 28, 12, 5, 29, 16, 24, 10, 25, 15, 20, 17, 7, 18, 11, 3, 9, 6, 0, 26, 22, 2, 23, 13]",200,0.05,2000
8,175,2839.4386794082525,6.262280044000001,"[27, 21, 14, 8, 1, 19, 4, 28, 12, 5, 2, 16, 24, 10, 25, 15, 20, 17, 7, 18, 11, 3, 9, 6, 0, 26, 23, 29, 22, 13]",200,0.05,2000
9,200,2753.7522378435942,7.141082234000001,"[27, 21, 14, 8, 1, 19, 4, 28, 12, 5, 23, 2, 16, 29, 24, 10, 25, 15, 20, 17, 7, 18, 11, 3, 9, 6, 0, 26, 22, 13]",200,0.05,2000
10,300,2737.2647854412485,10.720340108,"[27, 21, 14, 8, 1, 6, 4, 28, 12, 5, 23, 2, 16, 22, 29, 24, 10, 25, 15, 20, 17, 7, 18, 11, 3, 9, 19, 0, 26, 13]",200,0.05,2000
11,400,2729.4107202293835,14.213804115,"[27, 21, 14, 8, 1, 9, 4, 28, 12, 5, 26, 23, 2, 16, 22, 29, 24, 10, 25, 15, 20, 17, 7, 18, 11, 3, 6, 19, 0, 13]",200,0.05,2000
12,500,2729.4107202293835,16.949733137,"[27, 21, 14, 8, 1, 9, 4, 28, 12, 5, 26, 23, 2, 16, 22, 29, 24, 10, 25, 15, 20, 17, 7, 18, 11, 3, 6, 19, 0, 13]",200,0.05,2000
13,600,2729.4107202293835,16.949733137,"[27, 21, 14, 8, 1, 9, 4, 28, 12, 5, 26, 23, 2, 16, 22, 29, 24, 10, 25, 15, 20, 17, 7, 18, 11, 3, 6, 19, 0, 13]",200,0.05,2000
14,700,2729.4107202293835,16.949733137,"[27, 21, 14, 8, 1, 9, 4, 28, 12, 5, 26, 23, 2, 16, 22, 29, 24, 10, 25, 15, 20, 17, 7, 18, 11, 3, 6, 19, 0, 13]",200,0.05,2000
15,800,2729.4107202293835,16.949733137,"[27, 21, 14, 8, 1, 9, 4, 28, 12, 5, 26, 23, 2, 16, 22, 29, 24, 10, 25, 15, 20, 17, 7, 18, 11, 3, 6, 19, 0, 13]",200,0.05,2000
16,900,2729.4107202293835,16.949733137,"[27, 21, 14, 8, 1, 9, 4, 28, 12, 5, 26, 23, 2, 16, 22, 29, 24, 10, 25, 15, 20, 17, 7, 18, 11, 3, 6, 19, 0, 13]",200,0.05,2000
17,1000,2729.4107202293835,16.949733137,"[27, 21, 14, 8, 1, 9, 4, 28, 12, 5, 26, 23, 2, 16, 22, 29, 24, 10, 25, 15, 20, 17, 7, 18, 11, 3, 6, 19, 0, 13]",200,0.05,2000
18,1500,2729.4107202293835,16.949733137,"[27, 21, 14, 8, 1, 9, 4, 28, 12, 5, 26, 23, 2, 16, 22, 29, 24, 10, 25, 15, 20, 17, 7, 18, 11, 3, 6, 19, 0, 13]",200,0.05,2000
19,2000,2729.4107202293835,16.949733137,"[27, 21, 14, 8, 1, 9, 4, 28, 12, 5, 26, 23, 2, 16, 22, 29, 24, 10, 25, 15, 20, 17, 7, 18, 11, 3, 6, 19, 0, 13]",200,0.05,2000
20,0,7247.8771106265995,0.01323494000000025,"[2, 28, 13, 10, 26, 24, 27, 11, 17, 22, 5, 16, 8, 14, 23, 20, 1, 29, 6, 4, 18, 19, 9, 7, 25, 3, 0, 21, 15, 12]",200,0.1,2000
21,10,4843.37656164468,0.3742415670000021,"[29, 23, 10, 9, 19, 11, 3, 6, 14, 16, 2, 22, 27, 8, 7, 20, 28, 5, 21, 26, 13, 4, 0, 1, 18, 17, 12, 15, 25, 24]",200,0.1,2000
