,Iteration,Fitness,Time,State,schedule_type,schedule_init_temp,schedule_exp_const,schedule_min_temp,schedule_current_value,Temperature,max_iters
0,0,33.0,0.0018524520000013922,"[44, 47, 64, 67, 67, 9, 83, 21, 36, 87, 70, 88, 88, 12, 58, 65, 39, 87, 46, 88, 81, 37, 25, 77, 72, 9, 20, 80, 69, 79, 47, 64, 82, 88, 49, 29, 19, 19, 14, 39, 32, 65, 9, 57, 32, 31, 74, 23, 35, 75, 55, 28, 34, 0, 0, 36, 53, 5, 38, 17, 79, 4, 42, 58, 31, 1, 65, 41, 57, 35, 11, 46, 82, 91, 0, 14, 53, 12, 42, 84, 75, 68, 6, 68, 47, 3, 76, 52, 78, 15, 20, 58, 23, 79, 13, 85, 48, 49, 69, 41]",exponential,250,0.005,0.001,249.99768444572365,250,32768
1,1,35.0,0.009509047000001658,"[44, 47, 64, 67, 67, 9, 83, 21, 36, 87, 70, 88, 88, 12, 58, 65, 39, 87, 46, 88, 81, 37, 25, 77, 72, 9, 20, 80, 69, 79, 47, 64, 82, 88, 49, 65, 19, 19, 14, 39, 32, 65, 9, 57, 32, 31, 74, 23, 35, 75, 55, 28, 34, 0, 0, 36, 53, 5, 38, 17, 79, 4, 42, 58, 31, 1, 65, 41, 57, 35, 11, 46, 82, 91, 0, 14, 53, 12, 42, 84, 75, 68, 6, 68, 47, 3, 76, 52, 78, 15, 20, 58, 23, 79, 13, 85, 48, 49, 69, 41]",exponential,250,0.005,0.001,249.9881139738142,250,32768
2,2,35.0,0.01762804700000231,"[44, 47, 64, 67, 67, 9, 83, 21, 36, 87, 70, 88, 88, 12, 58, 65, 39, 87, 46, 88, 81, 37, 25, 77, 72, 9, 20, 80, 69, 79, 47, 64, 82, 88, 49, 65, 19, 19, 14, 39, 32, 65, 9, 57, 32, 31, 74, 23, 35, 75, 55, 28, 34, 0, 0, 36, 53, 5, 38, 17, 79, 4, 42, 58, 31, 1, 65, 41, 57, 35, 11, 46, 82, 91, 0, 14, 53, 12, 42, 84, 75, 68, 6, 68, 47, 3, 76, 52, 78, 15, 20, 58, 23, 79, 0, 85, 48, 49, 69, 41]",exponential,250,0.005,0.001,249.9779659123091,250,32768
3,4,37.0,0.02880678399999681,"[44, 47, 64, 42, 67, 9, 83, 21, 36, 87, 70, 88, 88, 12, 58, 65, 39, 87, 46, 88, 81, 37, 25, 77, 72, 9, 20, 80, 69, 79, 47, 64, 82, 88, 49, 65, 35, 19, 14, 39, 32, 65, 9, 57, 32, 31, 74, 23, 35, 75, 55, 28, 34, 0, 0, 36, 53, 5, 38, 17, 79, 4, 42, 58, 31, 1, 65, 41, 57, 35, 11, 46, 82, 91, 0, 14, 53, 12, 42, 84, 75, 68, 6, 68, 47, 3, 76, 52, 78, 15, 20, 58, 23, 79, 0, 85, 48, 49, 69, 41]",exponential,250,0.005,0.001,249.9639941130968,250,32768
4,8,37.0,0.047750317000001985,"[44, 47, 64, 42, 67, 9, 83, 21, 36, 87, 43, 88, 88, 12, 58, 65, 39, 87, 46, 88, 81, 74, 25, 59, 72, 9, 20, 80, 69, 79, 47, 64, 82, 88, 49, 65, 35, 19, 14, 39, 32, 65, 9, 57, 32, 31, 74, 23, 35, 75, 55, 28, 34, 0, 0, 36, 53, 5, 38, 17, 79, 4, 42, 58, 31, 1, 65, 41, 57, 35, 11, 46, 82, 91, 0, 14, 53, 12, 42, 84, 75, 68, 6, 68, 47, 3, 76, 52, 78, 15, 20, 58, 23, 79, 0, 85, 48, 49, 62, 41]",exponential,250,0.005,0.001,249.9403192284729,250,32768
5,16,37.0,0.08332559200000134,"[44, 47, 51, 42, 67, 9, 83, 21, 36, 87, 43, 88, 88, 12, 41, 65, 39, 87, 46, 88, 82, 74, 25, 59, 72, 9, 20, 80, 69, 79, 47, 64, 82, 88, 49, 95, 35, 19, 14, 39, 32, 65, 9, 57, 32, 31, 74, 23, 35, 75, 55, 28, 34, 0, 0, 36, 53, 5, 66, 17, 79, 4, 42, 58, 31, 1, 65, 83, 57, 35, 11, 46, 82, 91, 0, 14, 53, 12, 42, 84, 32, 68, 6, 68, 47, 3, 43, 52, 78, 15, 20, 58, 23, 79, 0, 85, 48, 49, 62, 41]",exponential,250,0.005,0.001,249.89586470434418,250,32768
6,32,41.0,0.14928515399999753,"[44, 47, 3, 42, 68, 9, 83, 21, 36, 87, 43, 88, 88, 41, 97, 65, 39, 87, 46, 88, 82, 74, 25, 59, 72, 81, 20, 80, 69, 21, 47, 64, 70, 88, 49, 95, 35, 19, 20, 39, 32, 65, 9, 57, 32, 31, 74, 23, 35, 75, 55, 28, 68, 0, 0, 36, 61, 5, 66, 17, 79, 84, 42, 58, 31, 1, 65, 83, 57, 35, 11, 46, 82, 91, 0, 57, 53, 31, 42, 84, 32, 68, 6, 68, 47, 32, 78, 52, 78, 15, 20, 58, 23, 79, 0, 72, 48, 49, 62, 41]",exponential,250,0.005,0.001,249.813463184104,250,32768
7,64,32.0,0.2719176809999979,"[44, 47, 3, 77, 68, 9, 83, 21, 62, 87, 27, 84, 88, 41, 97, 65, 39, 94, 40, 88, 82, 74, 25, 59, 67, 81, 20, 80, 2, 21, 47, 64, 70, 18, 89, 30, 49, 19, 20, 62, 32, 65, 9, 57, 35, 31, 91, 23, 35, 75, 3, 28, 68, 0, 80, 36, 24, 5, 66, 17, 79, 84, 42, 58, 31, 1, 65, 35, 57, 53, 11, 46, 82, 41, 0, 34, 53, 31, 42, 84, 63, 68, 6, 68, 47, 32, 78, 52, 78, 24, 20, 58, 23, 1, 0, 44, 48, 49, 62, 41]",exponential,250,0.005,0.001,249.66033385414892,250,32768
8,128,41.0,0.5155705869999991,"[44, 47, 3, 42, 68, 0, 83, 21, 6, 54, 27, 4, 88, 71, 97, 65, 57, 94, 46, 88, 83, 74, 31, 24, 63, 20, 20, 80, 2, 21, 47, 20, 70, 54, 89, 59, 68, 19, 20, 93, 32, 94, 15, 3, 67, 26, 21, 10, 35, 88, 3, 31, 68, 0, 80, 36, 24, 24, 66, 81, 92, 13, 42, 16, 31, 1, 65, 35, 57, 12, 54, 88, 82, 45, 98, 34, 53, 31, 42, 90, 22, 72, 6, 77, 90, 40, 7, 32, 78, 24, 20, 51, 37, 1, 92, 44, 92, 49, 62, 18]",exponential,250,0.005,0.001,249.35636671865106,250,32768
9,256,39.0,0.9956451119999983,"[11, 5, 3, 61, 78, 93, 38, 21, 25, 2, 13, 4, 46, 71, 97, 63, 57, 70, 4, 88, 44, 93, 19, 24, 34, 24, 79, 80, 24, 91, 15, 81, 71, 23, 50, 59, 58, 19, 1, 24, 26, 67, 15, 84, 84, 58, 53, 60, 83, 29, 47, 50, 81, 0, 77, 36, 24, 24, 1, 96, 92, 61, 42, 16, 77, 44, 98, 35, 57, 89, 12, 83, 5, 91, 98, 13, 21, 31, 7, 90, 67, 29, 20, 12, 7, 6, 17, 80, 78, 13, 75, 57, 70, 34, 93, 0, 80, 37, 88, 90]",exponential,250,0.005,0.001,248.75853631702304,250,32768
