,Iteration,Time,Fitness,Temperature,max_iters
0,0,0.0018524520000013922,33.0,250,32768
1,1,0.009509047000001658,35.0,250,32768
2,2,0.01762804700000231,35.0,250,32768
3,3,0.02489919199999946,36.0,250,32768
4,4,0.02880678399999681,37.0,250,32768
5,5,0.03611331700000164,38.0,250,32768
6,6,0.04016186199999794,38.0,250,32768
7,7,0.04391490199999737,38.0,250,32768
8,8,0.047750317000001985,37.0,250,32768
9,9,0.056720558999998616,35.0,250,32768
10,10,0.06096331700000235,35.0,250,32768
11,11,0.06480455500000204,37.0,250,32768
12,12,0.06856281000000308,36.0,250,32768
13,13,0.07230523799999844,36.0,250,32768
14,14,0.07605634099999747,37.0,250,32768
15,15,0.07954620900000009,36.0,250,32768
16,16,0.08332559200000134,37.0,250,32768
17,17,0.09153803899999957,38.0,250,32768
18,18,0.09523016899999703,37.0,250,32768
19,19,0.09923938000000021,38.0,250,32768
20,20,0.10330144099999927,38.0,250,32768
21,21,0.106958517999999,39.0,250,32768
22,22,0.11065921699999848,40.0,250,32768
23,23,0.11447091899999862,41.0,250,32768
24,24,0.11839705900000297,39.0,250,32768
25,25,0.12212212000000022,42.0,250,32768
26,26,0.12689378200000334,42.0,250,32768
27,27,0.13075535699999818,43.0,250,32768
28,28,0.13433693900000065,42.0,250,32768
29,29,0.13831506200000376,42.0,250,32768
30,30,0.1418956759999972,43.0,250,32768
31,31,0.14557148200000114,41.0,250,32768
32,32,0.14928515399999753,41.0,250,32768
33,33,0.15733174500000047,41.0,250,32768
34,34,0.1610729390000003,40.0,250,32768
35,35,0.16485597799999852,41.0,250,32768
36,36,0.168605577000001,40.0,250,32768
37,37,0.17231008499999945,40.0,250,32768
38,38,0.17592262299999817,40.0,250,32768
39,39,0.17953276899999793,38.0,250,32768
40,40,0.1832256089999973,38.0,250,32768
41,41,0.18730412800000096,40.0,250,32768
42,42,0.19115067300000277,38.0,250,32768
43,43,0.19296356699999961,38.0,250,32768
44,44,0.19697820599999716,38.0,250,32768
45,45,0.2009438779999968,38.0,250,32768
46,46,0.20492330199999742,39.0,250,32768
47,47,0.20859237599999858,39.0,250,32768
48,48,0.21261515500000172,41.0,250,32768
49,49,0.21634257200000206,39.0,250,32768
50,50,0.220263451000001,40.0,250,32768
51,51,0.22380825199999776,40.0,250,32768
52,52,0.22717550499999817,40.0,250,32768
53,53,0.23083008700000107,39.0,250,32768
54,54,0.2343041130000003,39.0,250,32768
55,55,0.23799969200000248,38.0,250,32768
56,56,0.24157059600000252,37.0,250,32768
57,57,0.24519249299999757,35.0,250,32768
58,58,0.2485525949999996,34.0,250,32768
59,59,0.2532760799999991,35.0,250,32768
60,60,0.2570910760000018,35.0,250,32768
61,61,0.26072253000000245,35.0,250,32768
62,62,0.26459806700000144,35.0,250,32768
63,63,0.26816821999999974,33.0,250,32768
64,64,0.2719176809999979,32.0,250,32768
65,65,0.27956653599999726,31.0,250,32768
66,66,0.2833468179999983,30.0,250,32768
67,67,0.28738654600000046,31.0,250,32768
68,68,0.2908973199999991,31.0,250,32768
69,69,0.2945550279999978,33.0,250,32768
70,70,0.2980706570000038,34.0,250,32768
71,71,0.30149557899999735,33.0,250,32768
72,72,0.3050761160000022,32.0,250,32768
73,73,0.3089551830000019,34.0,250,32768
74,74,0.31295755400000047,34.0,250,32768
75,75,0.31708749100000233,34.0,250,32768
76,76,0.3213964030000014,33.0,250,32768
77,77,0.3251714330000013,32.0,250,32768
78,78,0.329137738,32.0,250,32768
79,79,0.33303050600000006,30.0,250,32768
80,80,0.33693486700000363,31.0,250,32768
81,81,0.3407917170000019,32.0,250,32768
82,82,0.3445593630000019,33.0,250,32768
83,83,0.34827319899999765,33.0,250,32768
84,84,0.35185552600000136,33.0,250,32768
85,85,0.3555971660000026,33.0,250,32768
86,86,0.3594841439999996,33.0,250,32768
87,87,0.36357201999999944,35.0,250,32768
88,88,0.36722063199999866,32.0,250,32768
89,89,0.3709543129999986,33.0,250,32768
90,90,0.37446475899999854,31.0,250,32768
91,91,0.3790635430000009,30.0,250,32768
92,92,0.3830134849999993,29.0,250,32768
93,93,0.3868975050000003,27.0,250,32768
94,94,0.3909797190000006,29.0,250,32768
95,95,0.3948599129999977,27.0,250,32768
96,96,0.39839749499999755,28.0,250,32768
97,97,0.4020505789999973,28.0,250,32768
98,98,0.40596237599999796,28.0,250,32768
99,99,0.40955997900000085,28.0,250,32768
100,100,0.4131913849999975,28.0,250,32768
101,101,0.4165889880000009,29.0,250,32768
102,102,0.4202942390000004,30.0,250,32768
103,103,0.42383763800000196,29.0,250,32768
104,104,0.4272970479999998,29.0,250,32768
105,105,0.4308028809999982,30.0,250,32768
106,106,0.4344504640000011,29.0,250,32768
107,107,0.43820025200000146,28.0,250,32768
108,108,0.44178348100000164,27.0,250,32768
109,109,0.4453956770000005,26.0,250,32768
110,110,0.4488089410000029,26.0,250,32768
111,111,0.4523153239999971,26.0,250,32768
112,112,0.4560660189999979,27.0,250,32768
113,113,0.45943898699999863,30.0,250,32768
114,114,0.4629316170000024,31.0,250,32768
115,115,0.4665528539999997,32.0,250,32768
116,116,0.4700786100000016,32.0,250,32768
117,117,0.4736017900000036,31.0,250,32768
118,118,0.4773500100000021,33.0,250,32768
119,119,0.4807497529999978,34.0,250,32768
120,120,0.4851184819999972,36.0,250,32768
121,121,0.48908527799999746,36.0,250,32768
122,122,0.49268048199999726,36.0,250,32768
123,123,0.49627074400000026,36.0,250,32768
124,124,0.4998660770000001,39.0,250,32768
125,125,0.5035495839999982,41.0,250,32768
126,126,0.5078189130000013,41.0,250,32768
127,127,0.5116767379999985,40.0,250,32768
128,128,0.5155705869999991,41.0,250,32768
129,129,0.5243480000000034,43.0,250,32768
130,130,0.5280765219999992,46.0,250,32768
131,131,0.5318377629999986,47.0,250,32768
132,132,0.5354333089999983,48.0,250,32768
133,133,0.5390713450000035,48.0,250,32768
134,134,0.5425512959999992,48.0,250,32768
135,135,0.5460460899999973,47.0,250,32768
136,136,0.5497391740000026,46.0,250,32768
137,137,0.5539013960000005,47.0,250,32768
138,138,0.5576967180000025,50.0,250,32768
139,139,0.5615088369999981,49.0,250,32768
140,140,0.5653940259999999,49.0,250,32768
141,141,0.5691836170000002,51.0,250,32768
142,142,0.5728867150000028,50.0,250,32768
143,143,0.5765704989999989,51.0,250,32768
144,144,0.5803715870000019,50.0,250,32768
