,Iteration,Fitness,Time,State,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,6.0,0.0020759829999998924,"[0, 1, 1, 0, 1, 1, 1, 1, 1, 1]",True,100,0.3,300
1,10,16.0,0.051821667999999876,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",True,100,0.3,300
2,25,16.0,0.12036584899999991,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",True,100,0.3,300
3,50,16.0,0.23292287599999995,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",True,100,0.3,300
4,75,16.0,0.34558696099999997,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",True,100,0.3,300
5,100,16.0,0.456048048,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",True,100,0.3,300
6,125,16.0,0.46432037999999975,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",True,100,0.3,300
7,150,16.0,0.46432037999999975,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",True,100,0.3,300
8,175,16.0,0.46432037999999975,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",True,100,0.3,300
9,200,16.0,0.46432037999999975,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",True,100,0.3,300
10,300,16.0,0.46432037999999975,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",True,100,0.3,300
