,Iteration,Fitness,Time,State,Population Size,Mutation Rate,max_iters
0,0,29.0,0.061947717999998986,"[0, 3, 3, 9, 19, 21, 36, 23, 6, 24, 24, 12, 1, 23, 24, 17, 25, 13, 8, 9, 20, 16, 5, 15, 0, 18, 35, 24, 29, 19, 19, 14, 32, 1, 9, 32, 31, 10, 23, 35, 11, 28, 34, 0, 0, 36, 5, 17, 15, 4, 31, 1, 1, 35, 11, 18, 27, 0, 14, 35, 12, 20, 11, 4, 6, 4, 3, 12, 36, 14, 15, 20, 35, 23, 15]",100,0.05,300
1,10,12.0,0.7225623989999974,"[35, 18, 5, 16, 23, 30, 19, 3, 0, 1, 34, 12, 8, 9, 7, 26, 24, 18, 6, 33, 11, 4, 2, 7, 4, 20, 2, 22, 28, 12, 6, 22, 29, 10, 12, 11, 32, 24, 32, 19, 0, 7, 17, 29, 8, 25, 12, 32, 0, 14, 26, 30, 33, 4, 11, 31, 12, 36, 15, 21, 28, 5, 27, 35, 16, 35, 26, 30, 26, 19, 27, 24, 36, 1, 4]",100,0.05,300
2,25,9.0,1.7161869910000007,"[35, 18, 36, 16, 23, 32, 19, 24, 0, 1, 34, 19, 8, 9, 7, 17, 24, 8, 6, 4, 34, 2, 2, 9, 4, 24, 4, 22, 27, 18, 6, 22, 29, 35, 12, 11, 34, 3, 33, 11, 0, 7, 3, 33, 28, 25, 8, 18, 7, 14, 26, 20, 2, 3, 11, 31, 21, 36, 15, 21, 6, 19, 27, 35, 16, 35, 2, 30, 26, 9, 35, 24, 22, 1, 4]",100,0.05,300
3,50,0.0,3.1696164600000003,"[35, 18, 5, 16, 23, 11, 19, 23, 14, 1, 34, 12, 8, 18, 7, 17, 24, 18, 6, 33, 34, 4, 2, 7, 4, 20, 2, 22, 28, 12, 15, 22, 29, 10, 10, 31, 32, 33, 32, 19, 0, 17, 17, 29, 8, 25, 12, 18, 0, 12, 26, 22, 8, 3, 9, 0, 13, 36, 15, 21, 6, 19, 27, 35, 9, 27, 2, 30, 15, 9, 27, 24, 22, 20, 4]",100,0.05,300
4,75,0.0,3.1696164600000003,"[35, 18, 5, 16, 23, 11, 19, 23, 14, 1, 34, 12, 8, 18, 7, 17, 24, 18, 6, 33, 34, 4, 2, 7, 4, 20, 2, 22, 28, 12, 15, 22, 29, 10, 10, 31, 32, 33, 32, 19, 0, 17, 17, 29, 8, 25, 12, 18, 0, 12, 26, 22, 8, 3, 9, 0, 13, 36, 15, 21, 6, 19, 27, 35, 9, 27, 2, 30, 15, 9, 27, 24, 22, 20, 4]",100,0.05,300
5,100,0.0,3.1696164600000003,"[35, 18, 5, 16, 23, 11, 19, 23, 14, 1, 34, 12, 8, 18, 7, 17, 24, 18, 6, 33, 34, 4, 2, 7, 4, 20, 2, 22, 28, 12, 15, 22, 29, 10, 10, 31, 32, 33, 32, 19, 0, 17, 17, 29, 8, 25, 12, 18, 0, 12, 26, 22, 8, 3, 9, 0, 13, 36, 15, 21, 6, 19, 27, 35, 9, 27, 2, 30, 15, 9, 27, 24, 22, 20, 4]",100,0.05,300
6,125,0.0,3.1696164600000003,"[35, 18, 5, 16, 23, 11, 19, 23, 14, 1, 34, 12, 8, 18, 7, 17, 24, 18, 6, 33, 34, 4, 2, 7, 4, 20, 2, 22, 28, 12, 15, 22, 29, 10, 10, 31, 32, 33, 32, 19, 0, 17, 17, 29, 8, 25, 12, 18, 0, 12, 26, 22, 8, 3, 9, 0, 13, 36, 15, 21, 6, 19, 27, 35, 9, 27, 2, 30, 15, 9, 27, 24, 22, 20, 4]",100,0.05,300
7,150,0.0,3.1696164600000003,"[35, 18, 5, 16, 23, 11, 19, 23, 14, 1, 34, 12, 8, 18, 7, 17, 24, 18, 6, 33, 34, 4, 2, 7, 4, 20, 2, 22, 28, 12, 15, 22, 29, 10, 10, 31, 32, 33, 32, 19, 0, 17, 17, 29, 8, 25, 12, 18, 0, 12, 26, 22, 8, 3, 9, 0, 13, 36, 15, 21, 6, 19, 27, 35, 9, 27, 2, 30, 15, 9, 27, 24, 22, 20, 4]",100,0.05,300
8,175,0.0,3.1696164600000003,"[35, 18, 5, 16, 23, 11, 19, 23, 14, 1, 34, 12, 8, 18, 7, 17, 24, 18, 6, 33, 34, 4, 2, 7, 4, 20, 2, 22, 28, 12, 15, 22, 29, 10, 10, 31, 32, 33, 32, 19, 0, 17, 17, 29, 8, 25, 12, 18, 0, 12, 26, 22, 8, 3, 9, 0, 13, 36, 15, 21, 6, 19, 27, 35, 9, 27, 2, 30, 15, 9, 27, 24, 22, 20, 4]",100,0.05,300
9,200,0.0,3.1696164600000003,"[35, 18, 5, 16, 23, 11, 19, 23, 14, 1, 34, 12, 8, 18, 7, 17, 24, 18, 6, 33, 34, 4, 2, 7, 4, 20, 2, 22, 28, 12, 15, 22, 29, 10, 10, 31, 32, 33, 32, 19, 0, 17, 17, 29, 8, 25, 12, 18, 0, 12, 26, 22, 8, 3, 9, 0, 13, 36, 15, 21, 6, 19, 27, 35, 9, 27, 2, 30, 15, 9, 27, 24, 22, 20, 4]",100,0.05,300
