,Iteration,Time,Fitness,Population Size,Mutation Rate,max_iters
0,0,0.061947717999998986,29.0,100,0.05,300
1,1,0.13365264699999813,16.0,100,0.05,300
2,2,0.20155560399999928,15.0,100,0.05,300
3,3,0.26549307500000197,15.0,100,0.05,300
4,4,0.3309499140000014,15.0,100,0.05,300
5,5,0.3948755360000007,14.0,100,0.05,300
6,6,0.4598206220000023,14.0,100,0.05,300
7,7,0.526609710999999,14.0,100,0.05,300
8,8,0.5913896519999966,14.0,100,0.05,300
9,9,0.658509746,12.0,100,0.05,300
10,10,0.7225623989999974,12.0,100,0.05,300
11,11,0.7917598840000011,12.0,100,0.05,300
12,12,0.858351227,12.0,100,0.05,300
13,13,0.926002902999997,11.0,100,0.05,300
14,14,0.9925345939999985,11.0,100,0.05,300
15,15,1.0590194950000011,11.0,100,0.05,300
16,16,1.1256069820000008,11.0,100,0.05,300
17,17,1.1903564459999956,11.0,100,0.05,300
18,18,1.2547750680000007,11.0,100,0.05,300
19,19,1.322155201000001,11.0,100,0.05,300
20,20,1.386455501999997,11.0,100,0.05,300
21,21,1.451868626999996,11.0,100,0.05,300
22,22,1.517801710999997,9.0,100,0.05,300
23,23,1.5836337900000004,9.0,100,0.05,300
24,24,1.6493958860000006,9.0,100,0.05,300
25,25,1.7161869910000007,9.0,100,0.05,300
26,26,1.784998606000002,9.0,100,0.05,300
27,27,1.851380380000002,9.0,100,0.05,300
28,28,1.9173198880000015,9.0,100,0.05,300
29,29,1.9820811509999956,8.0,100,0.05,300
30,30,2.047935119999998,6.0,100,0.05,300
31,31,2.1146501790000016,6.0,100,0.05,300
32,32,2.1793244049999956,6.0,100,0.05,300
33,33,2.245537575,4.0,100,0.05,300
34,34,2.3122620589999983,4.0,100,0.05,300
35,35,2.378294943,2.0,100,0.05,300
36,36,2.4422486989999967,2.0,100,0.05,300
37,37,2.506984263999996,2.0,100,0.05,300
38,38,2.5742718449999984,1.0,100,0.05,300
39,39,2.641989361999997,1.0,100,0.05,300
40,40,2.7074702150000007,1.0,100,0.05,300
41,41,2.771818943999996,1.0,100,0.05,300
42,42,2.8391267419999977,1.0,100,0.05,300
43,43,2.9065838160000013,1.0,100,0.05,300
44,44,2.972855398,1.0,100,0.05,300
45,45,3.039983767999999,1.0,100,0.05,300
46,46,3.1043314829999957,1.0,100,0.05,300
47,47,3.1696164600000003,0.0,100,0.05,300
