,Iteration,Time,Fitness,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,0.007324445000001845,7.0,True,100,0.3,300
1,1,0.0477488930000014,12.0,True,100,0.3,300
2,2,0.08831148500000197,16.0,True,100,0.3,300
3,3,0.12223028100000022,16.0,True,100,0.3,300
4,4,0.1578688260000014,16.0,True,100,0.3,300
5,5,0.19600314700000254,16.0,True,100,0.3,300
6,6,0.22947258199999965,16.0,True,100,0.3,300
7,7,0.26450415900000124,17.0,True,100,0.3,300
8,8,0.2996661070000002,17.0,True,100,0.3,300
9,9,0.33334153300000224,23.0,True,100,0.3,300
10,10,0.3711726870000014,23.0,True,100,0.3,300
11,11,0.41024748899999963,26.0,True,100,0.3,300
12,12,0.4489565500000019,26.0,True,100,0.3,300
13,13,0.47972488300000293,26.0,True,100,0.3,300
14,14,0.5093015730000019,26.0,True,100,0.3,300
15,15,0.5424379230000014,26.0,True,100,0.3,300
16,16,0.5901972549999996,26.0,True,100,0.3,300
17,17,0.6318420340000017,26.0,True,100,0.3,300
18,18,0.677155453000001,26.0,True,100,0.3,300
19,19,0.7174263859999996,26.0,True,100,0.3,300
20,20,0.7580521300000029,26.0,True,100,0.3,300
21,21,0.8001498429999998,26.0,True,100,0.3,300
22,22,0.8415291330000017,26.0,True,100,0.3,300
23,23,0.8829600180000021,26.0,True,100,0.3,300
24,24,0.9236617920000008,26.0,True,100,0.3,300
25,25,0.9639608000000024,26.0,True,100,0.3,300
26,26,1.0176168010000026,26.0,True,100,0.3,300
27,27,1.0582591100000016,26.0,True,100,0.3,300
28,28,1.0979210700000017,26.0,True,100,0.3,300
29,29,1.1396132720000018,26.0,True,100,0.3,300
30,30,1.1799297710000012,26.0,True,100,0.3,300
31,31,1.2196774470000022,26.0,True,100,0.3,300
32,32,1.2606416550000006,26.0,True,100,0.3,300
33,33,1.3013180030000022,26.0,True,100,0.3,300
34,34,1.3421759729999998,26.0,True,100,0.3,300
35,35,1.3841054810000024,26.0,True,100,0.3,300
36,36,1.4230105180000017,26.0,True,100,0.3,300
37,37,1.4626411750000017,26.0,True,100,0.3,300
38,38,1.5024867080000028,26.0,True,100,0.3,300
39,39,1.5484254860000028,26.0,True,100,0.3,300
40,40,1.5889808960000025,26.0,True,100,0.3,300
41,41,1.6298775290000016,26.0,True,100,0.3,300
42,42,1.6725658640000027,26.0,True,100,0.3,300
43,43,1.7128977310000018,26.0,True,100,0.3,300
44,44,1.7532169280000005,26.0,True,100,0.3,300
45,45,1.7969354340000017,26.0,True,100,0.3,300
46,46,1.8418636930000005,26.0,True,100,0.3,300
47,47,1.8867569510000024,26.0,True,100,0.3,300
48,48,1.9305871920000008,26.0,True,100,0.3,300
49,49,1.9695540230000006,26.0,True,100,0.3,300
50,50,2.0124251960000024,26.0,True,100,0.3,300
51,51,2.067956253000002,26.0,True,100,0.3,300
52,52,2.109321716,26.0,True,100,0.3,300
53,53,2.1494317600000024,26.0,True,100,0.3,300
54,54,2.189622335000003,26.0,True,100,0.3,300
55,55,2.2293339160000016,26.0,True,100,0.3,300
56,56,2.273712811000003,26.0,True,100,0.3,300
57,57,2.3135902070000007,26.0,True,100,0.3,300
58,58,2.3530994350000007,26.0,True,100,0.3,300
59,59,2.392850503000002,26.0,True,100,0.3,300
60,60,2.4319202840000003,26.0,True,100,0.3,300
61,61,2.470458142000002,26.0,True,100,0.3,300
62,62,2.509702316000002,26.0,True,100,0.3,300
63,63,2.5485648320000003,26.0,True,100,0.3,300
64,64,2.5871280290000023,26.0,True,100,0.3,300
65,65,2.626451301000003,26.0,True,100,0.3,300
66,66,2.667510924000002,26.0,True,100,0.3,300
67,67,2.7070480700000026,26.0,True,100,0.3,300
68,68,2.745524757000002,26.0,True,100,0.3,300
69,69,2.7840518560000014,26.0,True,100,0.3,300
70,70,2.8226952530000027,26.0,True,100,0.3,300
71,71,2.8610407590000015,26.0,True,100,0.3,300
72,72,2.90170363,26.0,True,100,0.3,300
73,73,2.9409283520000002,26.0,True,100,0.3,300
74,74,2.9803890220000007,26.0,True,100,0.3,300
75,75,3.019261024000002,26.0,True,100,0.3,300
76,76,3.065071392,26.0,True,100,0.3,300
77,77,3.1064940980000024,26.0,True,100,0.3,300
78,78,3.146430359,26.0,True,100,0.3,300
79,79,3.186177293,26.0,True,100,0.3,300
80,80,3.225000705000003,26.0,True,100,0.3,300
81,81,3.2641883070000013,26.0,True,100,0.3,300
82,82,3.3035614780000024,26.0,True,100,0.3,300
83,83,3.3431293390000008,26.0,True,100,0.3,300
84,84,3.383541100000002,26.0,True,100,0.3,300
85,85,3.4233206020000004,26.0,True,100,0.3,300
86,86,3.4626308250000015,26.0,True,100,0.3,300
87,87,3.501934277,26.0,True,100,0.3,300
88,88,3.5406633490000026,26.0,True,100,0.3,300
89,89,3.5794100590000006,26.0,True,100,0.3,300
90,90,3.61806657,26.0,True,100,0.3,300
91,91,3.6597429860000013,26.0,True,100,0.3,300
92,92,3.698995883000002,26.0,True,100,0.3,300
93,93,3.738196157000001,26.0,True,100,0.3,300
94,94,3.7766058470000026,26.0,True,100,0.3,300
95,95,3.8151502990000026,26.0,True,100,0.3,300
96,96,3.853816793,26.0,True,100,0.3,300
97,97,3.8934805020000027,26.0,True,100,0.3,300
98,98,3.9335241320000023,26.0,True,100,0.3,300
99,99,3.9729491040000013,26.0,True,100,0.3,300
