,Iteration,Fitness,Time,State,schedule_type,schedule_init_temp,schedule_exp_const,schedule_min_temp,schedule_current_value,Temperature,max_iters
0,0,7247.8771106265995,0.00014918299999999718,"[2, 28, 13, 10, 26, 24, 27, 11, 17, 22, 5, 16, 8, 14, 23, 20, 1, 29, 6, 4, 18, 19, 9, 7, 25, 3, 0, 21, 15, 12]",exponential,10,0.005,0.001,9.999992540852782,10,2000
1,10,6721.327927568215,0.0074646069999999565,"[2, 28, 13, 10, 8, 1, 5, 11, 17, 21, 27, 22, 26, 14, 23, 0, 24, 29, 6, 4, 18, 19, 9, 7, 25, 3, 20, 16, 15, 12]",exponential,10,0.005,0.001,9.999626776614958,10,2000
2,25,5345.4296238353845,0.013195846000000011,"[2, 28, 5, 10, 23, 21, 13, 7, 17, 25, 27, 22, 26, 14, 8, 0, 24, 29, 6, 4, 12, 19, 9, 11, 1, 3, 20, 18, 15, 16]",exponential,10,0.005,0.001,9.999340229465815,10,2000
3,50,5031.211222996234,0.01982831400000007,"[2, 10, 5, 28, 27, 21, 8, 7, 17, 25, 23, 22, 26, 14, 13, 0, 24, 29, 6, 4, 12, 19, 9, 11, 1, 3, 20, 18, 15, 16]",exponential,10,0.005,0.001,9.99900863344363,10,2000
4,75,4825.625792804731,0.026887835000000027,"[2, 10, 15, 28, 27, 21, 1, 7, 17, 18, 23, 22, 29, 14, 13, 0, 24, 16, 6, 4, 12, 19, 9, 11, 3, 8, 20, 25, 5, 26]",exponential,10,0.005,0.001,9.99865569861541,10,2000
5,100,4786.359919314091,0.033890014999999996,"[2, 10, 15, 28, 27, 21, 1, 7, 17, 6, 23, 22, 29, 14, 13, 0, 24, 16, 8, 4, 12, 19, 9, 11, 3, 18, 20, 25, 5, 26]",exponential,10,0.005,0.001,9.99830564280853,10,2000
6,125,4556.83443192473,0.04263064999999988,"[0, 10, 15, 28, 27, 21, 1, 7, 17, 6, 23, 22, 29, 14, 13, 16, 24, 2, 12, 25, 8, 19, 9, 11, 3, 18, 20, 4, 5, 26]",exponential,10,0.005,0.001,9.9978686946554,10,2000
7,150,4537.461720748852,0.05068838099999995,"[0, 10, 15, 28, 27, 21, 1, 7, 17, 6, 12, 29, 22, 14, 13, 16, 24, 2, 23, 25, 8, 19, 9, 11, 3, 18, 20, 4, 5, 26]",exponential,10,0.005,0.001,9.997465902086866,10,2000
8,175,4404.525730812728,0.05915782599999997,"[0, 6, 15, 28, 27, 21, 1, 7, 17, 10, 25, 29, 22, 14, 13, 16, 24, 2, 23, 5, 8, 19, 9, 11, 3, 18, 20, 4, 12, 26]",exponential,10,0.005,0.001,9.997042546112919,10,2000
9,200,4276.757435251485,0.06734697700000003,"[0, 19, 15, 28, 27, 21, 1, 7, 17, 10, 25, 29, 22, 14, 13, 16, 24, 2, 23, 5, 8, 6, 9, 11, 3, 18, 20, 4, 12, 26]",exponential,10,0.005,0.001,9.996633218038282,10,2000
10,300,3956.1372410216736,0.08500576900000001,"[0, 1, 8, 26, 27, 21, 19, 7, 17, 10, 25, 29, 22, 14, 13, 16, 24, 2, 23, 5, 4, 6, 9, 11, 3, 18, 20, 15, 12, 28]",exponential,10,0.005,0.001,9.99575061466964,10,2000
11,400,3704.690209973278,0.10417055900000005,"[4, 1, 8, 21, 27, 13, 19, 7, 17, 10, 25, 29, 22, 14, 26, 16, 24, 2, 23, 5, 0, 6, 9, 11, 3, 18, 20, 15, 28, 12]",exponential,10,0.005,0.001,9.9947928282527,10,2000
12,500,3628.24467430053,0.12308208300000001,"[4, 1, 8, 21, 27, 13, 19, 7, 17, 10, 25, 26, 22, 14, 29, 16, 24, 2, 23, 5, 0, 6, 9, 11, 3, 18, 20, 15, 28, 12]",exponential,10,0.005,0.001,9.993847789111497,10,2000
13,600,3579.1749677510784,0.1457623709999999,"[4, 1, 8, 21, 27, 13, 19, 7, 17, 10, 25, 26, 14, 22, 29, 16, 24, 2, 23, 5, 0, 6, 9, 11, 3, 18, 20, 15, 28, 12]",exponential,10,0.005,0.001,9.992714536638516,10,2000
14,700,3579.1749677510784,0.155273683,"[4, 1, 8, 21, 27, 13, 19, 7, 17, 10, 25, 26, 14, 22, 29, 16, 24, 2, 23, 5, 0, 6, 9, 11, 3, 18, 20, 15, 28, 12]",exponential,10,0.005,0.001,9.992239328809806,10,2000
15,800,3579.1749677510784,0.155273683,"[4, 1, 8, 21, 27, 13, 19, 7, 17, 10, 25, 26, 14, 22, 29, 16, 24, 2, 23, 5, 0, 6, 9, 11, 3, 18, 20, 15, 28, 12]",exponential,10,0.005,0.001,9.992239328809806,10,2000
16,900,3579.1749677510784,0.155273683,"[4, 1, 8, 21, 27, 13, 19, 7, 17, 10, 25, 26, 14, 22, 29, 16, 24, 2, 23, 5, 0, 6, 9, 11, 3, 18, 20, 15, 28, 12]",exponential,10,0.005,0.001,9.992239328809806,10,2000
17,1000,3579.1749677510784,0.155273683,"[4, 1, 8, 21, 27, 13, 19, 7, 17, 10, 25, 26, 14, 22, 29, 16, 24, 2, 23, 5, 0, 6, 9, 11, 3, 18, 20, 15, 28, 12]",exponential,10,0.005,0.001,9.992239328809806,10,2000
18,1500,3579.1749677510784,0.155273683,"[4, 1, 8, 21, 27, 13, 19, 7, 17, 10, 25, 26, 14, 22, 29, 16, 24, 2, 23, 5, 0, 6, 9, 11, 3, 18, 20, 15, 28, 12]",exponential,10,0.005,0.001,9.992239328809806,10,2000
19,2000,3579.1749677510784,0.155273683,"[4, 1, 8, 21, 27, 13, 19, 7, 17, 10, 25, 26, 14, 22, 29, 16, 24, 2, 23, 5, 0, 6, 9, 11, 3, 18, 20, 15, 28, 12]",exponential,10,0.005,0.001,9.992239328809806,10,2000
20,0,7247.8771106265995,0.00011984999999992141,"[2, 28, 13, 10, 26, 24, 27, 11, 17, 22, 5, 16, 8, 14, 23, 20, 1, 29, 6, 4, 18, 19, 9, 7, 25, 3, 0, 21, 15, 12]",exponential,50,0.005,0.001,49.99997003750898,50,2000
21,10,6721.327927568215,0.010347263999999967,"[2, 28, 13, 10, 8, 1, 5, 11, 17, 21, 27, 22, 26, 14, 23, 0, 24, 29, 6, 4, 18, 19, 9, 7, 25, 3, 20, 16, 15, 12]",exponential,50,0.005,0.001,49.99741325091502,50,2000
22,25,5345.4296238353845,0.020843737999999945,"[2, 28, 5, 10, 23, 21, 13, 7, 17, 25, 27, 22, 26, 14, 8, 0, 24, 29, 6, 4, 12, 19, 9, 11, 1, 3, 20, 18, 15, 16]",exponential,50,0.005,0.001,49.99478933702895,50,2000
23,50,5056.572026479801,0.031102290999999838,"[15, 25, 5, 28, 27, 21, 8, 7, 12, 10, 23, 2, 22, 14, 13, 0, 29, 24, 6, 4, 26, 19, 9, 11, 1, 3, 20, 18, 17, 16]",exponential,50,0.005,0.001,49.99222503181397,50,2000
24,75,4871.223314454395,0.041901686999999965,"[5, 25, 15, 28, 13, 21, 8, 7, 12, 10, 23, 2, 24, 14, 27, 0, 29, 16, 6, 26, 4, 19, 9, 11, 3, 1, 20, 18, 17, 22]",exponential,50,0.005,0.001,49.989525675517974,50,2000
25,100,4794.266069192915,0.052868892,"[26, 25, 15, 5, 13, 21, 8, 28, 12, 10, 23, 2, 24, 14, 27, 0, 29, 16, 6, 7, 4, 19, 9, 11, 3, 1, 20, 18, 17, 22]",exponential,50,0.005,0.001,49.98678452379592,50,2000
26,125,4641.4414590261285,0.064238142,"[28, 25, 15, 5, 8, 21, 24, 22, 10, 12, 23, 2, 13, 14, 27, 26, 29, 16, 20, 7, 4, 19, 9, 11, 3, 1, 6, 18, 17, 0]",exponential,50,0.005,0.001,49.9839430433107,50,2000
27,150,4406.066485217887,0.07524161799999995,"[12, 25, 15, 19, 8, 21, 24, 16, 10, 28, 23, 2, 13, 14, 27, 26, 29, 22, 0, 7, 4, 5, 6, 11, 3, 1, 9, 18, 17, 20]",exponential,50,0.005,0.001,49.9811931333695,50,2000
28,175,4276.5581018531575,0.08725302099999999,"[12, 28, 15, 19, 8, 21, 24, 16, 23, 25, 10, 2, 13, 14, 27, 26, 29, 22, 0, 17, 4, 5, 6, 11, 3, 1, 9, 18, 7, 20]",exponential,50,0.005,0.001,49.97819150223918,50,2000
29,200,4042.1539833224792,0.09934240399999994,"[17, 28, 15, 19, 8, 21, 24, 16, 23, 25, 10, 2, 13, 14, 27, 26, 29, 22, 0, 12, 4, 5, 6, 11, 3, 1, 9, 18, 7, 20]",exponential,50,0.005,0.001,49.97517056604965,50,2000
