,Iteration,Time,Fitness,Population Size,Mutation Rate,max_iters
0,0,0.002270015999999986,2385.008139095197,50,0.2,2000
1,1,0.012007732000000049,1624.2769317857078,50,0.2,2000
2,2,0.017185840000000008,1624.2769317857078,50,0.2,2000
3,3,0.022566106000000197,1562.7019510588507,50,0.2,2000
4,4,0.02752828900000015,1562.7019510588507,50,0.2,2000
5,5,0.032775365,1493.072751888955,50,0.2,2000
6,6,0.03841805500000017,1456.256376829508,50,0.2,2000
7,7,0.044245846000000144,1438.6858547804163,50,0.2,2000
8,8,0.049965473000000094,1424.2765657226948,50,0.2,2000
9,9,0.055866207,1424.2765657226948,50,0.2,2000
10,10,0.06713786399999999,1424.2765657226948,50,0.2,2000
11,11,0.09178514900000012,1394.4356021502567,50,0.2,2000
12,12,0.10516679000000018,1386.5637396193292,50,0.2,2000
13,13,0.11687840999999999,1386.5637396193292,50,0.2,2000
14,14,0.1292329280000002,1386.5637396193292,50,0.2,2000
15,15,0.14654237300000017,1386.5637396193292,50,0.2,2000
16,16,0.15679949199999998,1386.5637396193292,50,0.2,2000
17,17,0.16459168600000007,1386.5637396193292,50,0.2,2000
18,18,0.1764156480000001,1386.5637396193292,50,0.2,2000
19,19,0.18504278200000002,1386.5637396193292,50,0.2,2000
20,20,0.19714318600000014,1386.5637396193292,50,0.2,2000
21,21,0.20240041100000017,1386.5637396193292,50,0.2,2000
22,22,0.20773222800000002,1386.5637396193292,50,0.2,2000
23,23,0.2137884280000002,1386.5637396193292,50,0.2,2000
24,24,0.2203531970000001,1386.5637396193292,50,0.2,2000
25,25,0.225822395,1386.5637396193292,50,0.2,2000
26,26,0.23629205900000017,1386.5637396193292,50,0.2,2000
27,27,0.2417288740000001,1386.5637396193292,50,0.2,2000
28,28,0.24710749900000017,1386.5637396193292,50,0.2,2000
29,29,0.2527255960000001,1386.5637396193292,50,0.2,2000
30,30,0.25821885600000005,1386.5637396193292,50,0.2,2000
31,31,0.264063846,1386.5637396193292,50,0.2,2000
32,32,0.2692768400000001,1386.5637396193292,50,0.2,2000
33,33,0.27516096700000015,1386.5637396193292,50,0.2,2000
34,34,0.2809968890000001,1386.5637396193292,50,0.2,2000
35,35,0.286368556,1386.5637396193292,50,0.2,2000
36,36,0.2923024780000001,1386.5637396193292,50,0.2,2000
37,37,0.297207078,1386.5637396193292,50,0.2,2000
38,38,0.3022454510000001,1386.5637396193292,50,0.2,2000
39,39,0.307045488,1386.5637396193292,50,0.2,2000
40,40,0.31184580900000003,1386.5637396193292,50,0.2,2000
41,41,0.31680299700000014,1386.5637396193292,50,0.2,2000
42,42,0.32161419700000016,1386.5637396193292,50,0.2,2000
43,43,0.3267524290000001,1386.5637396193292,50,0.2,2000
44,44,0.33291520200000013,1386.5637396193292,50,0.2,2000
45,45,0.3378653360000001,1386.5637396193292,50,0.2,2000
46,46,0.3437364220000001,1386.5637396193292,50,0.2,2000
47,47,0.3487897420000001,1386.5637396193292,50,0.2,2000
48,48,0.35408551600000004,1386.5637396193292,50,0.2,2000
49,49,0.35903804800000017,1386.5637396193292,50,0.2,2000
50,50,0.363890708,1386.5637396193292,50,0.2,2000
51,51,0.373010101,1386.5637396193292,50,0.2,2000
