,Iteration,Fitness,Time,State,Restarts,max_iters,current_restart
0,0,2385.008139095197,0.00014996099999997625,"[2, 8, 4, 9, 1, 6, 7, 3, 0, 5]",0,2000,0
1,10,2209.290430466979,0.007589762000000055,"[5, 0, 4, 6, 1, 9, 7, 3, 8, 2]",0,2000,0
2,25,1901.3422735767276,0.012776365999999983,"[1, 0, 4, 6, 7, 5, 2, 8, 3, 9]",0,2000,0
3,50,1643.5559915717283,0.01851539000000002,"[2, 0, 3, 4, 6, 5, 7, 9, 1, 8]",0,2000,0
4,75,1528.0920271567545,0.024548499999999973,"[1, 9, 3, 4, 6, 0, 5, 7, 2, 8]",0,2000,0
5,100,1500.3506328662709,0.03035317000000004,"[1, 9, 3, 4, 6, 0, 7, 5, 2, 8]",0,2000,0
6,125,1432.9161497348764,0.03659942999999999,"[1, 9, 4, 3, 6, 0, 7, 5, 2, 8]",0,2000,0
7,150,1430.73253475393,0.04319674100000004,"[1, 9, 4, 6, 3, 0, 7, 5, 2, 8]",0,2000,0
8,175,1425.4567064626426,0.05003465900000004,"[1, 0, 4, 6, 3, 9, 7, 5, 2, 8]",0,2000,0
9,200,1339.9666425402618,0.0572684,"[1, 0, 9, 6, 3, 4, 7, 5, 2, 8]",0,2000,0
10,300,1338.6049395053963,0.07122105600000006,"[1, 0, 9, 3, 6, 4, 7, 5, 2, 8]",0,2000,0
11,400,1338.6049395053963,0.07852449299999997,"[1, 0, 9, 3, 6, 4, 7, 5, 2, 8]",0,2000,0
12,500,1338.6049395053963,0.07852449299999997,"[1, 0, 9, 3, 6, 4, 7, 5, 2, 8]",0,2000,0
13,600,1338.6049395053963,0.07852449299999997,"[1, 0, 9, 3, 6, 4, 7, 5, 2, 8]",0,2000,0
14,700,1338.6049395053963,0.07852449299999997,"[1, 0, 9, 3, 6, 4, 7, 5, 2, 8]",0,2000,0
15,800,1338.6049395053963,0.07852449299999997,"[1, 0, 9, 3, 6, 4, 7, 5, 2, 8]",0,2000,0
16,900,1338.6049395053963,0.07852449299999997,"[1, 0, 9, 3, 6, 4, 7, 5, 2, 8]",0,2000,0
17,1000,1338.6049395053963,0.07852449299999997,"[1, 0, 9, 3, 6, 4, 7, 5, 2, 8]",0,2000,0
18,1500,1338.6049395053963,0.07852449299999997,"[1, 0, 9, 3, 6, 4, 7, 5, 2, 8]",0,2000,0
19,2000,1338.6049395053963,0.07852449299999997,"[1, 0, 9, 3, 6, 4, 7, 5, 2, 8]",0,2000,0
