,Iteration,Fitness,Time,State,Population Size,Mutation Rate,max_iters
0,0,12.0,0.00855593199999971,"[5, 0, 3, 11, 3, 7, 9, 3, 5, 2, 4, 7, 6, 8, 8, 10, 1, 6, 7, 7, 8, 1, 5, 9, 8]",100,0.05,300
1,10,2.0,0.15203762799999998,"[3, 3, 5, 1, 7, 2, 1, 11, 8, 5, 11, 10, 0, 11, 7, 8, 10, 7, 8, 5, 6, 3, 1, 4, 8]",100,0.05,300
2,25,0.0,0.24750380299999986,"[5, 3, 4, 8, 7, 2, 1, 2, 9, 3, 2, 10, 0, 1, 11, 8, 4, 7, 8, 3, 5, 0, 0, 6, 9]",100,0.05,300
3,50,0.0,0.24750380299999986,"[5, 3, 4, 8, 7, 2, 1, 2, 9, 3, 2, 10, 0, 1, 11, 8, 4, 7, 8, 3, 5, 0, 0, 6, 9]",100,0.05,300
4,75,0.0,0.24750380299999986,"[5, 3, 4, 8, 7, 2, 1, 2, 9, 3, 2, 10, 0, 1, 11, 8, 4, 7, 8, 3, 5, 0, 0, 6, 9]",100,0.05,300
5,100,0.0,0.24750380299999986,"[5, 3, 4, 8, 7, 2, 1, 2, 9, 3, 2, 10, 0, 1, 11, 8, 4, 7, 8, 3, 5, 0, 0, 6, 9]",100,0.05,300
6,125,0.0,0.24750380299999986,"[5, 3, 4, 8, 7, 2, 1, 2, 9, 3, 2, 10, 0, 1, 11, 8, 4, 7, 8, 3, 5, 0, 0, 6, 9]",100,0.05,300
7,150,0.0,0.24750380299999986,"[5, 3, 4, 8, 7, 2, 1, 2, 9, 3, 2, 10, 0, 1, 11, 8, 4, 7, 8, 3, 5, 0, 0, 6, 9]",100,0.05,300
8,175,0.0,0.24750380299999986,"[5, 3, 4, 8, 7, 2, 1, 2, 9, 3, 2, 10, 0, 1, 11, 8, 4, 7, 8, 3, 5, 0, 0, 6, 9]",100,0.05,300
9,200,0.0,0.24750380299999986,"[5, 3, 4, 8, 7, 2, 1, 2, 9, 3, 2, 10, 0, 1, 11, 8, 4, 7, 8, 3, 5, 0, 0, 6, 9]",100,0.05,300
10,300,0.0,0.24750380299999986,"[5, 3, 4, 8, 7, 2, 1, 2, 9, 3, 2, 10, 0, 1, 11, 8, 4, 7, 8, 3, 5, 0, 0, 6, 9]",100,0.05,300
