,Iteration,Time,Fitness,Restarts,max_iters,current_restart
0,0,8.370000000024191e-05,7.0,0,300,0
1,1,0.0033000660000004345,7.0,0,300,0
2,2,0.0033606109999997358,7.0,0,300,0
3,3,0.0034174350000002462,7.0,0,300,0
4,4,0.0034734629999997324,7.0,0,300,0
5,5,0.003527692000000471,7.0,0,300,0
6,6,0.00358170400000013,7.0,0,300,0
7,7,0.0036754390000002246,7.0,0,300,0
8,8,0.0037282000000002924,7.0,0,300,0
9,9,0.0037819660000000255,7.0,0,300,0
10,10,0.003835421999999866,7.0,0,300,0
11,11,0.007166570999999955,8.0,0,300,0
12,12,0.007225274999999698,8.0,0,300,0
13,13,0.007283134999999774,8.0,0,300,0
14,14,0.007338267999999815,8.0,0,300,0
15,15,0.007392048999999901,8.0,0,300,0
16,16,0.007484994000000356,10.0,0,300,0
17,17,0.007539051000000185,10.0,0,300,0
18,18,0.007592236999999891,10.0,0,300,0
19,19,0.007645284999999724,10.0,0,300,0
20,20,0.0076990359999999924,10.0,0,300,0
21,21,0.007752539000000169,10.0,0,300,0
22,22,0.00784490800000004,13.0,0,300,0
23,23,0.007911687,13.0,0,300,0
24,24,0.008027367000000396,13.0,0,300,0
25,25,0.008087717000000438,13.0,0,300,0
26,26,0.011320283999999958,13.0,0,300,0
27,27,0.011379608000000374,13.0,0,300,0
28,28,0.011435477000000027,13.0,0,300,0
29,29,0.011489912000000047,13.0,0,300,0
30,30,0.011544597000000323,13.0,0,300,0
31,31,0.011600873999999983,13.0,0,300,0
32,32,0.011657459000000259,13.0,0,300,0
33,33,0.01171095000000033,13.0,0,300,0
34,34,0.011764549000000457,13.0,0,300,0
35,35,0.011820155999999749,13.0,0,300,0
36,36,0.01191483200000043,14.0,0,300,0
37,37,0.011972153000000318,14.0,0,300,0
38,38,0.01202693900000007,14.0,0,300,0
39,39,0.012083288000000358,14.0,0,300,0
40,40,0.012140224000000366,14.0,0,300,0
41,41,0.012194314000000261,14.0,0,300,0
42,42,0.01225036700000004,14.0,0,300,0
43,43,0.012306888000000349,14.0,0,300,0
44,44,0.012363847000000483,14.0,0,300,0
45,45,0.012418449000000109,14.0,0,300,0
46,46,0.012475030000000054,14.0,0,300,0
47,47,0.012532119000000286,14.0,0,300,0
48,48,0.012588140000000081,14.0,0,300,0
49,49,0.01264534099999981,14.0,0,300,0
50,50,0.012703026000000506,14.0,0,300,0
51,51,0.016400188000000426,14.0,0,300,0
52,52,0.0164637919999997,14.0,0,300,0
53,53,0.016521559000000074,14.0,0,300,0
54,54,0.016580089999999714,14.0,0,300,0
55,55,0.01663805000000007,14.0,0,300,0
56,56,0.01669428900000014,14.0,0,300,0
57,57,0.016754310000000494,14.0,0,300,0
58,58,0.016810280999999705,14.0,0,300,0
59,59,0.016908758000000468,15.0,0,300,0
60,60,0.01696756399999977,15.0,0,300,0
61,61,0.01702572900000021,15.0,0,300,0
62,62,0.01708083699999996,15.0,0,300,0
63,63,0.017135805999999754,15.0,0,300,0
64,64,0.017191224000000283,15.0,0,300,0
65,65,0.01724653100000051,15.0,0,300,0
66,66,0.01730341599999985,15.0,0,300,0
67,67,0.01736042900000001,15.0,0,300,0
68,68,0.01741742699999982,15.0,0,300,0
69,69,0.017474760999999894,15.0,0,300,0
70,70,0.017532076000000174,15.0,0,300,0
71,71,0.01758698400000025,15.0,0,300,0
72,72,0.017642222000000096,15.0,0,300,0
73,73,0.01770110899999988,15.0,0,300,0
74,74,0.017759421000000053,15.0,0,300,0
75,75,0.017818267,15.0,0,300,0
76,76,0.02161122399999993,15.0,0,300,0
77,77,0.021673411000000087,15.0,0,300,0
78,78,0.021734044000000452,15.0,0,300,0
79,79,0.021791332000000274,15.0,0,300,0
80,80,0.021847963999999997,15.0,0,300,0
81,81,0.021906956000000477,15.0,0,300,0
82,82,0.021963632000000288,15.0,0,300,0
83,83,0.02201998199999977,15.0,0,300,0
84,84,0.022079439999999728,15.0,0,300,0
85,85,0.022138275999999735,15.0,0,300,0
86,86,0.022197159000000077,15.0,0,300,0
87,87,0.02225316899999985,15.0,0,300,0
88,88,0.022309566999999753,15.0,0,300,0
89,89,0.02236789500000036,15.0,0,300,0
90,90,0.02242683500000009,15.0,0,300,0
91,91,0.022486160999999782,15.0,0,300,0
92,92,0.022547573999999848,15.0,0,300,0
93,93,0.02260643600000023,15.0,0,300,0
94,94,0.022662967999999672,15.0,0,300,0
95,95,0.02271973599999999,15.0,0,300,0
96,96,0.02277904700000022,15.0,0,300,0
97,97,0.022835267999999687,15.0,0,300,0
98,98,0.022891902999999658,15.0,0,300,0
99,99,0.022949570999999835,15.0,0,300,0
100,100,0.023010360999999868,15.0,0,300,0
101,101,0.026847635000000203,15.0,0,300,0
102,102,0.0269139789999997,15.0,0,300,0
103,103,0.02697667600000031,15.0,0,300,0
104,104,0.027038414999999816,15.0,0,300,0
105,105,0.02709678300000018,15.0,0,300,0
106,106,0.027154892999999625,15.0,0,300,0
107,107,0.027213774999999885,15.0,0,300,0
108,108,0.027271486000000067,15.0,0,300,0
109,109,0.027331429000000185,15.0,0,300,0
110,110,0.02738860100000018,15.0,0,300,0
111,111,0.027448278000000492,15.0,0,300,0
112,112,0.027507555999999767,15.0,0,300,0
113,113,0.027564976999999935,15.0,0,300,0
114,114,0.027624284999999915,15.0,0,300,0
115,115,0.02768447800000029,15.0,0,300,0
116,116,0.02774445599999975,15.0,0,300,0
117,117,0.027806948000000276,15.0,0,300,0
118,118,0.027866987000000343,15.0,0,300,0
119,119,0.027927240000000353,15.0,0,300,0
120,120,0.028015440999999974,15.0,0,300,0
121,121,0.028090714000000183,15.0,0,300,0
122,122,0.02815205899999995,15.0,0,300,0
123,123,0.02828472200000043,15.0,0,300,0
124,124,0.028345151999999985,15.0,0,300,0
125,125,0.028403566999999796,15.0,0,300,0
126,126,0.03250575000000033,15.0,0,300,0
