,Iteration,Fitness,Time,State,Restarts,max_iters,current_restart
0,0,32.0,0.001026451000001316,"[44, 47, 0, 3, 3, 39, 9, 19, 21, 36, 23, 6, 24, 24, 12, 1, 38, 39, 23, 46, 24, 17, 37, 25, 13, 8, 9, 20, 16, 5, 15, 47, 0, 18, 35, 24, 49, 29, 19, 19, 14, 39, 32, 1, 9, 32, 31, 10, 23, 35, 11, 28, 34, 0, 0, 36, 5, 38, 40, 17, 15, 4, 41, 42, 31, 1, 1, 39, 41, 35, 38, 11, 46, 18, 27, 0, 14, 35, 12, 42, 20, 11, 4, 6, 4, 47, 3, 12, 36, 40, 14, 15, 20, 35, 23, 15, 13, 21, 48, 49]",5,1900,0
1,100,15.0,0.12804360399999837,"[44, 47, 0, 3, 3, 39, 9, 19, 21, 36, 23, 6, 24, 24, 12, 1, 38, 39, 23, 46, 30, 17, 37, 25, 13, 8, 9, 20, 16, 5, 15, 47, 0, 18, 35, 0, 10, 29, 19, 19, 14, 39, 32, 1, 9, 32, 43, 10, 23, 35, 11, 28, 34, 0, 16, 36, 5, 38, 40, 17, 15, 4, 41, 42, 31, 1, 1, 39, 41, 16, 21, 11, 46, 18, 27, 0, 14, 49, 12, 42, 20, 11, 4, 6, 4, 47, 3, 12, 33, 40, 14, 15, 20, 3, 0, 45, 13, 45, 48, 49]",5,1900,0
2,200,10.0,0.24627802799999188,"[44, 47, 0, 3, 37, 39, 9, 19, 21, 27, 23, 6, 24, 24, 23, 1, 38, 39, 23, 46, 30, 17, 37, 25, 13, 8, 9, 20, 16, 5, 15, 47, 0, 18, 35, 0, 10, 29, 19, 19, 14, 39, 32, 1, 9, 32, 43, 10, 23, 35, 11, 28, 34, 0, 16, 36, 5, 38, 40, 17, 15, 4, 41, 42, 31, 1, 1, 39, 41, 16, 7, 11, 46, 18, 27, 23, 14, 49, 12, 42, 20, 11, 4, 6, 4, 47, 3, 12, 33, 40, 14, 15, 20, 3, 0, 45, 13, 45, 48, 49]",5,1900,0
3,300,5.0,0.3682508379999945,"[44, 47, 0, 3, 37, 39, 9, 19, 21, 27, 23, 6, 24, 24, 23, 1, 38, 39, 23, 46, 30, 17, 37, 25, 13, 8, 9, 20, 16, 5, 15, 29, 0, 18, 35, 0, 10, 44, 19, 19, 14, 2, 32, 1, 9, 32, 43, 10, 23, 35, 11, 28, 34, 0, 16, 36, 5, 38, 40, 17, 15, 4, 41, 42, 31, 1, 1, 21, 41, 16, 7, 11, 46, 18, 27, 23, 14, 49, 12, 34, 20, 11, 4, 6, 4, 47, 3, 12, 33, 40, 14, 15, 20, 3, 0, 45, 13, 45, 48, 49]",5,1900,0
4,400,1.0,0.4907129810000015,"[44, 47, 0, 3, 37, 39, 9, 19, 21, 27, 23, 6, 24, 24, 23, 1, 38, 9, 23, 46, 30, 17, 37, 25, 13, 8, 9, 20, 16, 5, 15, 29, 0, 18, 35, 0, 10, 44, 19, 19, 14, 2, 32, 1, 9, 32, 43, 10, 23, 35, 11, 28, 34, 0, 16, 36, 5, 38, 40, 17, 15, 4, 41, 42, 31, 1, 1, 21, 41, 16, 7, 11, 46, 18, 27, 23, 30, 49, 12, 34, 20, 11, 4, 6, 4, 2, 3, 12, 33, 36, 14, 15, 20, 3, 0, 45, 13, 45, 48, 49]",5,1900,0
5,500,0.0,0.5046959270000002,"[44, 47, 0, 3, 37, 39, 9, 23, 21, 27, 23, 6, 24, 24, 23, 1, 38, 9, 23, 46, 30, 17, 37, 25, 13, 8, 9, 20, 16, 5, 15, 29, 0, 18, 35, 0, 10, 44, 19, 19, 14, 2, 32, 1, 9, 32, 43, 10, 23, 35, 11, 28, 34, 0, 16, 36, 5, 38, 40, 17, 15, 4, 41, 42, 31, 1, 1, 21, 41, 16, 7, 11, 46, 18, 27, 23, 30, 49, 12, 34, 20, 11, 4, 6, 4, 2, 3, 12, 33, 36, 14, 15, 20, 3, 0, 45, 13, 45, 48, 49]",5,1900,0
6,600,0.0,0.5046959270000002,"[44, 47, 0, 3, 37, 39, 9, 23, 21, 27, 23, 6, 24, 24, 23, 1, 38, 9, 23, 46, 30, 17, 37, 25, 13, 8, 9, 20, 16, 5, 15, 29, 0, 18, 35, 0, 10, 44, 19, 19, 14, 2, 32, 1, 9, 32, 43, 10, 23, 35, 11, 28, 34, 0, 16, 36, 5, 38, 40, 17, 15, 4, 41, 42, 31, 1, 1, 21, 41, 16, 7, 11, 46, 18, 27, 23, 30, 49, 12, 34, 20, 11, 4, 6, 4, 2, 3, 12, 33, 36, 14, 15, 20, 3, 0, 45, 13, 45, 48, 49]",5,1900,0
7,700,0.0,0.5046959270000002,"[44, 47, 0, 3, 37, 39, 9, 23, 21, 27, 23, 6, 24, 24, 23, 1, 38, 9, 23, 46, 30, 17, 37, 25, 13, 8, 9, 20, 16, 5, 15, 29, 0, 18, 35, 0, 10, 44, 19, 19, 14, 2, 32, 1, 9, 32, 43, 10, 23, 35, 11, 28, 34, 0, 16, 36, 5, 38, 40, 17, 15, 4, 41, 42, 31, 1, 1, 21, 41, 16, 7, 11, 46, 18, 27, 23, 30, 49, 12, 34, 20, 11, 4, 6, 4, 2, 3, 12, 33, 36, 14, 15, 20, 3, 0, 45, 13, 45, 48, 49]",5,1900,0
8,800,0.0,0.5046959270000002,"[44, 47, 0, 3, 37, 39, 9, 23, 21, 27, 23, 6, 24, 24, 23, 1, 38, 9, 23, 46, 30, 17, 37, 25, 13, 8, 9, 20, 16, 5, 15, 29, 0, 18, 35, 0, 10, 44, 19, 19, 14, 2, 32, 1, 9, 32, 43, 10, 23, 35, 11, 28, 34, 0, 16, 36, 5, 38, 40, 17, 15, 4, 41, 42, 31, 1, 1, 21, 41, 16, 7, 11, 46, 18, 27, 23, 30, 49, 12, 34, 20, 11, 4, 6, 4, 2, 3, 12, 33, 36, 14, 15, 20, 3, 0, 45, 13, 45, 48, 49]",5,1900,0
9,900,0.0,0.5046959270000002,"[44, 47, 0, 3, 37, 39, 9, 23, 21, 27, 23, 6, 24, 24, 23, 1, 38, 9, 23, 46, 30, 17, 37, 25, 13, 8, 9, 20, 16, 5, 15, 29, 0, 18, 35, 0, 10, 44, 19, 19, 14, 2, 32, 1, 9, 32, 43, 10, 23, 35, 11, 28, 34, 0, 16, 36, 5, 38, 40, 17, 15, 4, 41, 42, 31, 1, 1, 21, 41, 16, 7, 11, 46, 18, 27, 23, 30, 49, 12, 34, 20, 11, 4, 6, 4, 2, 3, 12, 33, 36, 14, 15, 20, 3, 0, 45, 13, 45, 48, 49]",5,1900,0
