,Iteration,Time,Fitness,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,0.013105847000000281,7247.8771106265995,True,200,0.1,50
1,1,0.3623500909999997,5805.209818498448,True,200,0.1,50
2,2,0.7074367620000004,5516.706768484314,True,200,0.1,50
3,3,1.0365934130000003,5444.529567954159,True,200,0.1,50
4,4,1.3738721110000007,5444.529567954159,True,200,0.1,50
5,5,1.7054213889999996,5444.529567954159,True,200,0.1,50
6,6,2.089576072,5444.529567954159,True,200,0.1,50
7,7,2.558589856000001,5444.529567954159,True,200,0.1,50
8,8,3.0201716570000006,5444.529567954159,True,200,0.1,50
9,9,3.487659914,5444.529567954159,True,200,0.1,50
10,10,3.958001567,5444.529567954159,True,200,0.1,50
11,11,4.429381542,5444.529567954159,True,200,0.1,50
12,12,4.8966326,5444.529567954159,True,200,0.1,50
13,13,5.368884490000001,5444.529567954159,True,200,0.1,50
14,14,5.838735604000002,5444.529567954159,True,200,0.1,50
15,15,6.303017615,5444.529567954159,True,200,0.1,50
16,16,6.768607928,5444.529567954159,True,200,0.1,50
17,17,7.232775956999999,5444.529567954159,True,200,0.1,50
18,18,7.703586403000001,5444.529567954159,True,200,0.1,50
19,19,8.170010679999999,5444.529567954159,True,200,0.1,50
20,20,8.63930167,5444.529567954159,True,200,0.1,50
21,21,9.108484087999999,5444.529567954159,True,200,0.1,50
22,22,9.592026676000001,5444.529567954159,True,200,0.1,50
23,23,10.060686234,5444.529567954159,True,200,0.1,50
24,24,10.52343285,5444.529567954159,True,200,0.1,50
25,25,10.994775404,5444.529567954159,True,200,0.1,50
26,26,11.468891971,5444.529567954159,True,200,0.1,50
27,27,11.938171068,5444.529567954159,True,200,0.1,50
28,28,12.405472909000002,5444.529567954159,True,200,0.1,50
29,29,12.878805654999999,5444.529567954159,True,200,0.1,50
30,30,13.351022939000002,5444.529567954159,True,200,0.1,50
31,31,13.831134884999999,5444.529567954159,True,200,0.1,50
32,32,14.301090683,5444.529567954159,True,200,0.1,50
33,33,14.774624905000001,5444.529567954159,True,200,0.1,50
34,34,15.250884521000001,5444.529567954159,True,200,0.1,50
35,35,15.723489707,5444.529567954159,True,200,0.1,50
36,36,16.197769282000003,5444.529567954159,True,200,0.1,50
37,37,16.668191846,5444.529567954159,True,200,0.1,50
38,38,17.141945992000004,5444.529567954159,True,200,0.1,50
39,39,17.616754496,5444.529567954159,True,200,0.1,50
40,40,18.092476664000003,5444.529567954159,True,200,0.1,50
41,41,18.566334319,5444.529567954159,True,200,0.1,50
42,42,19.037627315,5444.529567954159,True,200,0.1,50
43,43,19.510834087,5444.529567954159,True,200,0.1,50
44,44,19.985850007000003,5444.529567954159,True,200,0.1,50
45,45,20.455835797,5444.529567954159,True,200,0.1,50
46,46,20.928737618,5444.529567954159,True,200,0.1,50
47,47,21.40270417,5444.529567954159,True,200,0.1,50
48,48,21.875977235,5444.529567954159,True,200,0.1,50
49,49,22.34389058,5444.529567954159,True,200,0.1,50
50,50,22.817457043000005,5444.529567954159,True,200,0.1,50
