,Iteration,Fitness,Time,State,Population Size,Mutation Rate,max_iters
0,0,13130.134083610645,0.005161183000005565,"[28, 11, 10, 41, 2, 27, 38, 31, 22, 4, 33, 35, 26, 34, 18, 7, 14, 45, 48, 29, 15, 30, 32, 16, 42, 20, 43, 8, 13, 25, 5, 17, 40, 49, 1, 12, 37, 24, 6, 23, 36, 21, 19, 9, 39, 46, 3, 0, 47, 44]",50,0.2,2000
1,10,9593.368794714357,0.13730519700000343,"[6, 45, 16, 37, 47, 9, 22, 1, 40, 36, 11, 2, 24, 0, 30, 23, 13, 28, 33, 44, 7, 34, 19, 43, 32, 8, 29, 46, 26, 42, 41, 20, 10, 25, 12, 21, 3, 14, 48, 27, 18, 35, 31, 39, 15, 38, 4, 5, 49, 17]",50,0.2,2000
2,25,8357.755019396283,0.33446062400000187,"[40, 36, 12, 9, 11, 6, 45, 16, 2, 24, 0, 34, 23, 13, 28, 33, 37, 47, 22, 1, 30, 44, 7, 19, 43, 32, 8, 29, 46, 27, 26, 42, 41, 20, 10, 25, 21, 14, 3, 48, 18, 35, 31, 39, 15, 38, 4, 5, 49, 17]",50,0.2,2000
3,50,7392.706705113963,0.6622072160000059,"[40, 36, 12, 9, 11, 6, 45, 16, 22, 2, 24, 0, 30, 25, 44, 23, 10, 28, 33, 37, 47, 19, 14, 1, 7, 34, 43, 32, 8, 27, 29, 13, 46, 26, 42, 41, 20, 49, 21, 3, 4, 18, 35, 31, 39, 48, 15, 38, 5, 17]",50,0.2,2000
4,75,6609.2005514968605,0.9969607320000051,"[10, 25, 12, 9, 40, 11, 6, 45, 16, 2, 22, 24, 0, 21, 19, 49, 44, 28, 33, 37, 47, 23, 14, 1, 30, 7, 34, 43, 32, 8, 27, 29, 13, 46, 26, 42, 41, 20, 36, 3, 4, 18, 35, 31, 39, 48, 15, 38, 5, 17]",50,0.2,2000
5,100,5723.049309054809,1.3333710140000008,"[7, 25, 12, 9, 11, 40, 6, 45, 16, 2, 22, 24, 0, 21, 19, 49, 44, 28, 33, 37, 47, 23, 14, 1, 30, 10, 34, 43, 32, 8, 27, 29, 13, 46, 26, 42, 3, 35, 41, 20, 5, 4, 18, 31, 39, 48, 15, 38, 36, 17]",50,0.2,2000
6,125,5551.503955046184,1.664579620000005,"[28, 10, 25, 7, 12, 9, 11, 40, 6, 45, 16, 2, 22, 24, 0, 21, 19, 49, 44, 33, 37, 47, 23, 14, 1, 30, 34, 43, 32, 8, 27, 29, 13, 46, 26, 42, 3, 35, 41, 20, 5, 4, 18, 31, 36, 39, 48, 15, 38, 17]",50,0.2,2000
7,150,5306.152542520295,1.997175451000004,"[28, 10, 25, 7, 12, 9, 11, 1, 6, 45, 16, 2, 22, 24, 40, 0, 21, 19, 30, 44, 49, 33, 37, 47, 23, 14, 43, 34, 32, 8, 27, 29, 13, 46, 26, 42, 3, 35, 5, 48, 41, 20, 4, 18, 31, 36, 39, 15, 38, 17]",50,0.2,2000
8,175,5074.891123684803,2.3273974109999997,"[28, 10, 25, 7, 12, 9, 32, 23, 6, 45, 16, 2, 22, 1, 24, 0, 21, 40, 19, 30, 11, 44, 49, 33, 37, 47, 14, 34, 43, 8, 27, 29, 13, 46, 26, 42, 3, 35, 5, 48, 41, 20, 4, 18, 31, 36, 39, 15, 38, 17]",50,0.2,2000
9,200,5064.200676881594,2.6554791080000015,"[28, 10, 49, 25, 7, 12, 9, 32, 23, 6, 45, 16, 2, 22, 1, 24, 0, 21, 40, 19, 30, 11, 44, 33, 37, 47, 14, 34, 43, 8, 27, 29, 13, 46, 26, 42, 3, 35, 5, 48, 41, 20, 4, 18, 31, 36, 39, 15, 38, 17]",50,0.2,2000
