,Iteration,Fitness,Time,State,Restarts,max_iters,current_restart
0,0,12.0,0.00010699200000008346,"[5, 0, 3, 11, 3, 7, 9, 3, 5, 2, 4, 7, 6, 8, 8, 10, 1, 6, 7, 7, 8, 1, 5, 9, 8]",5,1900,0
1,100,0.0,0.012542502999999927,"[1, 0, 3, 11, 6, 7, 9, 3, 5, 2, 4, 7, 9, 10, 8, 10, 1, 6, 10, 0, 9, 1, 6, 2, 8]",5,1900,0
2,200,0.0,0.012542502999999927,"[1, 0, 3, 11, 6, 7, 9, 3, 5, 2, 4, 7, 9, 10, 8, 10, 1, 6, 10, 0, 9, 1, 6, 2, 8]",5,1900,0
3,300,0.0,0.012542502999999927,"[1, 0, 3, 11, 6, 7, 9, 3, 5, 2, 4, 7, 9, 10, 8, 10, 1, 6, 10, 0, 9, 1, 6, 2, 8]",5,1900,0
4,400,0.0,0.012542502999999927,"[1, 0, 3, 11, 6, 7, 9, 3, 5, 2, 4, 7, 9, 10, 8, 10, 1, 6, 10, 0, 9, 1, 6, 2, 8]",5,1900,0
5,500,0.0,0.012542502999999927,"[1, 0, 3, 11, 6, 7, 9, 3, 5, 2, 4, 7, 9, 10, 8, 10, 1, 6, 10, 0, 9, 1, 6, 2, 8]",5,1900,0
6,600,0.0,0.012542502999999927,"[1, 0, 3, 11, 6, 7, 9, 3, 5, 2, 4, 7, 9, 10, 8, 10, 1, 6, 10, 0, 9, 1, 6, 2, 8]",5,1900,0
7,700,0.0,0.012542502999999927,"[1, 0, 3, 11, 6, 7, 9, 3, 5, 2, 4, 7, 9, 10, 8, 10, 1, 6, 10, 0, 9, 1, 6, 2, 8]",5,1900,0
8,800,0.0,0.012542502999999927,"[1, 0, 3, 11, 6, 7, 9, 3, 5, 2, 4, 7, 9, 10, 8, 10, 1, 6, 10, 0, 9, 1, 6, 2, 8]",5,1900,0
9,900,0.0,0.012542502999999927,"[1, 0, 3, 11, 6, 7, 9, 3, 5, 2, 4, 7, 9, 10, 8, 10, 1, 6, 10, 0, 9, 1, 6, 2, 8]",5,1900,0
10,1000,0.0,0.012542502999999927,"[1, 0, 3, 11, 6, 7, 9, 3, 5, 2, 4, 7, 9, 10, 8, 10, 1, 6, 10, 0, 9, 1, 6, 2, 8]",5,1900,0
11,1100,0.0,0.012542502999999927,"[1, 0, 3, 11, 6, 7, 9, 3, 5, 2, 4, 7, 9, 10, 8, 10, 1, 6, 10, 0, 9, 1, 6, 2, 8]",5,1900,0
12,1200,0.0,0.012542502999999927,"[1, 0, 3, 11, 6, 7, 9, 3, 5, 2, 4, 7, 9, 10, 8, 10, 1, 6, 10, 0, 9, 1, 6, 2, 8]",5,1900,0
13,1300,0.0,0.012542502999999927,"[1, 0, 3, 11, 6, 7, 9, 3, 5, 2, 4, 7, 9, 10, 8, 10, 1, 6, 10, 0, 9, 1, 6, 2, 8]",5,1900,0
14,1400,0.0,0.012542502999999927,"[1, 0, 3, 11, 6, 7, 9, 3, 5, 2, 4, 7, 9, 10, 8, 10, 1, 6, 10, 0, 9, 1, 6, 2, 8]",5,1900,0
15,1500,0.0,0.012542502999999927,"[1, 0, 3, 11, 6, 7, 9, 3, 5, 2, 4, 7, 9, 10, 8, 10, 1, 6, 10, 0, 9, 1, 6, 2, 8]",5,1900,0
16,1600,0.0,0.012542502999999927,"[1, 0, 3, 11, 6, 7, 9, 3, 5, 2, 4, 7, 9, 10, 8, 10, 1, 6, 10, 0, 9, 1, 6, 2, 8]",5,1900,0
17,1700,0.0,0.012542502999999927,"[1, 0, 3, 11, 6, 7, 9, 3, 5, 2, 4, 7, 9, 10, 8, 10, 1, 6, 10, 0, 9, 1, 6, 2, 8]",5,1900,0
18,1800,0.0,0.012542502999999927,"[1, 0, 3, 11, 6, 7, 9, 3, 5, 2, 4, 7, 9, 10, 8, 10, 1, 6, 10, 0, 9, 1, 6, 2, 8]",5,1900,0
19,1900,0.0,0.012542502999999927,"[1, 0, 3, 11, 6, 7, 9, 3, 5, 2, 4, 7, 9, 10, 8, 10, 1, 6, 10, 0, 9, 1, 6, 2, 8]",5,1900,0
