,Iteration,Time,Fitness,Restarts,max_iters,current_restart
0,0,0.00010699200000008346,12.0,5,1900,0
1,1,0.003494445000000068,12.0,5,1900,0
2,2,0.003659974000000066,9.0,5,1900,0
3,3,0.0037541180000000285,9.0,5,1900,0
4,4,0.00384416799999987,9.0,5,1900,0
5,5,0.003989397000000006,9.0,5,1900,0
6,6,0.0040839930000000635,9.0,5,1900,0
7,7,0.004176455000000079,9.0,5,1900,0
8,8,0.0042688220000000054,9.0,5,1900,0
9,9,0.00442787999999994,7.0,5,1900,0
10,10,0.0045199309999999215,7.0,5,1900,0
11,11,0.004607478000000054,7.0,5,1900,0
12,12,0.004695104000000061,7.0,5,1900,0
13,13,0.0047825589999999085,7.0,5,1900,0
14,14,0.004870578999999875,7.0,5,1900,0
15,15,0.004958052999999962,7.0,5,1900,0
16,16,0.005115422000000036,6.0,5,1900,0
17,17,0.005204085999999997,6.0,5,1900,0
18,18,0.0052920940000000805,6.0,5,1900,0
19,19,0.00537973199999997,6.0,5,1900,0
20,20,0.005467525000000029,6.0,5,1900,0
21,21,0.005555559000000043,6.0,5,1900,0
22,22,0.005647393000000056,6.0,5,1900,0
23,23,0.005736061999999986,6.0,5,1900,0
24,24,0.005828567999999867,6.0,5,1900,0
25,25,0.005917103999999895,6.0,5,1900,0
26,26,0.006005062000000061,6.0,5,1900,0
27,27,0.00609716700000007,6.0,5,1900,0
28,28,0.0061887160000000385,6.0,5,1900,0
29,29,0.006276543999999884,6.0,5,1900,0
30,30,0.006364529999999924,6.0,5,1900,0
31,31,0.006456848000000015,6.0,5,1900,0
32,32,0.006546133999999926,6.0,5,1900,0
33,33,0.006705283000000062,5.0,5,1900,0
34,34,0.0067946199999999735,5.0,5,1900,0
35,35,0.0068842449999999555,5.0,5,1900,0
36,36,0.006973767000000075,5.0,5,1900,0
37,37,0.007061782999999933,5.0,5,1900,0
38,38,0.007153484999999904,5.0,5,1900,0
39,39,0.007245763000000016,5.0,5,1900,0
40,40,0.007338770999999911,5.0,5,1900,0
41,41,0.007426898999999931,5.0,5,1900,0
42,42,0.00751498000000006,5.0,5,1900,0
43,43,0.007604737999999944,5.0,5,1900,0
44,44,0.0076975299999999525,5.0,5,1900,0
45,45,0.007787385999999952,5.0,5,1900,0
46,46,0.007876494999999872,5.0,5,1900,0
47,47,0.007965870999999902,5.0,5,1900,0
48,48,0.008054446000000048,5.0,5,1900,0
49,49,0.008142646999999892,5.0,5,1900,0
50,50,0.008302162999999974,4.0,5,1900,0
51,51,0.008391580000000065,4.0,5,1900,0
52,52,0.008481622999999994,4.0,5,1900,0
53,53,0.008600487999999906,4.0,5,1900,0
54,54,0.00870937000000005,4.0,5,1900,0
55,55,0.008876751000000072,3.0,5,1900,0
56,56,0.008970866999999938,3.0,5,1900,0
57,57,0.009060418999999875,3.0,5,1900,0
58,58,0.009150462999999887,3.0,5,1900,0
59,59,0.009241743000000024,3.0,5,1900,0
60,60,0.009333421999999869,3.0,5,1900,0
61,61,0.00942227799999995,3.0,5,1900,0
62,62,0.00951532799999999,3.0,5,1900,0
63,63,0.009608059999999918,3.0,5,1900,0
64,64,0.009696535000000006,3.0,5,1900,0
65,65,0.009785289999999947,3.0,5,1900,0
66,66,0.009874398999999867,3.0,5,1900,0
67,67,0.009963422,3.0,5,1900,0
68,68,0.010053909000000028,3.0,5,1900,0
69,69,0.010144299999999884,3.0,5,1900,0
70,70,0.010233189999999892,3.0,5,1900,0
71,71,0.010322106999999914,3.0,5,1900,0
72,72,0.010414981999999906,3.0,5,1900,0
73,73,0.010507378000000012,3.0,5,1900,0
74,74,0.01059674300000002,3.0,5,1900,0
75,75,0.010757096999999938,2.0,5,1900,0
76,76,0.01084890099999991,2.0,5,1900,0
77,77,0.01093901400000008,2.0,5,1900,0
78,78,0.01103052800000004,2.0,5,1900,0
79,79,0.011121311999999994,2.0,5,1900,0
80,80,0.011281517000000019,1.0,5,1900,0
81,81,0.011373544000000013,1.0,5,1900,0
82,82,0.011465064000000025,1.0,5,1900,0
83,83,0.011560075999999864,1.0,5,1900,0
84,84,0.011653719999999979,1.0,5,1900,0
85,85,0.011747473000000008,1.0,5,1900,0
86,86,0.011837112000000038,1.0,5,1900,0
87,87,0.011928734999999913,1.0,5,1900,0
88,88,0.012023675000000011,1.0,5,1900,0
89,89,0.012153496999999902,1.0,5,1900,0
90,90,0.012243795999999918,1.0,5,1900,0
91,91,0.012374231999999985,1.0,5,1900,0
92,92,0.012542502999999927,0.0,5,1900,0
