,Iteration,Time,Fitness,Population Size,Mutation Rate,max_iters
0,0,0.002539115000000036,6.0,100,0.3,300
1,1,0.012643587999999983,15.0,100,0.3,300
2,2,0.019993982999999993,16.0,100,0.3,300
3,3,0.026257925999999987,16.0,100,0.3,300
4,4,0.03312119400000002,16.0,100,0.3,300
5,5,0.039341497999999975,16.0,100,0.3,300
6,6,0.04576757600000003,16.0,100,0.3,300
7,7,0.052943243000000084,16.0,100,0.3,300
8,8,0.05933250100000009,16.0,100,0.3,300
9,9,0.065480078,16.0,100,0.3,300
10,10,0.07144994700000007,16.0,100,0.3,300
11,11,0.08093184800000008,16.0,100,0.3,300
12,12,0.08704313200000002,16.0,100,0.3,300
13,13,0.0928054089999999,16.0,100,0.3,300
14,14,0.098968371,16.0,100,0.3,300
15,15,0.10517064899999995,16.0,100,0.3,300
16,16,0.11133299799999996,16.0,100,0.3,300
17,17,0.11805515900000008,16.0,100,0.3,300
18,18,0.12526293500000008,16.0,100,0.3,300
19,19,0.13194719900000007,16.0,100,0.3,300
20,20,0.1382341439999999,16.0,100,0.3,300
21,21,0.144108495,16.0,100,0.3,300
22,22,0.14998680199999992,16.0,100,0.3,300
23,23,0.15579176399999994,16.0,100,0.3,300
24,24,0.16179956499999992,16.0,100,0.3,300
25,25,0.16875130399999994,16.0,100,0.3,300
26,26,0.17917720399999992,16.0,100,0.3,300
27,27,0.1851419729999999,16.0,100,0.3,300
28,28,0.19091999199999998,16.0,100,0.3,300
29,29,0.19684325200000008,16.0,100,0.3,300
30,30,0.20275122599999995,16.0,100,0.3,300
31,31,0.2090678669999999,16.0,100,0.3,300
32,32,0.2157763290000001,16.0,100,0.3,300
33,33,0.22218189899999996,16.0,100,0.3,300
34,34,0.22831938899999993,16.0,100,0.3,300
35,35,0.23424902199999997,16.0,100,0.3,300
36,36,0.239962252,16.0,100,0.3,300
37,37,0.24585627499999996,16.0,100,0.3,300
38,38,0.251488913,16.0,100,0.3,300
39,39,0.25740472999999997,16.0,100,0.3,300
40,40,0.26320615300000005,16.0,100,0.3,300
41,41,0.268992581,16.0,100,0.3,300
42,42,0.27500884299999995,16.0,100,0.3,300
43,43,0.280967666,16.0,100,0.3,300
44,44,0.2866867930000001,16.0,100,0.3,300
45,45,0.2923639,16.0,100,0.3,300
46,46,0.29844993099999995,16.0,100,0.3,300
47,47,0.3042782829999999,16.0,100,0.3,300
48,48,0.31037134599999994,16.0,100,0.3,300
49,49,0.3161818700000001,16.0,100,0.3,300
50,50,0.3223894140000001,16.0,100,0.3,300
51,51,0.3319871750000001,16.0,100,0.3,300
52,52,0.338732652,16.0,100,0.3,300
53,53,0.34452397199999996,16.0,100,0.3,300
54,54,0.35067076099999994,16.0,100,0.3,300
55,55,0.356528642,16.0,100,0.3,300
56,56,0.36278064600000004,16.0,100,0.3,300
57,57,0.36988936299999997,16.0,100,0.3,300
58,58,0.37607174499999996,16.0,100,0.3,300
59,59,0.382353701,16.0,100,0.3,300
60,60,0.38817505899999993,16.0,100,0.3,300
61,61,0.39423216399999994,16.0,100,0.3,300
62,62,0.40006480999999994,16.0,100,0.3,300
63,63,0.406148178,16.0,100,0.3,300
64,64,0.4126763069999999,16.0,100,0.3,300
65,65,0.419717954,16.0,100,0.3,300
66,66,0.4257964729999999,16.0,100,0.3,300
67,67,0.431694746,16.0,100,0.3,300
68,68,0.43748964599999995,16.0,100,0.3,300
69,69,0.44335117599999996,16.0,100,0.3,300
70,70,0.449480785,16.0,100,0.3,300
71,71,0.4552705589999999,16.0,100,0.3,300
72,72,0.4610179670000001,16.0,100,0.3,300
73,73,0.467139451,16.0,100,0.3,300
74,74,0.47279744200000007,16.0,100,0.3,300
75,75,0.47881224099999997,16.0,100,0.3,300
76,76,0.4883500089999999,16.0,100,0.3,300
77,77,0.49428226899999994,16.0,100,0.3,300
78,78,0.501046584,16.0,100,0.3,300
79,79,0.5072949099999999,16.0,100,0.3,300
80,80,0.513500141,16.0,100,0.3,300
81,81,0.520206618,16.0,100,0.3,300
82,82,0.5263569320000001,16.0,100,0.3,300
83,83,0.5333009470000001,16.0,100,0.3,300
84,84,0.5392558709999999,16.0,100,0.3,300
85,85,0.545429258,16.0,100,0.3,300
86,86,0.551624422,16.0,100,0.3,300
87,87,0.558244197,16.0,100,0.3,300
88,88,0.5646458480000001,16.0,100,0.3,300
89,89,0.570562528,16.0,100,0.3,300
90,90,0.5770531489999999,16.0,100,0.3,300
91,91,0.582908684,16.0,100,0.3,300
92,92,0.589004705,16.0,100,0.3,300
93,93,0.594874312,16.0,100,0.3,300
94,94,0.6005970869999999,16.0,100,0.3,300
95,95,0.60643902,16.0,100,0.3,300
96,96,0.611935299,16.0,100,0.3,300
97,97,0.6177832889999999,16.0,100,0.3,300
98,98,0.6235982579999999,16.0,100,0.3,300
99,99,0.630106821,16.0,100,0.3,300
100,100,0.6358449960000001,16.0,100,0.3,300
101,101,0.645909962,16.0,100,0.3,300
102,102,0.651852165,16.0,100,0.3,300
