,Iteration,Fitness,Time,State,schedule_type,schedule_init_temp,schedule_exp_const,schedule_min_temp,schedule_current_value,Temperature,max_iters
0,0,27.0,0.00010583599999991478,"[0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1]",exponential,5,0.005,0.001,4.9999973541007,5,1200
1,100,24.0,0.010790142000000058,"[1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0]",exponential,5,0.005,0.001,4.999730253726567,5,1200
2,200,24.0,0.021173027999999983,"[0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1]",exponential,5,0.005,0.001,4.999470702317581,5,1200
3,300,30.0,0.031397589000000004,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1]",exponential,5,0.005,0.001,4.999215121884813,5,1200
4,400,31.0,0.04277348499999989,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0]",exponential,5,0.005,0.001,4.998930777215037,5,1200
5,500,35.0,0.05698907699999989,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0]",exponential,5,0.005,0.001,4.998575476040402,5,1200
6,600,36.0,0.0700410119999999,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0]",exponential,5,0.005,0.001,4.998249281273171,5,1200
7,700,37.0,0.08254059599999986,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",exponential,5,0.005,0.001,4.997936910850803,5,1200
8,800,37.0,0.09064259599999991,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",exponential,5,0.005,0.001,4.997734448527446,5,1200
9,900,37.0,0.09064259599999991,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",exponential,5,0.005,0.001,4.997734448527446,5,1200
10,1000,37.0,0.09064259599999991,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",exponential,5,0.005,0.001,4.997734448527446,5,1200
11,1100,37.0,0.09064259599999991,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",exponential,5,0.005,0.001,4.997734448527446,5,1200
