,Iteration,Fitness,Time,State,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,32.0,0.2122120139999879,"[44, 47, 0, 3, 3, 39, 9, 19, 21, 36, 23, 6, 24, 24, 12, 1, 38, 39, 23, 46, 24, 17, 37, 25, 13, 8, 9, 20, 16, 5, 15, 47, 0, 18, 35, 24, 49, 29, 19, 19, 14, 39, 32, 1, 9, 32, 31, 10, 23, 35, 11, 28, 34, 0, 0, 36, 5, 38, 40, 17, 15, 4, 41, 42, 31, 1, 1, 39, 41, 35, 38, 11, 46, 18, 27, 0, 14, 35, 12, 42, 20, 11, 4, 6, 4, 47, 3, 12, 36, 40, 14, 15, 20, 35, 23, 15, 13, 21, 48, 49]",True,200,0.3,30
1,1,23.0,2.8180782199999896,"[4.0, 40.0, 44.0, 29.0, 36.0, 9.0, 46.0, 18.0, 30.0, 23.0, 16.0, 33.0, 38.0, 7.0, 25.0, 0.0, 30.0, 32.0, 18.0, 12.0, 27.0, 47.0, 27.0, 29.0, 42.0, 46.0, 49.0, 7.0, 48.0, 42.0, 41.0, 6.0, 37.0, 3.0, 29.0, 22.0, 30.0, 14.0, 7.0, 34.0, 6.0, 40.0, 2.0, 43.0, 43.0, 33.0, 11.0, 8.0, 36.0, 23.0, 1.0, 1.0, 38.0, 36.0, 12.0, 10.0, 5.0, 38.0, 12.0, 19.0, 42.0, 37.0, 8.0, 24.0, 12.0, 26.0, 14.0, 17.0, 48.0, 14.0, 32.0, 15.0, 41.0, 36.0, 26.0, 3.0, 25.0, 48.0, 23.0, 0.0, 10.0, 17.0, 44.0, 47.0, 18.0, 21.0, 8.0, 15.0, 25.0, 41.0, 8.0, 39.0, 23.0, 45.0, 26.0, 15.0, 4.0, 44.0, 14.0, 20.0]",True,200,0.3,30
2,2,21.0,5.320693395999996,"[4.0, 40.0, 44.0, 12.0, 36.0, 9.0, 46.0, 18.0, 30.0, 13.0, 16.0, 33.0, 2.0, 7.0, 25.0, 21.0, 30.0, 32.0, 18.0, 12.0, 15.0, 47.0, 27.0, 25.0, 42.0, 46.0, 49.0, 7.0, 48.0, 42.0, 41.0, 6.0, 37.0, 3.0, 46.0, 22.0, 30.0, 14.0, 7.0, 34.0, 6.0, 3.0, 2.0, 43.0, 43.0, 33.0, 11.0, 8.0, 36.0, 23.0, 37.0, 1.0, 38.0, 36.0, 12.0, 10.0, 5.0, 38.0, 11.0, 19.0, 15.0, 37.0, 8.0, 24.0, 1.0, 21.0, 14.0, 17.0, 48.0, 38.0, 32.0, 15.0, 41.0, 36.0, 26.0, 3.0, 15.0, 48.0, 23.0, 0.0, 10.0, 17.0, 41.0, 12.0, 18.0, 21.0, 8.0, 15.0, 25.0, 17.0, 15.0, 39.0, 30.0, 45.0, 26.0, 15.0, 4.0, 29.0, 49.0, 20.0]",True,200,0.3,30
3,3,21.0,8.232188328000007,"[4.0, 40.0, 44.0, 12.0, 36.0, 9.0, 46.0, 18.0, 30.0, 13.0, 16.0, 33.0, 2.0, 7.0, 25.0, 21.0, 30.0, 32.0, 18.0, 12.0, 15.0, 47.0, 27.0, 25.0, 42.0, 46.0, 49.0, 7.0, 48.0, 42.0, 41.0, 6.0, 37.0, 3.0, 46.0, 22.0, 30.0, 14.0, 7.0, 34.0, 6.0, 3.0, 2.0, 43.0, 43.0, 33.0, 11.0, 8.0, 36.0, 23.0, 37.0, 1.0, 38.0, 36.0, 12.0, 10.0, 5.0, 38.0, 11.0, 19.0, 15.0, 37.0, 8.0, 24.0, 1.0, 21.0, 14.0, 17.0, 48.0, 38.0, 32.0, 15.0, 41.0, 36.0, 26.0, 3.0, 15.0, 48.0, 23.0, 0.0, 10.0, 17.0, 41.0, 12.0, 18.0, 21.0, 8.0, 15.0, 25.0, 17.0, 15.0, 39.0, 30.0, 45.0, 26.0, 15.0, 4.0, 29.0, 49.0, 20.0]",True,200,0.3,30
4,4,21.0,11.499078129999987,"[4.0, 40.0, 44.0, 12.0, 36.0, 9.0, 46.0, 18.0, 30.0, 13.0, 16.0, 33.0, 2.0, 7.0, 25.0, 21.0, 30.0, 32.0, 18.0, 12.0, 15.0, 47.0, 27.0, 25.0, 42.0, 46.0, 49.0, 7.0, 48.0, 42.0, 41.0, 6.0, 37.0, 3.0, 46.0, 22.0, 30.0, 14.0, 7.0, 34.0, 6.0, 3.0, 2.0, 43.0, 43.0, 33.0, 11.0, 8.0, 36.0, 23.0, 37.0, 1.0, 38.0, 36.0, 12.0, 10.0, 5.0, 38.0, 11.0, 19.0, 15.0, 37.0, 8.0, 24.0, 1.0, 21.0, 14.0, 17.0, 48.0, 38.0, 32.0, 15.0, 41.0, 36.0, 26.0, 3.0, 15.0, 48.0, 23.0, 0.0, 10.0, 17.0, 41.0, 12.0, 18.0, 21.0, 8.0, 15.0, 25.0, 17.0, 15.0, 39.0, 30.0, 45.0, 26.0, 15.0, 4.0, 29.0, 49.0, 20.0]",True,200,0.3,30
5,5,21.0,14.268061950999993,"[4.0, 40.0, 44.0, 12.0, 36.0, 9.0, 46.0, 18.0, 30.0, 13.0, 16.0, 33.0, 2.0, 7.0, 25.0, 21.0, 30.0, 32.0, 18.0, 12.0, 15.0, 47.0, 27.0, 25.0, 42.0, 46.0, 49.0, 7.0, 48.0, 42.0, 41.0, 6.0, 37.0, 3.0, 46.0, 22.0, 30.0, 14.0, 7.0, 34.0, 6.0, 3.0, 2.0, 43.0, 43.0, 33.0, 11.0, 8.0, 36.0, 23.0, 37.0, 1.0, 38.0, 36.0, 12.0, 10.0, 5.0, 38.0, 11.0, 19.0, 15.0, 37.0, 8.0, 24.0, 1.0, 21.0, 14.0, 17.0, 48.0, 38.0, 32.0, 15.0, 41.0, 36.0, 26.0, 3.0, 15.0, 48.0, 23.0, 0.0, 10.0, 17.0, 41.0, 12.0, 18.0, 21.0, 8.0, 15.0, 25.0, 17.0, 15.0, 39.0, 30.0, 45.0, 26.0, 15.0, 4.0, 29.0, 49.0, 20.0]",True,200,0.3,30
6,10,19.0,34.64292381600001,"[28.0, 26.0, 39.0, 38.0, 25.0, 43.0, 10.0, 24.0, 40.0, 5.0, 37.0, 28.0, 2.0, 20.0, 34.0, 29.0, 48.0, 15.0, 41.0, 18.0, 48.0, 3.0, 30.0, 47.0, 37.0, 38.0, 0.0, 5.0, 17.0, 21.0, 7.0, 49.0, 13.0, 49.0, 11.0, 48.0, 8.0, 31.0, 25.0, 45.0, 21.0, 33.0, 34.0, 9.0, 9.0, 29.0, 30.0, 42.0, 38.0, 34.0, 46.0, 47.0, 47.0, 23.0, 17.0, 45.0, 10.0, 44.0, 23.0, 42.0, 15.0, 39.0, 6.0, 26.0, 1.0, 38.0, 4.0, 23.0, 33.0, 30.0, 47.0, 30.0, 27.0, 16.0, 19.0, 46.0, 43.0, 8.0, 49.0, 22.0, 2.0, 37.0, 11.0, 22.0, 34.0, 25.0, 4.0, 12.0, 29.0, 32.0, 18.0, 46.0, 6.0, 3.0, 23.0, 24.0, 28.0, 24.0, 22.0, 4.0]",True,200,0.3,30
7,15,18.0,64.458610413,"[28.0, 26.0, 39.0, 38.0, 25.0, 43.0, 10.0, 24.0, 40.0, 5.0, 37.0, 28.0, 2.0, 20.0, 34.0, 29.0, 48.0, 15.0, 41.0, 18.0, 31.0, 3.0, 30.0, 47.0, 37.0, 38.0, 0.0, 5.0, 44.0, 21.0, 7.0, 49.0, 13.0, 49.0, 11.0, 48.0, 8.0, 31.0, 25.0, 45.0, 21.0, 33.0, 47.0, 9.0, 9.0, 15.0, 30.0, 42.0, 38.0, 34.0, 46.0, 47.0, 27.0, 23.0, 38.0, 45.0, 10.0, 44.0, 23.0, 42.0, 15.0, 39.0, 6.0, 26.0, 1.0, 38.0, 4.0, 23.0, 33.0, 30.0, 47.0, 30.0, 27.0, 16.0, 19.0, 46.0, 43.0, 8.0, 49.0, 22.0, 2.0, 37.0, 11.0, 22.0, 34.0, 25.0, 4.0, 12.0, 29.0, 32.0, 18.0, 46.0, 6.0, 3.0, 23.0, 24.0, 28.0, 24.0, 22.0, 4.0]",True,200,0.3,30
8,20,18.0,90.687046702,"[28.0, 26.0, 39.0, 38.0, 25.0, 43.0, 10.0, 24.0, 40.0, 5.0, 37.0, 28.0, 2.0, 20.0, 34.0, 29.0, 48.0, 15.0, 41.0, 18.0, 31.0, 3.0, 30.0, 47.0, 37.0, 38.0, 0.0, 5.0, 44.0, 21.0, 7.0, 49.0, 13.0, 49.0, 11.0, 48.0, 8.0, 31.0, 25.0, 45.0, 21.0, 33.0, 47.0, 9.0, 9.0, 15.0, 30.0, 42.0, 38.0, 34.0, 46.0, 47.0, 27.0, 23.0, 38.0, 45.0, 10.0, 44.0, 23.0, 42.0, 15.0, 39.0, 6.0, 26.0, 1.0, 38.0, 4.0, 23.0, 33.0, 30.0, 47.0, 30.0, 27.0, 16.0, 19.0, 46.0, 43.0, 8.0, 49.0, 22.0, 2.0, 37.0, 11.0, 22.0, 34.0, 25.0, 4.0, 12.0, 29.0, 32.0, 18.0, 46.0, 6.0, 3.0, 23.0, 24.0, 28.0, 24.0, 22.0, 4.0]",True,200,0.3,30
9,25,18.0,120.70670560899998,"[28.0, 26.0, 39.0, 38.0, 25.0, 43.0, 10.0, 24.0, 40.0, 5.0, 37.0, 28.0, 2.0, 20.0, 34.0, 29.0, 48.0, 15.0, 41.0, 18.0, 31.0, 3.0, 30.0, 47.0, 37.0, 38.0, 0.0, 5.0, 44.0, 21.0, 7.0, 49.0, 13.0, 49.0, 11.0, 48.0, 8.0, 31.0, 25.0, 45.0, 21.0, 33.0, 47.0, 9.0, 9.0, 15.0, 30.0, 42.0, 38.0, 34.0, 46.0, 47.0, 27.0, 23.0, 38.0, 45.0, 10.0, 44.0, 23.0, 42.0, 15.0, 39.0, 6.0, 26.0, 1.0, 38.0, 4.0, 23.0, 33.0, 30.0, 47.0, 30.0, 27.0, 16.0, 19.0, 46.0, 43.0, 8.0, 49.0, 22.0, 2.0, 37.0, 11.0, 22.0, 34.0, 25.0, 4.0, 12.0, 29.0, 32.0, 18.0, 46.0, 6.0, 3.0, 23.0, 24.0, 28.0, 24.0, 22.0, 4.0]",True,200,0.3,30
