,Iteration,Time,Fitness,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,0.2122120139999879,32.0,True,200,0.3,30
1,1,2.8180782199999896,23.0,True,200,0.3,30
2,2,5.320693395999996,21.0,True,200,0.3,30
3,3,8.232188328000007,21.0,True,200,0.3,30
4,4,11.499078129999987,21.0,True,200,0.3,30
5,5,14.268061950999993,21.0,True,200,0.3,30
6,6,16.68735160899999,20.0,True,200,0.3,30
7,7,19.349745577999983,19.0,True,200,0.3,30
8,8,22.745800478999996,19.0,True,200,0.3,30
9,9,28.748126159999998,19.0,True,200,0.3,30
10,10,34.64292381600001,19.0,True,200,0.3,30
11,11,40.58272637499999,19.0,True,200,0.3,30
12,12,46.55535969100001,19.0,True,200,0.3,30
13,13,52.532994377999984,18.0,True,200,0.3,30
14,14,58.515323026999994,18.0,True,200,0.3,30
15,15,64.458610413,18.0,True,200,0.3,30
16,16,66.88516497399999,18.0,True,200,0.3,30
17,17,72.83503135000001,18.0,True,200,0.3,30
18,18,78.77913949399999,18.0,True,200,0.3,30
19,19,84.73652740399999,18.0,True,200,0.3,30
20,20,90.687046702,18.0,True,200,0.3,30
21,21,96.76312571,18.0,True,200,0.3,30
22,22,102.80120556899999,18.0,True,200,0.3,30
23,23,108.79095719899999,18.0,True,200,0.3,30
24,24,114.74170096699999,18.0,True,200,0.3,30
25,25,120.70670560899998,18.0,True,200,0.3,30
26,26,126.643025048,18.0,True,200,0.3,30
27,27,132.591308128,18.0,True,200,0.3,30
28,28,138.54829248500002,18.0,True,200,0.3,30
29,29,144.52131706999998,18.0,True,200,0.3,30
30,30,150.50187674999998,18.0,True,200,0.3,30
