,Iteration,Time,Fitness,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,0.005557083000001128,7.0,True,100,0.3,300
1,1,0.03222635800000084,17.0,True,100,0.3,300
2,2,0.05937898100000005,17.0,True,100,0.3,300
3,3,0.08242884600000089,17.0,True,100,0.3,300
4,4,0.1048632670000007,20.0,True,100,0.3,300
5,5,0.12920013299999944,20.0,True,100,0.3,300
6,6,0.15696229100000103,20.0,True,100,0.3,300
7,7,0.18038465999999964,20.0,True,100,0.3,300
8,8,0.20281695300000102,22.0,True,100,0.3,300
9,9,0.22638465800000063,25.0,True,100,0.3,300
10,10,0.25205309500000084,26.0,True,100,0.3,300
11,11,0.28014168500000025,27.0,True,100,0.3,300
12,12,0.30680361499999975,38.0,True,100,0.3,300
13,13,0.33454289300000006,44.0,True,100,0.3,300
14,14,0.3588414570000005,44.0,True,100,0.3,300
15,15,0.39221327599999967,44.0,True,100,0.3,300
16,16,0.4207446309999998,44.0,True,100,0.3,300
17,17,0.4551063700000011,44.0,True,100,0.3,300
18,18,0.48310095000000075,44.0,True,100,0.3,300
19,19,0.511259926000001,44.0,True,100,0.3,300
20,20,0.5383072680000005,44.0,True,100,0.3,300
21,21,0.5660143860000009,44.0,True,100,0.3,300
22,22,0.5935374309999997,44.0,True,100,0.3,300
23,23,0.6234615950000002,44.0,True,100,0.3,300
24,24,0.6529317930000005,44.0,True,100,0.3,300
25,25,0.6806368880000004,44.0,True,100,0.3,300
26,26,0.712483529,44.0,True,100,0.3,300
27,27,0.7424136729999997,44.0,True,100,0.3,300
28,28,0.7706917109999996,44.0,True,100,0.3,300
29,29,0.7997372049999996,44.0,True,100,0.3,300
30,30,0.8281147559999997,44.0,True,100,0.3,300
31,31,0.8555243470000011,44.0,True,100,0.3,300
32,32,0.8832256380000008,44.0,True,100,0.3,300
33,33,0.91175417,44.0,True,100,0.3,300
34,34,0.9398413720000001,44.0,True,100,0.3,300
35,35,0.9681621600000003,44.0,True,100,0.3,300
36,36,0.9958222110000001,44.0,True,100,0.3,300
37,37,1.022994486,44.0,True,100,0.3,300
38,38,1.050016857000001,44.0,True,100,0.3,300
39,39,1.0777557990000002,44.0,True,100,0.3,300
40,40,1.105553351000001,44.0,True,100,0.3,300
41,41,1.1347882499999997,44.0,True,100,0.3,300
42,42,1.1633271290000007,44.0,True,100,0.3,300
43,43,1.1908631280000002,44.0,True,100,0.3,300
44,44,1.218731140000001,44.0,True,100,0.3,300
45,45,1.2476584600000002,44.0,True,100,0.3,300
46,46,1.2758572220000008,44.0,True,100,0.3,300
47,47,1.3055391929999995,44.0,True,100,0.3,300
48,48,1.3343482590000004,44.0,True,100,0.3,300
49,49,1.3622475529999996,44.0,True,100,0.3,300
50,50,1.3906756130000009,44.0,True,100,0.3,300
51,51,1.4246896010000007,44.0,True,100,0.3,300
52,52,1.454198873000001,44.0,True,100,0.3,300
53,53,1.4819428989999999,44.0,True,100,0.3,300
54,54,1.5094154419999999,44.0,True,100,0.3,300
55,55,1.537332644000001,44.0,True,100,0.3,300
56,56,1.5654444620000003,44.0,True,100,0.3,300
57,57,1.593560011000001,44.0,True,100,0.3,300
58,58,1.6234311160000008,44.0,True,100,0.3,300
59,59,1.6532687330000009,44.0,True,100,0.3,300
60,60,1.6809122310000006,44.0,True,100,0.3,300
61,61,1.7081200990000003,44.0,True,100,0.3,300
62,62,1.7355444789999996,44.0,True,100,0.3,300
63,63,1.7635105979999999,44.0,True,100,0.3,300
64,64,1.79142066,44.0,True,100,0.3,300
65,65,1.8191006820000002,44.0,True,100,0.3,300
66,66,1.8465396680000001,44.0,True,100,0.3,300
67,67,1.8736900550000009,44.0,True,100,0.3,300
68,68,1.9023584929999995,44.0,True,100,0.3,300
69,69,1.9320023289999995,44.0,True,100,0.3,300
70,70,1.9612416909999997,44.0,True,100,0.3,300
71,71,1.984693569000001,44.0,True,100,0.3,300
72,72,2.015551739000001,44.0,True,100,0.3,300
73,73,2.0412225379999995,44.0,True,100,0.3,300
74,74,2.0665821120000007,44.0,True,100,0.3,300
75,75,2.091170679000001,44.0,True,100,0.3,300
76,76,2.124036438000001,44.0,True,100,0.3,300
77,77,2.150301818000001,44.0,True,100,0.3,300
78,78,2.1751271400000007,44.0,True,100,0.3,300
79,79,2.199625000000001,44.0,True,100,0.3,300
80,80,2.22589202,44.0,True,100,0.3,300
81,81,2.250954362,44.0,True,100,0.3,300
82,82,2.2768405529999995,44.0,True,100,0.3,300
83,83,2.3023630419999996,44.0,True,100,0.3,300
84,84,2.3266246719999994,44.0,True,100,0.3,300
85,85,2.351591056,44.0,True,100,0.3,300
86,86,2.376137356000001,44.0,True,100,0.3,300
87,87,2.4009822290000002,44.0,True,100,0.3,300
88,88,2.4257524349999997,44.0,True,100,0.3,300
89,89,2.4506259979999996,44.0,True,100,0.3,300
90,90,2.474997687,44.0,True,100,0.3,300
91,91,2.4993927140000007,44.0,True,100,0.3,300
92,92,2.523739333,44.0,True,100,0.3,300
93,93,2.5484024109999996,44.0,True,100,0.3,300
94,94,2.572631192000001,44.0,True,100,0.3,300
95,95,2.5975516580000004,44.0,True,100,0.3,300
96,96,2.623924736000001,44.0,True,100,0.3,300
97,97,2.64985931,44.0,True,100,0.3,300
98,98,2.6741877800000005,44.0,True,100,0.3,300
99,99,2.6984719790000007,44.0,True,100,0.3,300
100,100,2.7230226250000005,44.0,True,100,0.3,300
101,101,2.7526445620000004,44.0,True,100,0.3,300
102,102,2.779874137,44.0,True,100,0.3,300
103,103,2.804941284,44.0,True,100,0.3,300
104,104,2.8298805100000006,44.0,True,100,0.3,300
105,105,2.8547428450000005,44.0,True,100,0.3,300
106,106,2.8795945520000004,44.0,True,100,0.3,300
107,107,2.9047836700000005,44.0,True,100,0.3,300
108,108,2.929980736000001,44.0,True,100,0.3,300
109,109,2.9541430159999997,44.0,True,100,0.3,300
110,110,2.978098493000001,44.0,True,100,0.3,300
111,111,3.003803511000001,44.0,True,100,0.3,300
112,112,3.027703593,44.0,True,100,0.3,300
113,113,3.0529502530000006,44.0,True,100,0.3,300
