,Iteration,Fitness,Time,State,Population Size,Mutation Rate,max_iters
0,0,33.0,0.39561196599999704,"[44, 47, 64, 67, 67, 9, 83, 21, 36, 87, 70, 88, 88, 12, 58, 65, 39, 87, 46, 88, 81, 37, 25, 77, 72, 9, 20, 80, 69, 79, 47, 64, 82, 88, 49, 29, 19, 19, 14, 39, 32, 65, 9, 57, 32, 31, 74, 23, 35, 75, 55, 28, 34, 0, 0, 36, 53, 5, 38, 17, 79, 4, 42, 58, 31, 1, 65, 41, 57, 35, 11, 46, 82, 91, 0, 14, 53, 12, 42, 84, 75, 68, 6, 68, 47, 3, 76, 52, 78, 15, 20, 58, 23, 79, 13, 85, 48, 49, 69, 41]",200,0.3,32768
1,1,21.0,0.8094126869999982,"[19, 81, 16, 71, 24, 11, 22, 60, 91, 2, 8, 72, 89, 38, 52, 97, 88, 63, 21, 4, 31, 75, 37, 7, 22, 42, 59, 95, 54, 73, 51, 82, 23, 83, 25, 57, 69, 89, 45, 88, 51, 59, 44, 26, 43, 32, 30, 14, 71, 96, 61, 1, 47, 43, 90, 15, 68, 74, 85, 39, 94, 86, 0, 81, 58, 12, 91, 43, 54, 47, 22, 31, 34, 98, 42, 68, 62, 36, 83, 44, 81, 70, 6, 48, 9, 28, 77, 56, 9, 85, 66, 9, 36, 28, 64, 74, 13, 2, 37, 71]",200,0.3,32768
2,2,21.0,1.2190231819999937,"[19, 81, 16, 71, 24, 11, 22, 60, 91, 2, 8, 72, 89, 38, 52, 97, 88, 63, 21, 4, 31, 75, 37, 7, 22, 42, 59, 95, 54, 73, 51, 82, 23, 83, 25, 57, 69, 89, 45, 88, 51, 59, 44, 26, 43, 32, 30, 14, 71, 96, 61, 1, 47, 43, 90, 15, 68, 74, 85, 39, 94, 86, 0, 81, 58, 12, 91, 43, 54, 47, 22, 31, 34, 98, 42, 68, 62, 36, 83, 44, 81, 70, 6, 48, 9, 28, 77, 56, 9, 85, 66, 9, 36, 28, 64, 74, 13, 2, 37, 71]",200,0.3,32768
3,4,20.0,2.0124416239999974,"[2, 13, 51, 36, 6, 78, 22, 56, 24, 84, 49, 54, 85, 96, 98, 60, 3, 78, 8, 82, 97, 94, 57, 68, 54, 18, 25, 68, 63, 95, 31, 12, 23, 53, 13, 32, 71, 55, 31, 90, 28, 27, 45, 76, 50, 13, 90, 25, 87, 81, 30, 77, 23, 16, 80, 64, 74, 4, 86, 83, 67, 46, 42, 35, 75, 51, 72, 97, 86, 38, 46, 19, 32, 58, 2, 47, 70, 86, 41, 8, 30, 47, 48, 40, 0, 6, 46, 18, 57, 73, 75, 7, 16, 53, 74, 48, 39, 63, 76, 0]",200,0.3,32768
4,8,17.0,3.5941167049999976,"[67, 36, 56, 22, 70, 79, 81, 80, 51, 9, 71, 67, 20, 96, 64, 42, 7, 89, 91, 58, 61, 43, 39, 14, 22, 63, 60, 31, 74, 94, 54, 28, 49, 53, 13, 79, 41, 55, 38, 5, 95, 85, 85, 75, 69, 23, 30, 14, 26, 50, 78, 18, 11, 20, 90, 31, 34, 62, 88, 77, 61, 17, 62, 80, 52, 8, 68, 13, 54, 68, 85, 44, 46, 38, 32, 76, 55, 65, 12, 88, 2, 42, 76, 96, 58, 17, 28, 25, 25, 93, 73, 81, 30, 27, 94, 97, 54, 16, 37, 61]",200,0.3,32768
5,16,14.0,6.763453319999996,"[12, 8, 16, 71, 87, 39, 14, 80, 24, 38, 82, 72, 75, 18, 38, 60, 3, 49, 8, 21, 68, 97, 37, 7, 54, 80, 3, 4, 51, 84, 0, 82, 53, 10, 13, 23, 22, 55, 45, 51, 7, 94, 19, 20, 69, 27, 47, 14, 43, 66, 15, 1, 81, 55, 90, 71, 0, 74, 34, 32, 33, 14, 45, 28, 58, 51, 28, 44, 54, 33, 7, 61, 93, 5, 61, 76, 62, 79, 11, 44, 35, 42, 8, 25, 26, 17, 9, 85, 36, 93, 65, 98, 67, 39, 41, 48, 54, 70, 77, 3]",200,0.3,32768
6,32,11.0,12.964369028999997,"[71, 8, 41, 71, 5, 76, 14, 80, 24, 29, 8, 72, 75, 75, 50, 4, 51, 88, 17, 10, 93, 45, 90, 7, 18, 42, 40, 95, 56, 4, 94, 12, 53, 10, 19, 87, 69, 55, 45, 88, 51, 82, 48, 20, 35, 18, 30, 25, 7, 52, 49, 46, 90, 55, 90, 97, 34, 74, 34, 32, 33, 30, 45, 28, 58, 37, 57, 44, 54, 47, 85, 44, 46, 89, 61, 68, 62, 79, 83, 11, 81, 15, 6, 42, 26, 17, 43, 56, 91, 42, 41, 63, 67, 39, 74, 97, 54, 69, 83, 92]",200,0.3,32768
7,64,2.0,25.729573062999997,"[59, 54, 41, 71, 5, 11, 81, 80, 31, 2, 8, 72, 75, 75, 50, 60, 3, 49, 17, 10, 68, 45, 63, 7, 18, 91, 3, 95, 54, 4, 29, 91, 53, 65, 47, 23, 22, 55, 45, 88, 51, 94, 64, 20, 69, 27, 30, 51, 7, 62, 78, 1, 47, 11, 90, 71, 34, 11, 34, 32, 33, 14, 45, 80, 58, 94, 57, 48, 31, 47, 7, 44, 93, 85, 80, 68, 79, 1, 32, 88, 84, 89, 42, 25, 51, 17, 28, 56, 9, 93, 41, 98, 67, 39, 74, 97, 80, 63, 83, 71]",200,0.3,32768
8,128,0.0,26.952847072999994,"[12, 8, 41, 71, 87, 11, 59, 80, 31, 2, 82, 72, 85, 75, 50, 60, 3, 89, 17, 10, 68, 45, 63, 7, 96, 91, 3, 95, 6, 4, 94, 91, 53, 6, 47, 44, 22, 55, 45, 88, 95, 36, 48, 20, 69, 87, 30, 51, 7, 62, 49, 1, 47, 55, 90, 71, 34, 11, 34, 73, 33, 14, 0, 80, 58, 27, 57, 48, 29, 47, 7, 61, 92, 5, 80, 68, 79, 1, 32, 88, 81, 15, 42, 25, 76, 28, 28, 50, 9, 73, 41, 98, 67, 39, 74, 97, 54, 63, 44, 43]",200,0.3,32768
9,256,0.0,26.952847072999994,"[12, 8, 41, 71, 87, 11, 59, 80, 31, 2, 82, 72, 85, 75, 50, 60, 3, 89, 17, 10, 68, 45, 63, 7, 96, 91, 3, 95, 6, 4, 94, 91, 53, 6, 47, 44, 22, 55, 45, 88, 95, 36, 48, 20, 69, 87, 30, 51, 7, 62, 49, 1, 47, 55, 90, 71, 34, 11, 34, 73, 33, 14, 0, 80, 58, 27, 57, 48, 29, 47, 7, 61, 92, 5, 80, 68, 79, 1, 32, 88, 81, 15, 42, 25, 76, 28, 28, 50, 9, 73, 41, 98, 67, 39, 74, 97, 54, 63, 44, 43]",200,0.3,32768
