,Iteration,Time,Fitness,Population Size,Mutation Rate,max_iters
0,0,0.11307048599999803,32.0,100,0.05,300
1,1,0.2335180930000007,24.0,100,0.05,300
2,2,0.3472965699999975,24.0,100,0.05,300
3,3,0.46023615299999676,24.0,100,0.05,300
4,4,0.5743808910000041,24.0,100,0.05,300
5,5,0.6853631049999933,24.0,100,0.05,300
6,6,0.795437168999996,24.0,100,0.05,300
7,7,0.9039419359999954,24.0,100,0.05,300
8,8,1.019711731000001,20.0,100,0.05,300
9,9,1.1290756610000017,20.0,100,0.05,300
10,10,1.2418215929999974,20.0,100,0.05,300
11,11,1.3582106039999928,20.0,100,0.05,300
12,12,1.4691800789999974,20.0,100,0.05,300
13,13,1.584566185,18.0,100,0.05,300
14,14,1.6970983140000016,18.0,100,0.05,300
15,15,1.8077308860000016,18.0,100,0.05,300
16,16,1.9166831069999972,18.0,100,0.05,300
17,17,2.0317334009999968,18.0,100,0.05,300
18,18,2.141730168999999,18.0,100,0.05,300
19,19,2.254763711999999,18.0,100,0.05,300
20,20,2.369262156000005,17.0,100,0.05,300
21,21,2.4851508809999956,14.0,100,0.05,300
22,22,2.5987225629999955,14.0,100,0.05,300
23,23,2.7123032269999925,14.0,100,0.05,300
24,24,2.8252803789999916,14.0,100,0.05,300
25,25,2.9381672450000025,12.0,100,0.05,300
26,26,3.0568509200000022,10.0,100,0.05,300
27,27,3.170362990000001,7.0,100,0.05,300
28,28,3.2831737919999995,7.0,100,0.05,300
29,29,3.397612491000004,7.0,100,0.05,300
30,30,3.512157974999994,7.0,100,0.05,300
31,31,3.623368904000003,7.0,100,0.05,300
32,32,3.737364968999998,7.0,100,0.05,300
33,33,3.848781477000003,7.0,100,0.05,300
34,34,3.9616798870000025,7.0,100,0.05,300
35,35,4.074683673999999,7.0,100,0.05,300
36,36,4.187696037999999,4.0,100,0.05,300
37,37,4.301757612000003,3.0,100,0.05,300
38,38,4.416475422000005,3.0,100,0.05,300
39,39,4.530624610000004,3.0,100,0.05,300
40,40,4.6419858739999995,3.0,100,0.05,300
41,41,4.7541994930000016,3.0,100,0.05,300
42,42,4.866180736000004,1.0,100,0.05,300
43,43,4.977944553,1.0,100,0.05,300
44,44,5.090355458999994,1.0,100,0.05,300
45,45,5.204073698999991,0.0,100,0.05,300
