,Iteration,Time,Fitness,Restarts,max_iters,current_restart
0,0,9.530899999887765e-05,7.0,0,300,0
1,1,0.003926055999999178,7.0,0,300,0
2,2,0.00400865299999964,7.0,0,300,0
3,3,0.004080102999999724,7.0,0,300,0
4,4,0.004149217000000149,7.0,0,300,0
5,5,0.004215374999999355,7.0,0,300,0
6,6,0.0042848539999997826,7.0,0,300,0
7,7,0.004353674999999058,7.0,0,300,0
8,8,0.004478972999999442,10.0,0,300,0
9,9,0.004548385999999738,10.0,0,300,0
10,10,0.004617222000000254,10.0,0,300,0
11,11,0.00799166100000015,10.0,0,300,0
12,12,0.008062474999999125,10.0,0,300,0
13,13,0.008129491000000044,10.0,0,300,0
14,14,0.008195310999999705,10.0,0,300,0
15,15,0.008261779999999774,10.0,0,300,0
16,16,0.008326687000000277,10.0,0,300,0
17,17,0.008392155999999318,10.0,0,300,0
18,18,0.008457885000000331,10.0,0,300,0
19,19,0.008523598000000021,10.0,0,300,0
20,20,0.008625055999999631,10.0,0,300,0
21,21,0.008689817999998795,10.0,0,300,0
22,22,0.008755079000000165,10.0,0,300,0
23,23,0.00882008600000006,10.0,0,300,0
24,24,0.008885309000000063,10.0,0,300,0
25,25,0.00895030599999913,10.0,0,300,0
26,26,0.012272205000000369,10.0,0,300,0
27,27,0.01234420699999994,10.0,0,300,0
28,28,0.012411680999999675,10.0,0,300,0
29,29,0.012531147999998993,11.0,0,300,0
30,30,0.012597920999999346,11.0,0,300,0
31,31,0.012664665999999158,11.0,0,300,0
32,32,0.012730601999999536,11.0,0,300,0
33,33,0.012799043999999427,11.0,0,300,0
34,34,0.0128684149999998,11.0,0,300,0
35,35,0.012934065999999689,11.0,0,300,0
36,36,0.01300431599999996,11.0,0,300,0
37,37,0.013073479999999194,11.0,0,300,0
38,38,0.013139276000000422,11.0,0,300,0
39,39,0.013205117000000044,11.0,0,300,0
40,40,0.013276334999998696,11.0,0,300,0
41,41,0.013344760999999039,11.0,0,300,0
42,42,0.013413089000000156,11.0,0,300,0
43,43,0.013478843999999768,11.0,0,300,0
44,44,0.013545550999999989,11.0,0,300,0
45,45,0.013614721999999801,11.0,0,300,0
46,46,0.013683472000000307,11.0,0,300,0
47,47,0.013752782999999269,11.0,0,300,0
48,48,0.013822792999999223,11.0,0,300,0
49,49,0.013932529999999943,11.0,0,300,0
50,50,0.014002728999999547,11.0,0,300,0
51,51,0.0183037439999989,11.0,0,300,0
52,52,0.01837998599999935,11.0,0,300,0
53,53,0.018452283000000236,11.0,0,300,0
54,54,0.018519799999999975,11.0,0,300,0
55,55,0.01858690599999946,11.0,0,300,0
56,56,0.018653565999999344,11.0,0,300,0
57,57,0.018723488999999205,11.0,0,300,0
58,58,0.01879346900000023,11.0,0,300,0
59,59,0.018866196999999474,11.0,0,300,0
60,60,0.01893667499999907,11.0,0,300,0
61,61,0.019006884999999585,11.0,0,300,0
62,62,0.019073213999998728,11.0,0,300,0
63,63,0.019144571,11.0,0,300,0
64,64,0.019251782999999634,11.0,0,300,0
65,65,0.01935757000000038,11.0,0,300,0
66,66,0.01942488799999964,11.0,0,300,0
67,67,0.01949192100000019,11.0,0,300,0
68,68,0.019616736999999773,12.0,0,300,0
69,69,0.019688688000000454,12.0,0,300,0
70,70,0.019760222000000383,12.0,0,300,0
71,71,0.019827294999998912,12.0,0,300,0
72,72,0.019897160999999386,12.0,0,300,0
73,73,0.019966463999999462,12.0,0,300,0
74,74,0.02003700399999886,12.0,0,300,0
75,75,0.020107345999999637,12.0,0,300,0
76,76,0.02358848999999985,12.0,0,300,0
77,77,0.023664575999999826,12.0,0,300,0
78,78,0.023734723999998764,12.0,0,300,0
79,79,0.023807005000000103,12.0,0,300,0
80,80,0.023879137999999855,12.0,0,300,0
81,81,0.023947548999998958,12.0,0,300,0
82,82,0.024015743999999728,12.0,0,300,0
83,83,0.024083534999999046,12.0,0,300,0
84,84,0.024155538999998782,12.0,0,300,0
85,85,0.024229044000000144,12.0,0,300,0
86,86,0.02430095099999896,12.0,0,300,0
87,87,0.024368950999999583,12.0,0,300,0
88,88,0.024437127999998864,12.0,0,300,0
89,89,0.024506603999999044,12.0,0,300,0
90,90,0.024615298999998814,12.0,0,300,0
91,91,0.024683889000000292,12.0,0,300,0
92,92,0.02475581100000035,12.0,0,300,0
93,93,0.024825058999999428,12.0,0,300,0
94,94,0.024897642999999192,12.0,0,300,0
95,95,0.024967320000000015,12.0,0,300,0
96,96,0.025036907999998803,12.0,0,300,0
97,97,0.025240861000000336,12.0,0,300,0
98,98,0.025330234000000118,12.0,0,300,0
99,99,0.025442703999999594,12.0,0,300,0
100,100,0.025516934999998853,12.0,0,300,0
101,101,0.03003818799999891,12.0,0,300,0
102,102,0.030114300999999344,12.0,0,300,0
103,103,0.03018925699999997,12.0,0,300,0
104,104,0.03026230599999913,12.0,0,300,0
105,105,0.030334915999999268,12.0,0,300,0
106,106,0.03040818599999895,12.0,0,300,0
107,107,0.030480016000000276,12.0,0,300,0
108,108,0.03054979899999921,12.0,0,300,0
109,109,0.03062206099999898,12.0,0,300,0
110,110,0.030694622000000393,12.0,0,300,0
111,111,0.030764479000000122,12.0,0,300,0
112,112,0.03083729799999979,12.0,0,300,0
113,113,0.03091050499999959,12.0,0,300,0
114,114,0.030983649999999585,12.0,0,300,0
115,115,0.031056841999999918,12.0,0,300,0
116,116,0.03112969599999893,12.0,0,300,0
117,117,0.031203341999999523,12.0,0,300,0
118,118,0.03127361399999984,12.0,0,300,0
119,119,0.0313478319999998,12.0,0,300,0
120,120,0.03141852799999967,12.0,0,300,0
121,121,0.03149322999999882,12.0,0,300,0
122,122,0.0315631879999998,12.0,0,300,0
123,123,0.03163725299999953,12.0,0,300,0
124,124,0.03170733700000028,12.0,0,300,0
125,125,0.031780992999999924,12.0,0,300,0
126,126,0.0363441809999987,12.0,0,300,0
127,127,0.03642773800000043,12.0,0,300,0
128,128,0.036502016000000026,12.0,0,300,0
129,129,0.036574831999999446,12.0,0,300,0
130,130,0.036651180999999866,12.0,0,300,0
131,131,0.03672534899999924,12.0,0,300,0
132,132,0.036799809999999766,12.0,0,300,0
133,133,0.036875042000000136,12.0,0,300,0
134,134,0.03695021199999893,12.0,0,300,0
135,135,0.037021891000000196,12.0,0,300,0
136,136,0.03709279499999951,12.0,0,300,0
137,137,0.03716353399999939,12.0,0,300,0
138,138,0.03723719699999961,12.0,0,300,0
139,139,0.03730801000000028,12.0,0,300,0
140,140,0.037382317999998804,12.0,0,300,0
141,141,0.037454141999999635,12.0,0,300,0
142,142,0.037526985999999596,12.0,0,300,0
143,143,0.03760406399999994,12.0,0,300,0
144,144,0.03768100899999993,12.0,0,300,0
145,145,0.03775908799999961,12.0,0,300,0
146,146,0.0378341339999988,12.0,0,300,0
147,147,0.03791169299999986,12.0,0,300,0
148,148,0.037987971999999814,12.0,0,300,0
149,149,0.03806789299999913,12.0,0,300,0
150,150,0.03814903299999983,12.0,0,300,0
151,151,0.04293485300000022,12.0,0,300,0
152,152,0.043020162999999556,12.0,0,300,0
153,153,0.04310145799999887,12.0,0,300,0
154,154,0.04317713000000012,12.0,0,300,0
155,155,0.043280403999998995,12.0,0,300,0
156,156,0.043370735999999965,12.0,0,300,0
157,157,0.04344348699999934,12.0,0,300,0
158,158,0.04351879599999897,12.0,0,300,0
159,159,0.04359565699999912,12.0,0,300,0
160,160,0.04368657599999892,12.0,0,300,0
161,161,0.04376657099999903,12.0,0,300,0
162,162,0.04384153500000032,12.0,0,300,0
163,163,0.04391907499999981,12.0,0,300,0
164,164,0.04399893599999949,12.0,0,300,0
165,165,0.044074584999998834,12.0,0,300,0
166,166,0.044152247999999616,12.0,0,300,0
167,167,0.044230982000000196,12.0,0,300,0
168,168,0.04431218599999909,12.0,0,300,0
