,Iteration,Time,Fitness,Temperature,max_iters
0,0,5.173600000007994e-05,3.0,250,32768
1,1,0.006031891999999983,4.0,250,32768
2,2,0.010966763999999962,6.0,250,32768
3,3,0.015654201000000034,6.0,250,32768
4,4,0.015760624000000112,7.0,250,32768
5,5,0.01976558900000014,5.0,250,32768
6,6,0.019845396000000015,4.0,250,32768
7,7,0.01992465099999996,5.0,250,32768
8,8,0.019998978000000056,6.0,250,32768
9,9,0.023951784000000087,6.0,250,32768
10,10,0.02403816500000011,7.0,250,32768
11,11,0.024113574000000026,5.0,250,32768
12,12,0.024190793000000044,5.0,250,32768
13,13,0.024268232000000056,6.0,250,32768
14,14,0.02434021399999997,4.0,250,32768
15,15,0.02441530100000011,4.0,250,32768
16,16,0.024490016999999975,4.0,250,32768
17,17,0.02856361900000004,4.0,250,32768
18,18,0.028646987999999984,4.0,250,32768
19,19,0.028723242999999954,4.0,250,32768
20,20,0.028777835000000085,4.0,250,32768
21,21,0.028851936999999994,4.0,250,32768
22,22,0.028927075000000135,6.0,250,32768
23,23,0.028997866000000094,5.0,250,32768
24,24,0.029067788000000094,4.0,250,32768
25,25,0.029141649000000047,7.0,250,32768
26,26,0.029212672000000106,4.0,250,32768
27,27,0.029287561000000073,4.0,250,32768
28,28,0.029361436999999935,4.0,250,32768
29,29,0.02943211300000015,3.0,250,32768
30,30,0.029507291000000047,3.0,250,32768
31,31,0.029580613000000033,3.0,250,32768
32,32,0.029656359999999937,3.0,250,32768
33,33,0.03322760800000002,4.0,250,32768
34,34,0.03337726900000004,6.0,250,32768
35,35,0.03346804000000003,4.0,250,32768
36,36,0.03354435099999997,3.0,250,32768
37,37,0.03362966800000011,3.0,250,32768
38,38,0.03370852000000002,4.0,250,32768
39,39,0.03378104900000012,3.0,250,32768
40,40,0.033857049999999944,4.0,250,32768
41,41,0.03393367200000008,4.0,250,32768
42,42,0.03401147999999998,5.0,250,32768
43,43,0.03408687899999996,6.0,250,32768
44,44,0.03415815700000002,4.0,250,32768
45,45,0.03423321800000001,4.0,250,32768
46,46,0.03430940599999999,5.0,250,32768
47,47,0.03438629300000007,5.0,250,32768
48,48,0.034461254,4.0,250,32768
49,49,0.034634961000000075,5.0,250,32768
50,50,0.03481240000000008,4.0,250,32768
51,51,0.034909837000000055,4.0,250,32768
52,52,0.034991313000000135,4.0,250,32768
53,53,0.03507039100000009,4.0,250,32768
54,54,0.03514389100000015,3.0,250,32768
55,55,0.03522098500000004,3.0,250,32768
56,56,0.03529653899999996,4.0,250,32768
57,57,0.035374777999999996,5.0,250,32768
58,58,0.03545113999999994,5.0,250,32768
59,59,0.035531164000000004,5.0,250,32768
60,60,0.03560654600000013,4.0,250,32768
61,61,0.03568204100000005,4.0,250,32768
62,62,0.03575849200000003,4.0,250,32768
63,63,0.035834622999999954,5.0,250,32768
64,64,0.03590625199999997,4.0,250,32768
65,65,0.040319768000000034,4.0,250,32768
66,66,0.040404662000000036,3.0,250,32768
67,67,0.04048520499999997,4.0,250,32768
68,68,0.040561599999999975,5.0,250,32768
69,69,0.04063806900000011,5.0,250,32768
70,70,0.04071411899999999,5.0,250,32768
71,71,0.040785289,3.0,250,32768
72,72,0.04085937299999998,4.0,250,32768
73,73,0.040940211999999976,2.0,250,32768
74,74,0.04101599300000003,2.0,250,32768
75,75,0.04109239600000003,3.0,250,32768
76,76,0.04116848300000009,4.0,250,32768
77,77,0.04124017499999999,3.0,250,32768
78,78,0.041316144000000055,3.0,250,32768
79,79,0.04139434600000014,4.0,250,32768
80,80,0.041470150999999955,4.0,250,32768
81,81,0.04154255700000009,2.0,250,32768
82,82,0.04162494900000002,4.0,250,32768
83,83,0.04172366100000002,2.0,250,32768
84,84,0.04193293400000009,3.0,250,32768
85,85,0.04202494599999995,2.0,250,32768
86,86,0.042107538,2.0,250,32768
87,87,0.04218697799999993,2.0,250,32768
88,88,0.042264933000000005,2.0,250,32768
89,89,0.04234156099999997,1.0,250,32768
90,90,0.04242162500000002,2.0,250,32768
91,91,0.042499545999999944,2.0,250,32768
92,92,0.04257539300000013,4.0,250,32768
93,93,0.04265261499999995,5.0,250,32768
94,94,0.04273037599999996,6.0,250,32768
95,95,0.042807599999999946,6.0,250,32768
96,96,0.042881535000000026,4.0,250,32768
97,97,0.042959426999999994,4.0,250,32768
98,98,0.04303367300000005,2.0,250,32768
99,99,0.043105533000000085,1.0,250,32768
100,100,0.043178584999999936,0.0,250,32768
