,Iteration,Fitness,Time,State,Population Size,Mutation Rate,max_iters
0,0,3.0,0.006978725999999824,"[5, 0, 3, 3, 7, 9, 3, 5, 2, 4]",200,0.3,32768
1,1,0.0,0.027121907999999806,"[1, 6, 2, 8, 4, 3, 6, 5, 2, 7]",200,0.3,32768
2,2,0.0,0.027121907999999806,"[1, 6, 2, 8, 4, 3, 6, 5, 2, 7]",200,0.3,32768
3,4,0.0,0.027121907999999806,"[1, 6, 2, 8, 4, 3, 6, 5, 2, 7]",200,0.3,32768
4,8,0.0,0.027121907999999806,"[1, 6, 2, 8, 4, 3, 6, 5, 2, 7]",200,0.3,32768
5,16,0.0,0.027121907999999806,"[1, 6, 2, 8, 4, 3, 6, 5, 2, 7]",200,0.3,32768
6,32,0.0,0.027121907999999806,"[1, 6, 2, 8, 4, 3, 6, 5, 2, 7]",200,0.3,32768
7,64,0.0,0.027121907999999806,"[1, 6, 2, 8, 4, 3, 6, 5, 2, 7]",200,0.3,32768
8,128,0.0,0.027121907999999806,"[1, 6, 2, 8, 4, 3, 6, 5, 2, 7]",200,0.3,32768
9,256,0.0,0.027121907999999806,"[1, 6, 2, 8, 4, 3, 6, 5, 2, 7]",200,0.3,32768
10,512,0.0,0.027121907999999806,"[1, 6, 2, 8, 4, 3, 6, 5, 2, 7]",200,0.3,32768
11,1024,0.0,0.027121907999999806,"[1, 6, 2, 8, 4, 3, 6, 5, 2, 7]",200,0.3,32768
12,2048,0.0,0.027121907999999806,"[1, 6, 2, 8, 4, 3, 6, 5, 2, 7]",200,0.3,32768
13,4096,0.0,0.027121907999999806,"[1, 6, 2, 8, 4, 3, 6, 5, 2, 7]",200,0.3,32768
14,8192,0.0,0.027121907999999806,"[1, 6, 2, 8, 4, 3, 6, 5, 2, 7]",200,0.3,32768
15,16384,0.0,0.027121907999999806,"[1, 6, 2, 8, 4, 3, 6, 5, 2, 7]",200,0.3,32768
16,32768,0.0,0.027121907999999806,"[1, 6, 2, 8, 4, 3, 6, 5, 2, 7]",200,0.3,32768
