,Iteration,Fitness,Time,State,schedule_type,schedule_init_temp,schedule_exp_const,schedule_min_temp,schedule_current_value,Temperature,max_iters
0,0,7.0,7.204500000002056e-05,"[0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0]",exponential,100,0.005,0.001,99.9999639775065,100,300
1,10,5.0,0.004300248999999923,"[0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0]",exponential,100,0.005,0.001,99.99784989861502,100,300
2,25,4.0,0.008865377999999868,"[0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1]",exponential,100,0.005,0.001,99.9955674092422,100,300
3,50,4.0,0.014246512999999794,"[0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1]",exponential,100,0.005,0.001,99.99287699719788,100,300
4,75,5.0,0.019943800000000067,"[1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1]",exponential,100,0.005,0.001,99.99002859717743,100,300
5,100,5.0,0.025799342000000003,"[1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1]",exponential,100,0.005,0.001,99.98710116097178,100,300
6,125,5.0,0.031619626999999983,"[1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1]",exponential,100,0.005,0.001,99.98419143618516,100,300
7,150,3.0,0.03737752799999994,"[1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1]",exponential,100,0.005,0.001,99.98131298224071,100,300
8,175,6.0,0.04331968499999972,"[1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1]",exponential,100,0.005,0.001,99.97834250307453,100,300
9,200,4.0,0.04974144899999988,"[0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1]",exponential,100,0.005,0.001,99.9751323680083,100,300
10,300,5.0,0.06134412599999983,"[1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1]",exponential,100,0.005,0.001,99.96933264039636,100,300
