,Iteration,Fitness,Time,State,Restarts,max_iters,current_restart
0,0,13130.134083610645,0.00012820500000287893,"[28, 11, 10, 41, 2, 27, 38, 31, 22, 4, 33, 35, 26, 34, 18, 7, 14, 45, 48, 29, 15, 30, 32, 16, 42, 20, 43, 8, 13, 25, 5, 17, 40, 49, 1, 12, 37, 24, 6, 23, 36, 21, 19, 9, 39, 46, 3, 0, 47, 44]",0,2000,0
1,10,12127.957951974628,0.005867311000002928,"[28, 11, 5, 41, 2, 27, 38, 31, 22, 39, 33, 35, 26, 34, 18, 7, 14, 45, 48, 29, 15, 30, 32, 16, 3, 20, 43, 8, 13, 25, 10, 17, 40, 49, 1, 12, 37, 24, 6, 23, 19, 21, 36, 9, 4, 46, 42, 0, 47, 44]",0,2000,0
2,25,11525.915200343456,0.011290161000005128,"[28, 11, 5, 41, 2, 27, 38, 31, 33, 39, 4, 35, 26, 34, 18, 7, 14, 45, 24, 29, 15, 30, 32, 16, 3, 20, 43, 8, 13, 25, 10, 17, 40, 49, 1, 12, 37, 48, 6, 23, 19, 21, 36, 9, 22, 46, 42, 0, 47, 44]",0,2000,0
3,50,10371.316484113611,0.018899342000004538,"[28, 11, 5, 20, 2, 27, 46, 31, 33, 39, 4, 35, 26, 45, 16, 1, 18, 34, 24, 29, 15, 38, 32, 14, 3, 41, 43, 8, 13, 25, 17, 10, 40, 49, 7, 12, 42, 48, 6, 30, 19, 21, 36, 9, 22, 23, 37, 0, 47, 44]",0,2000,0
4,75,10140.097260615832,0.02640550200000291,"[28, 11, 5, 20, 2, 27, 13, 31, 44, 39, 4, 35, 26, 45, 16, 1, 18, 34, 24, 29, 15, 38, 32, 14, 3, 41, 23, 8, 46, 25, 17, 10, 40, 49, 7, 12, 42, 48, 6, 30, 19, 21, 36, 9, 22, 43, 37, 0, 47, 33]",0,2000,0
5,100,9959.766164561097,0.033458462000005795,"[28, 11, 5, 20, 2, 27, 13, 31, 25, 39, 4, 35, 26, 45, 8, 1, 18, 34, 24, 29, 15, 38, 32, 14, 3, 22, 23, 16, 46, 44, 33, 10, 40, 49, 7, 12, 42, 48, 6, 30, 19, 21, 36, 9, 41, 43, 37, 0, 47, 17]",0,2000,0
6,125,9507.581870316117,0.04105070300000335,"[47, 11, 5, 20, 2, 27, 13, 31, 25, 39, 4, 35, 26, 45, 8, 1, 16, 34, 24, 29, 15, 38, 32, 14, 3, 22, 23, 18, 46, 44, 43, 10, 40, 0, 7, 12, 42, 48, 6, 30, 19, 37, 36, 9, 41, 33, 21, 49, 28, 17]",0,2000,0
7,150,9298.577493463246,0.048167978000002165,"[47, 11, 12, 35, 2, 27, 13, 31, 25, 39, 4, 20, 26, 45, 8, 1, 16, 34, 24, 14, 15, 38, 32, 29, 3, 22, 23, 18, 46, 44, 43, 10, 40, 0, 21, 5, 42, 48, 6, 30, 19, 37, 36, 9, 41, 33, 7, 49, 28, 17]",0,2000,0
8,175,8972.860875555089,0.05555465000000481,"[47, 11, 4, 35, 2, 27, 48, 31, 25, 39, 12, 32, 26, 45, 8, 1, 16, 34, 24, 14, 15, 38, 20, 29, 3, 22, 23, 18, 46, 44, 43, 10, 40, 0, 21, 5, 42, 13, 6, 30, 19, 37, 36, 9, 41, 33, 7, 49, 28, 17]",0,2000,0
9,200,8731.712470792256,0.064064707,"[47, 11, 4, 35, 2, 42, 48, 31, 25, 39, 12, 32, 26, 45, 8, 1, 16, 7, 24, 14, 15, 38, 20, 29, 3, 22, 23, 18, 46, 44, 43, 10, 40, 0, 21, 5, 27, 13, 6, 30, 19, 33, 36, 9, 41, 37, 34, 49, 28, 17]",0,2000,0
10,300,7850.887690494052,0.08292107400000504,"[47, 44, 7, 35, 2, 42, 48, 31, 25, 39, 12, 26, 46, 45, 8, 1, 3, 4, 24, 14, 15, 41, 20, 13, 16, 22, 32, 18, 5, 11, 43, 10, 40, 21, 0, 23, 27, 29, 6, 30, 19, 33, 36, 9, 38, 37, 34, 49, 28, 17]",0,2000,0
11,400,7023.5199542699,0.10273940700000139,"[47, 37, 44, 32, 2, 42, 48, 31, 7, 39, 9, 26, 46, 27, 8, 1, 3, 35, 24, 14, 15, 41, 20, 13, 16, 22, 4, 18, 5, 11, 19, 10, 21, 40, 0, 23, 45, 29, 6, 30, 43, 33, 36, 12, 38, 25, 34, 49, 28, 17]",0,2000,0
12,500,6654.297116199122,0.12303880700000036,"[47, 37, 44, 32, 2, 42, 48, 31, 7, 12, 9, 26, 46, 27, 8, 1, 45, 16, 24, 14, 15, 41, 20, 13, 29, 22, 4, 18, 5, 11, 19, 10, 0, 40, 21, 23, 3, 35, 6, 30, 43, 33, 36, 39, 38, 25, 34, 49, 28, 17]",0,2000,0
13,600,6440.32690215076,0.14450723200000226,"[47, 37, 44, 11, 2, 42, 48, 31, 7, 12, 9, 26, 46, 27, 8, 1, 45, 16, 24, 14, 15, 41, 20, 13, 29, 3, 18, 4, 5, 32, 19, 10, 0, 40, 21, 23, 22, 35, 6, 30, 43, 33, 38, 39, 36, 25, 34, 49, 28, 17]",0,2000,0
14,700,5923.151907416335,0.16706736000000433,"[33, 37, 47, 11, 2, 42, 48, 31, 7, 12, 9, 3, 13, 27, 8, 1, 22, 45, 16, 35, 15, 41, 20, 46, 29, 26, 18, 4, 5, 32, 19, 10, 0, 40, 21, 23, 24, 14, 6, 30, 43, 44, 38, 39, 36, 25, 34, 49, 28, 17]",0,2000,0
15,800,5893.373076291772,0.1909053310000033,"[33, 37, 47, 11, 2, 42, 48, 31, 7, 12, 9, 16, 13, 27, 8, 1, 22, 45, 3, 35, 15, 41, 20, 46, 29, 26, 18, 4, 5, 32, 19, 10, 0, 40, 21, 23, 24, 14, 6, 30, 43, 44, 38, 39, 36, 25, 34, 49, 28, 17]",0,2000,0
16,900,5893.373076291772,0.2015528930000059,"[33, 37, 47, 11, 2, 42, 48, 31, 7, 12, 9, 16, 13, 27, 8, 1, 22, 45, 3, 35, 15, 41, 20, 46, 29, 26, 18, 4, 5, 32, 19, 10, 0, 40, 21, 23, 24, 14, 6, 30, 43, 44, 38, 39, 36, 25, 34, 49, 28, 17]",0,2000,0
17,1000,5893.373076291772,0.2015528930000059,"[33, 37, 47, 11, 2, 42, 48, 31, 7, 12, 9, 16, 13, 27, 8, 1, 22, 45, 3, 35, 15, 41, 20, 46, 29, 26, 18, 4, 5, 32, 19, 10, 0, 40, 21, 23, 24, 14, 6, 30, 43, 44, 38, 39, 36, 25, 34, 49, 28, 17]",0,2000,0
18,1500,5893.373076291772,0.2015528930000059,"[33, 37, 47, 11, 2, 42, 48, 31, 7, 12, 9, 16, 13, 27, 8, 1, 22, 45, 3, 35, 15, 41, 20, 46, 29, 26, 18, 4, 5, 32, 19, 10, 0, 40, 21, 23, 24, 14, 6, 30, 43, 44, 38, 39, 36, 25, 34, 49, 28, 17]",0,2000,0
19,2000,5893.373076291772,0.2015528930000059,"[33, 37, 47, 11, 2, 42, 48, 31, 7, 12, 9, 16, 13, 27, 8, 1, 22, 45, 3, 35, 15, 41, 20, 46, 29, 26, 18, 4, 5, 32, 19, 10, 0, 40, 21, 23, 24, 14, 6, 30, 43, 44, 38, 39, 36, 25, 34, 49, 28, 17]",0,2000,0
