,Iteration,Time,Fitness,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,0.017405738999999976,12.0,True,200,0.3,30
1,1,0.08986551099999973,4.0,True,200,0.3,30
2,2,0.15421806299999963,4.0,True,200,0.3,30
3,3,0.2165505019999996,4.0,True,200,0.3,30
4,4,0.27932915199999986,2.0,True,200,0.3,30
5,5,0.34267218899999996,2.0,True,200,0.3,30
6,6,0.4071777179999998,1.0,True,200,0.3,30
7,7,0.4585117799999998,1.0,True,200,0.3,30
8,8,0.5121181969999999,1.0,True,200,0.3,30
9,9,0.5654897649999997,1.0,True,200,0.3,30
10,10,0.618137403,0.0,True,200,0.3,30
