,Iteration,Time,Fitness,Population Size,Mutation Rate,max_iters
0,0,0.007482093000000134,7.0,100,0.3,300
1,1,0.02456215499999992,15.0,100,0.3,300
2,2,0.0373933760000007,16.0,100,0.3,300
3,3,0.050703436000000934,18.0,100,0.3,300
4,4,0.06261081400000101,18.0,100,0.3,300
5,5,0.07478087299999991,18.0,100,0.3,300
6,6,0.08787700600000115,18.0,100,0.3,300
7,7,0.10045800299999996,18.0,100,0.3,300
8,8,0.11238201000000103,24.0,100,0.3,300
9,9,0.1248930570000013,24.0,100,0.3,300
10,10,0.13690052000000108,24.0,100,0.3,300
11,11,0.15278300399999978,24.0,100,0.3,300
12,12,0.16516199500000006,24.0,100,0.3,300
13,13,0.17754235900000026,24.0,100,0.3,300
14,14,0.19105518900000007,26.0,100,0.3,300
15,15,0.20450759900000115,26.0,100,0.3,300
16,16,0.2168636810000013,26.0,100,0.3,300
17,17,0.22923469100000027,26.0,100,0.3,300
18,18,0.24176112800000027,26.0,100,0.3,300
19,19,0.2537397840000004,26.0,100,0.3,300
20,20,0.2658053260000006,26.0,100,0.3,300
21,21,0.278002046000001,26.0,100,0.3,300
22,22,0.29035230500000075,28.0,100,0.3,300
23,23,0.3025466950000002,29.0,100,0.3,300
24,24,0.314069764000001,29.0,100,0.3,300
25,25,0.32629403199999985,29.0,100,0.3,300
26,26,0.34318349100000134,31.0,100,0.3,300
27,27,0.35577937800000115,31.0,100,0.3,300
28,28,0.36841911399999994,31.0,100,0.3,300
29,29,0.38132458699999994,31.0,100,0.3,300
30,30,0.3939739729999996,31.0,100,0.3,300
31,31,0.40816137300000044,31.0,100,0.3,300
32,32,0.4211039630000002,31.0,100,0.3,300
33,33,0.43374407100000134,32.0,100,0.3,300
34,34,0.44599854299999997,33.0,100,0.3,300
35,35,0.45848511800000047,33.0,100,0.3,300
36,36,0.4708425390000013,33.0,100,0.3,300
37,37,0.48304655000000096,33.0,100,0.3,300
38,38,0.49530421600000096,33.0,100,0.3,300
39,39,0.5074428849999997,33.0,100,0.3,300
40,40,0.5195694680000003,33.0,100,0.3,300
41,41,0.5323066700000005,33.0,100,0.3,300
42,42,0.5453236449999999,33.0,100,0.3,300
43,43,0.557723514000001,33.0,100,0.3,300
44,44,0.569690253000001,40.0,100,0.3,300
45,45,0.5816086040000013,40.0,100,0.3,300
46,46,0.5944892389999996,40.0,100,0.3,300
47,47,0.6071123350000001,40.0,100,0.3,300
48,48,0.6194658080000011,41.0,100,0.3,300
49,49,0.6315409370000005,41.0,100,0.3,300
50,50,0.6437084100000003,41.0,100,0.3,300
51,51,0.6600983019999997,41.0,100,0.3,300
52,52,0.6726494820000006,41.0,100,0.3,300
53,53,0.6854581680000003,43.0,100,0.3,300
54,54,0.6984406009999997,43.0,100,0.3,300
55,55,0.7109958509999998,43.0,100,0.3,300
56,56,0.723281515,43.0,100,0.3,300
57,57,0.7357235700000011,44.0,100,0.3,300
58,58,0.7479768970000009,44.0,100,0.3,300
59,59,0.7603923560000005,44.0,100,0.3,300
60,60,0.7726758940000007,44.0,100,0.3,300
61,61,0.7849119210000008,44.0,100,0.3,300
62,62,0.797296609,44.0,100,0.3,300
63,63,0.809590171,44.0,100,0.3,300
64,64,0.8218488810000011,44.0,100,0.3,300
65,65,0.8342088010000008,44.0,100,0.3,300
66,66,0.8463671589999997,44.0,100,0.3,300
67,67,0.8586322070000012,45.0,100,0.3,300
68,68,0.8707437169999999,45.0,100,0.3,300
69,69,0.8830094769999999,46.0,100,0.3,300
70,70,0.8956629620000012,46.0,100,0.3,300
71,71,0.9085108799999997,46.0,100,0.3,300
72,72,0.9204968119999997,46.0,100,0.3,300
73,73,0.9328963029999997,46.0,100,0.3,300
74,74,0.9451479210000002,46.0,100,0.3,300
75,75,0.9577656670000003,46.0,100,0.3,300
76,76,0.9742170950000002,46.0,100,0.3,300
77,77,0.9864233220000003,46.0,100,0.3,300
78,78,0.9990471129999996,46.0,100,0.3,300
79,79,1.013142556,47.0,100,0.3,300
80,80,1.0263030950000012,48.0,100,0.3,300
81,81,1.0401817970000007,48.0,100,0.3,300
82,82,1.0537636500000005,48.0,100,0.3,300
83,83,1.0659077339999996,48.0,100,0.3,300
84,84,1.0779082070000001,48.0,100,0.3,300
85,85,1.089854248,48.0,100,0.3,300
86,86,1.104143509,50.0,100,0.3,300
87,87,1.1169310890000013,51.0,100,0.3,300
88,88,1.1286227550000003,51.0,100,0.3,300
89,89,1.1406377120000002,51.0,100,0.3,300
90,90,1.1527074370000001,51.0,100,0.3,300
91,91,1.164430556000001,51.0,100,0.3,300
92,92,1.1767174950000001,51.0,100,0.3,300
93,93,1.1889994670000004,53.0,100,0.3,300
94,94,1.2012090960000013,53.0,100,0.3,300
95,95,1.212804191,53.0,100,0.3,300
96,96,1.2250349500000013,53.0,100,0.3,300
97,97,1.2378356700000008,54.0,100,0.3,300
98,98,1.2500536750000002,55.0,100,0.3,300
99,99,1.2626059250000008,55.0,100,0.3,300
100,100,1.2748911530000004,55.0,100,0.3,300
101,101,1.2934193700000005,55.0,100,0.3,300
102,102,1.3072061359999996,55.0,100,0.3,300
103,103,1.3209743029999998,56.0,100,0.3,300
104,104,1.334978403000001,56.0,100,0.3,300
105,105,1.347980595000001,56.0,100,0.3,300
106,106,1.3604582670000003,56.0,100,0.3,300
107,107,1.3729027690000013,56.0,100,0.3,300
108,108,1.3858226610000006,57.0,100,0.3,300
109,109,1.4004058560000008,58.0,100,0.3,300
110,110,1.41343906,58.0,100,0.3,300
111,111,1.4260470200000004,58.0,100,0.3,300
112,112,1.43859855,58.0,100,0.3,300
113,113,1.4507553309999999,58.0,100,0.3,300
114,114,1.4629495660000007,58.0,100,0.3,300
115,115,1.4749547070000002,59.0,100,0.3,300
116,116,1.4869745549999998,59.0,100,0.3,300
117,117,1.4987984,60.0,100,0.3,300
118,118,1.5111436640000004,61.0,100,0.3,300
119,119,1.5236085730000006,61.0,100,0.3,300
120,120,1.5363656199999998,61.0,100,0.3,300
121,121,1.5485113229999996,62.0,100,0.3,300
122,122,1.5612847970000008,62.0,100,0.3,300
123,123,1.573702110000001,62.0,100,0.3,300
124,124,1.5859556460000004,64.0,100,0.3,300
125,125,1.5994495700000009,64.0,100,0.3,300
126,126,1.616909069,64.0,100,0.3,300
127,127,1.629003568,64.0,100,0.3,300
128,128,1.641873374000001,64.0,100,0.3,300
129,129,1.654886256000001,64.0,100,0.3,300
130,130,1.667175747,64.0,100,0.3,300
131,131,1.679353206,65.0,100,0.3,300
132,132,1.6918767720000005,65.0,100,0.3,300
133,133,1.7038047030000012,65.0,100,0.3,300
134,134,1.715720065000001,65.0,100,0.3,300
135,135,1.7279783270000006,65.0,100,0.3,300
136,136,1.7398753190000011,67.0,100,0.3,300
137,137,1.751851051000001,67.0,100,0.3,300
138,138,1.7638205320000004,67.0,100,0.3,300
139,139,1.7762704520000003,67.0,100,0.3,300
140,140,1.7882636830000003,67.0,100,0.3,300
141,141,1.8004023280000006,68.0,100,0.3,300
142,142,1.8124742080000011,68.0,100,0.3,300
143,143,1.8247770330000002,73.0,100,0.3,300
144,144,1.836441809,73.0,100,0.3,300
145,145,1.848379769000001,76.0,100,0.3,300
146,146,1.8605032940000008,76.0,100,0.3,300
147,147,1.8724167850000004,76.0,100,0.3,300
148,148,1.8846723500000007,76.0,100,0.3,300
149,149,1.897340539,76.0,100,0.3,300
150,150,1.9095076779999989,76.0,100,0.3,300
151,151,1.9261342730000006,78.0,100,0.3,300
152,152,1.9383950810000012,78.0,100,0.3,300
153,153,1.9510652709999992,78.0,100,0.3,300
154,154,1.9638030460000007,78.0,100,0.3,300
155,155,1.9765404240000013,78.0,100,0.3,300
156,156,1.988784107999999,78.0,100,0.3,300
157,157,2.000902440999999,78.0,100,0.3,300
158,158,2.014566985,78.0,100,0.3,300
159,159,2.027458011000002,78.0,100,0.3,300
160,160,2.0396330329999994,79.0,100,0.3,300
161,161,2.0517455410000007,81.0,100,0.3,300
162,162,2.064597228000002,81.0,100,0.3,300
163,163,2.07663992,81.0,100,0.3,300
164,164,2.0885533560000002,81.0,100,0.3,300
165,165,2.100903263000001,81.0,100,0.3,300
166,166,2.1142616289999996,81.0,100,0.3,300
167,167,2.126402968999999,83.0,100,0.3,300
168,168,2.138432476,83.0,100,0.3,300
169,169,2.149851025000002,83.0,100,0.3,300
170,170,2.1618410249999993,83.0,100,0.3,300
171,171,2.173777908,84.0,100,0.3,300
172,172,2.185688831000002,84.0,100,0.3,300
173,173,2.1972397740000016,84.0,100,0.3,300
174,174,2.2092514639999994,84.0,100,0.3,300
175,175,2.2218127680000013,84.0,100,0.3,300
176,176,2.239970055999999,84.0,100,0.3,300
177,177,2.2520170870000005,88.0,100,0.3,300
178,178,2.264363502,88.0,100,0.3,300
179,179,2.2773389830000017,88.0,100,0.3,300
180,180,2.290020799999999,88.0,100,0.3,300
181,181,2.3022039980000013,88.0,100,0.3,300
182,182,2.3143334540000016,88.0,100,0.3,300
183,183,2.326877181000002,90.0,100,0.3,300
184,184,2.3391451659999998,90.0,100,0.3,300
185,185,2.3510098850000016,90.0,100,0.3,300
186,186,2.3631185410000004,90.0,100,0.3,300
187,187,2.375024666,92.0,100,0.3,300
188,188,2.3869775340000015,95.0,100,0.3,300
189,189,2.4008804150000014,95.0,100,0.3,300
190,190,2.413505359,95.0,100,0.3,300
191,191,2.4255224470000005,95.0,100,0.3,300
192,192,2.438120034999999,95.0,100,0.3,300
193,193,2.449991916,95.0,100,0.3,300
194,194,2.461908847000002,95.0,100,0.3,300
195,195,2.474360420000002,99.0,100,0.3,300
196,196,2.4865972600000017,99.0,100,0.3,300
197,197,2.498557119999999,99.0,100,0.3,300
198,198,2.5103849030000003,100.0,100,0.3,300
199,199,2.522434342000002,100.0,100,0.3,300
200,200,2.535492444000001,100.0,100,0.3,300
201,201,2.552531599,100.0,100,0.3,300
202,202,2.5652435250000014,100.0,100,0.3,300
203,203,2.578024503,100.0,100,0.3,300
204,204,2.590955418000002,100.0,100,0.3,300
205,205,2.603647583999999,100.0,100,0.3,300
206,206,2.616528143000002,100.0,100,0.3,300
207,207,2.6286962800000016,100.0,100,0.3,300
208,208,2.640775790000001,100.0,100,0.3,300
209,209,2.6524259390000022,100.0,100,0.3,300
210,210,2.664180913000001,100.0,100,0.3,300
211,211,2.6770083620000005,100.0,100,0.3,300
212,212,2.690097618000001,100.0,100,0.3,300
213,213,2.7020400220000003,100.0,100,0.3,300
214,214,2.713982532000001,100.0,100,0.3,300
215,215,2.726035639000001,100.0,100,0.3,300
216,216,2.7383671240000016,100.0,100,0.3,300
217,217,2.750064485000001,100.0,100,0.3,300
218,218,2.7623128579999996,100.0,100,0.3,300
219,219,2.7744748690000005,100.0,100,0.3,300
220,220,2.7863013950000006,100.0,100,0.3,300
221,221,2.798217811999999,100.0,100,0.3,300
222,222,2.810245459999999,100.0,100,0.3,300
223,223,2.8221140810000005,100.0,100,0.3,300
224,224,2.8340466750000015,100.0,100,0.3,300
225,225,2.845784954000001,100.0,100,0.3,300
226,226,2.857806139999999,100.0,100,0.3,300
227,227,2.870382438000002,100.0,100,0.3,300
228,228,2.882472738999999,100.0,100,0.3,300
229,229,2.895598953000002,100.0,100,0.3,300
230,230,2.907936715,100.0,100,0.3,300
231,231,2.920103484,100.0,100,0.3,300
232,232,2.932292301000002,100.0,100,0.3,300
233,233,2.9441663810000005,100.0,100,0.3,300
234,234,2.9559086310000016,100.0,100,0.3,300
235,235,2.968388682999999,100.0,100,0.3,300
236,236,2.9804176679999994,100.0,100,0.3,300
237,237,2.99237834,100.0,100,0.3,300
238,238,3.004001424,100.0,100,0.3,300
239,239,3.017416109000001,100.0,100,0.3,300
240,240,3.029511671,100.0,100,0.3,300
241,241,3.0420051399999988,100.0,100,0.3,300
242,242,3.054231374000002,100.0,100,0.3,300
243,243,3.067076677000001,100.0,100,0.3,300
244,244,3.0788697759999994,100.0,100,0.3,300
245,245,3.0909341450000003,100.0,100,0.3,300
246,246,3.1034028960000004,100.0,100,0.3,300
247,247,3.1164900289999995,100.0,100,0.3,300
248,248,3.128761035000002,100.0,100,0.3,300
249,249,3.1406522610000014,100.0,100,0.3,300
250,250,3.152807449999999,100.0,100,0.3,300
251,251,3.1648826880000005,100.0,100,0.3,300
252,252,3.1769783940000007,100.0,100,0.3,300
253,253,3.189275726,100.0,100,0.3,300
254,254,3.2011973340000015,100.0,100,0.3,300
255,255,3.2148415580000016,100.0,100,0.3,300
256,256,3.2267874370000005,100.0,100,0.3,300
257,257,3.239425313,100.0,100,0.3,300
258,258,3.2516295720000006,100.0,100,0.3,300
259,259,3.264082757999999,100.0,100,0.3,300
260,260,3.2759689580000018,100.0,100,0.3,300
261,261,3.2880431209999994,100.0,100,0.3,300
262,262,3.2998826470000022,100.0,100,0.3,300
263,263,3.312210087000002,100.0,100,0.3,300
264,264,3.324900557000001,100.0,100,0.3,300
265,265,3.3378241739999996,100.0,100,0.3,300
266,266,3.350013981000002,100.0,100,0.3,300
267,267,3.362607371000001,100.0,100,0.3,300
268,268,3.374889223000002,100.0,100,0.3,300
269,269,3.387319561,100.0,100,0.3,300
270,270,3.4010203299999997,100.0,100,0.3,300
271,271,3.4138365659999987,100.0,100,0.3,300
272,272,3.4262630410000003,100.0,100,0.3,300
