,Iteration,Time,Fitness,Population Size,Mutation Rate,max_iters
0,0,0.1013396550000003,15.0,200,0.3,32768
1,1,0.22389486100000067,9.0,200,0.3,32768
2,2,0.33285461500000046,9.0,200,0.3,32768
3,3,0.4440076350000002,4.0,200,0.3,32768
4,4,0.5458919730000007,4.0,200,0.3,32768
5,5,0.6587052180000006,4.0,200,0.3,32768
6,6,0.76132109,4.0,200,0.3,32768
7,7,0.8650125920000002,4.0,200,0.3,32768
8,8,0.9699196890000001,4.0,200,0.3,32768
9,9,1.0770158740000007,4.0,200,0.3,32768
10,10,1.1817200460000006,4.0,200,0.3,32768
11,11,1.285727358,4.0,200,0.3,32768
12,12,1.3882481980000003,4.0,200,0.3,32768
13,13,1.489922505,4.0,200,0.3,32768
14,14,1.5943519690000008,4.0,200,0.3,32768
15,15,1.6968837200000007,4.0,200,0.3,32768
16,16,1.8026802160000006,4.0,200,0.3,32768
17,17,1.912940956,4.0,200,0.3,32768
18,18,2.016283501,4.0,200,0.3,32768
19,19,2.1212887730000007,4.0,200,0.3,32768
20,20,2.225176533,4.0,200,0.3,32768
21,21,2.3289950360000002,4.0,200,0.3,32768
22,22,2.4301231850000002,4.0,200,0.3,32768
23,23,2.534962556,3.0,200,0.3,32768
24,24,2.6422934520000005,3.0,200,0.3,32768
25,25,2.743904028,3.0,200,0.3,32768
26,26,2.8458085730000002,3.0,200,0.3,32768
27,27,2.9489215380000005,3.0,200,0.3,32768
28,28,3.049544257,3.0,200,0.3,32768
29,29,3.15369218,3.0,200,0.3,32768
30,30,3.2539338530000004,3.0,200,0.3,32768
31,31,3.355251583000001,3.0,200,0.3,32768
32,32,3.4544399210000005,3.0,200,0.3,32768
33,33,3.564911740000001,1.0,200,0.3,32768
34,34,3.672287241000001,1.0,200,0.3,32768
35,35,3.775695355,1.0,200,0.3,32768
36,36,3.8779471819999998,1.0,200,0.3,32768
37,37,3.9793206980000004,1.0,200,0.3,32768
38,38,4.0805395010000005,1.0,200,0.3,32768
39,39,4.185129874000001,1.0,200,0.3,32768
40,40,4.2892640449999995,1.0,200,0.3,32768
41,41,4.3913337299999995,1.0,200,0.3,32768
42,42,4.493526942000001,1.0,200,0.3,32768
43,43,4.597007027,1.0,200,0.3,32768
44,44,4.7048122039999996,0.0,200,0.3,32768
