,Iteration,Time,Fitness,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,0.09302090000000085,15.0,True,200,0.2,32768
1,1,0.8945127570000011,6.0,True,200,0.2,32768
2,2,1.585352276,5.0,True,200,0.2,32768
3,3,2.324862125000001,5.0,True,200,0.2,32768
4,4,2.92910204,4.0,True,200,0.2,32768
5,5,3.5473099280000007,4.0,True,200,0.2,32768
6,6,5.124857275,4.0,True,200,0.2,32768
7,7,6.812185023000001,4.0,True,200,0.2,32768
8,8,8.439528854999999,4.0,True,200,0.2,32768
9,9,10.015650163,4.0,True,200,0.2,32768
10,10,11.639530961000002,4.0,True,200,0.2,32768
11,11,13.415555952000002,4.0,True,200,0.2,32768
12,12,14.966787627000002,4.0,True,200,0.2,32768
13,13,16.535794301,4.0,True,200,0.2,32768
14,14,18.081847091,4.0,True,200,0.2,32768
15,15,19.737797674,4.0,True,200,0.2,32768
16,16,21.299111794999998,4.0,True,200,0.2,32768
17,17,22.886808268,4.0,True,200,0.2,32768
18,18,24.460323994000003,4.0,True,200,0.2,32768
19,19,26.027646170999997,4.0,True,200,0.2,32768
20,20,27.590314092000003,4.0,True,200,0.2,32768
21,21,29.159990474,4.0,True,200,0.2,32768
22,22,30.710525047,4.0,True,200,0.2,32768
23,23,32.268546455000006,4.0,True,200,0.2,32768
24,24,33.812736883,4.0,True,200,0.2,32768
25,25,35.371673966,4.0,True,200,0.2,32768
26,26,36.934160129000006,4.0,True,200,0.2,32768
27,27,38.494987761000004,4.0,True,200,0.2,32768
28,28,40.06364549,4.0,True,200,0.2,32768
29,29,41.618663563,4.0,True,200,0.2,32768
30,30,43.191988451,4.0,True,200,0.2,32768
31,31,44.751610123000006,4.0,True,200,0.2,32768
32,32,46.296156987,4.0,True,200,0.2,32768
33,33,47.929485191,4.0,True,200,0.2,32768
34,34,49.533436456000004,4.0,True,200,0.2,32768
35,35,51.10565114800001,4.0,True,200,0.2,32768
36,36,52.65140629,4.0,True,200,0.2,32768
37,37,54.21899651300001,4.0,True,200,0.2,32768
38,38,55.796119493000006,4.0,True,200,0.2,32768
39,39,57.353883573000005,4.0,True,200,0.2,32768
40,40,58.908134586,4.0,True,200,0.2,32768
41,41,60.466745648,4.0,True,200,0.2,32768
42,42,62.015646225,4.0,True,200,0.2,32768
43,43,63.57464273800001,4.0,True,200,0.2,32768
44,44,65.134536991,4.0,True,200,0.2,32768
45,45,66.68086128200001,4.0,True,200,0.2,32768
46,46,68.224730237,4.0,True,200,0.2,32768
47,47,69.772999747,4.0,True,200,0.2,32768
48,48,71.38302712000001,4.0,True,200,0.2,32768
49,49,72.949190742,4.0,True,200,0.2,32768
50,50,74.499094623,4.0,True,200,0.2,32768
51,51,76.043530582,4.0,True,200,0.2,32768
52,52,77.57483785000001,4.0,True,200,0.2,32768
53,53,79.122872124,4.0,True,200,0.2,32768
54,54,80.66954784800001,4.0,True,200,0.2,32768
55,55,82.198653451,4.0,True,200,0.2,32768
56,56,83.738034043,4.0,True,200,0.2,32768
57,57,85.272589045,4.0,True,200,0.2,32768
58,58,86.80244586100001,4.0,True,200,0.2,32768
59,59,88.333762908,4.0,True,200,0.2,32768
60,60,89.85621591900001,4.0,True,200,0.2,32768
61,61,91.386107298,4.0,True,200,0.2,32768
62,62,92.90105058,4.0,True,200,0.2,32768
63,63,94.43664210600001,4.0,True,200,0.2,32768
64,64,95.963436996,4.0,True,200,0.2,32768
65,65,97.529874983,4.0,True,200,0.2,32768
66,66,99.061185217,4.0,True,200,0.2,32768
67,67,100.597985584,4.0,True,200,0.2,32768
68,68,102.124157287,4.0,True,200,0.2,32768
69,69,103.66758290700001,4.0,True,200,0.2,32768
70,70,105.205805623,4.0,True,200,0.2,32768
71,71,106.731615985,4.0,True,200,0.2,32768
72,72,108.253292266,4.0,True,200,0.2,32768
73,73,109.769581602,4.0,True,200,0.2,32768
74,74,111.288536541,4.0,True,200,0.2,32768
75,75,112.80739033100001,4.0,True,200,0.2,32768
76,76,114.343902635,4.0,True,200,0.2,32768
77,77,115.87704401,4.0,True,200,0.2,32768
78,78,117.405414716,4.0,True,200,0.2,32768
79,79,118.92048568500002,4.0,True,200,0.2,32768
80,80,120.428713789,4.0,True,200,0.2,32768
81,81,121.93190515500001,4.0,True,200,0.2,32768
82,82,123.45299226899999,4.0,True,200,0.2,32768
83,83,124.96623363399999,4.0,True,200,0.2,32768
84,84,126.479101786,4.0,True,200,0.2,32768
85,85,127.99653390099999,4.0,True,200,0.2,32768
86,86,129.537487139,4.0,True,200,0.2,32768
87,87,131.04928518900002,4.0,True,200,0.2,32768
88,88,132.552206699,4.0,True,200,0.2,32768
89,89,134.078468066,4.0,True,200,0.2,32768
90,90,135.593786144,4.0,True,200,0.2,32768
91,91,137.10765044000001,4.0,True,200,0.2,32768
92,92,138.625363179,4.0,True,200,0.2,32768
93,93,140.15889425700001,4.0,True,200,0.2,32768
94,94,141.68496031,4.0,True,200,0.2,32768
95,95,143.192328193,4.0,True,200,0.2,32768
96,96,144.71550267700002,4.0,True,200,0.2,32768
97,97,146.22986756,4.0,True,200,0.2,32768
98,98,147.72357533000002,4.0,True,200,0.2,32768
99,99,149.256301092,4.0,True,200,0.2,32768
100,100,150.787296915,4.0,True,200,0.2,32768
101,101,152.306102781,4.0,True,200,0.2,32768
102,102,153.8275113,4.0,True,200,0.2,32768
103,103,155.361187497,4.0,True,200,0.2,32768
104,104,156.878427592,4.0,True,200,0.2,32768
105,105,158.406872784,4.0,True,200,0.2,32768
106,106,159.931399742,4.0,True,200,0.2,32768
107,107,161.444861963,4.0,True,200,0.2,32768
108,108,162.976312531,4.0,True,200,0.2,32768
109,109,164.521181356,4.0,True,200,0.2,32768
110,110,166.046332863,4.0,True,200,0.2,32768
111,111,167.549260618,4.0,True,200,0.2,32768
112,112,169.106630157,4.0,True,200,0.2,32768
113,113,170.73896660900002,4.0,True,200,0.2,32768
114,114,172.400215858,4.0,True,200,0.2,32768
115,115,174.034009287,4.0,True,200,0.2,32768
116,116,175.600587202,4.0,True,200,0.2,32768
117,117,177.129460783,4.0,True,200,0.2,32768
118,118,178.69125276900002,4.0,True,200,0.2,32768
119,119,180.315613808,4.0,True,200,0.2,32768
120,120,181.90217124,4.0,True,200,0.2,32768
121,121,183.480679255,4.0,True,200,0.2,32768
122,122,185.073962442,4.0,True,200,0.2,32768
123,123,186.60347904,4.0,True,200,0.2,32768
124,124,188.163927627,4.0,True,200,0.2,32768
125,125,189.748125943,4.0,True,200,0.2,32768
126,126,191.325613865,4.0,True,200,0.2,32768
127,127,192.904435906,4.0,True,200,0.2,32768
128,128,194.500601841,4.0,True,200,0.2,32768
129,129,196.063454048,4.0,True,200,0.2,32768
130,130,197.573084382,4.0,True,200,0.2,32768
131,131,199.169914748,4.0,True,200,0.2,32768
132,132,200.809241143,4.0,True,200,0.2,32768
133,133,202.36781969,4.0,True,200,0.2,32768
134,134,203.893442445,4.0,True,200,0.2,32768
135,135,205.50484575000002,4.0,True,200,0.2,32768
136,136,207.151348285,4.0,True,200,0.2,32768
137,137,208.833825827,4.0,True,200,0.2,32768
138,138,210.376750068,4.0,True,200,0.2,32768
139,139,211.918110648,4.0,True,200,0.2,32768
140,140,213.795170019,4.0,True,200,0.2,32768
141,141,215.516568371,4.0,True,200,0.2,32768
142,142,217.241898535,4.0,True,200,0.2,32768
143,143,218.764869588,4.0,True,200,0.2,32768
144,144,220.367447995,4.0,True,200,0.2,32768
145,145,221.860672395,4.0,True,200,0.2,32768
146,146,223.422887613,4.0,True,200,0.2,32768
147,147,224.949453389,4.0,True,200,0.2,32768
148,148,226.45108579,4.0,True,200,0.2,32768
149,149,227.94864926600002,4.0,True,200,0.2,32768
150,150,229.518268477,4.0,True,200,0.2,32768
151,151,231.130226241,4.0,True,200,0.2,32768
152,152,232.696592468,4.0,True,200,0.2,32768
153,153,234.324230299,4.0,True,200,0.2,32768
154,154,235.904950861,4.0,True,200,0.2,32768
155,155,237.474564582,4.0,True,200,0.2,32768
156,156,239.149864632,4.0,True,200,0.2,32768
157,157,240.742752285,4.0,True,200,0.2,32768
158,158,242.357401994,4.0,True,200,0.2,32768
159,159,243.892512882,4.0,True,200,0.2,32768
160,160,245.405932939,4.0,True,200,0.2,32768
161,161,246.92400872300001,4.0,True,200,0.2,32768
162,162,248.50652838,4.0,True,200,0.2,32768
163,163,250.10975218299998,4.0,True,200,0.2,32768
164,164,251.65126420700003,4.0,True,200,0.2,32768
165,165,253.151862216,4.0,True,200,0.2,32768
166,166,254.654631562,4.0,True,200,0.2,32768
167,167,256.15463970599995,4.0,True,200,0.2,32768
168,168,257.63100417,4.0,True,200,0.2,32768
169,169,259.232084822,4.0,True,200,0.2,32768
170,170,260.737328257,4.0,True,200,0.2,32768
171,171,262.220520036,4.0,True,200,0.2,32768
172,172,263.72851641999995,4.0,True,200,0.2,32768
173,173,265.228182312,4.0,True,200,0.2,32768
174,174,266.726193819,4.0,True,200,0.2,32768
175,175,268.247392537,4.0,True,200,0.2,32768
176,176,269.911468665,4.0,True,200,0.2,32768
177,177,271.54246570799995,4.0,True,200,0.2,32768
178,178,273.15320940099997,4.0,True,200,0.2,32768
179,179,274.80900461899995,4.0,True,200,0.2,32768
180,180,276.451631187,4.0,True,200,0.2,32768
181,181,278.196620561,4.0,True,200,0.2,32768
182,182,279.917577655,4.0,True,200,0.2,32768
183,183,281.544370665,4.0,True,200,0.2,32768
184,184,283.071110817,4.0,True,200,0.2,32768
185,185,284.57446325999996,4.0,True,200,0.2,32768
186,186,286.067086481,4.0,True,200,0.2,32768
187,187,287.634928852,4.0,True,200,0.2,32768
188,188,289.29222321599997,4.0,True,200,0.2,32768
189,189,290.915468021,4.0,True,200,0.2,32768
190,190,292.569511299,4.0,True,200,0.2,32768
