,Iteration,Fitness,Time,State,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,15.0,0.09302090000000085,"[44, 47, 0, 3, 3, 39, 9, 19, 21, 36, 23, 6, 24, 24, 12, 1, 38, 39, 23, 46, 24, 17, 37, 25, 13, 8, 9, 20, 16, 5, 15, 47, 0, 18, 35, 24, 49, 29, 19, 19, 14, 39, 32, 1, 9, 32, 31, 10, 23, 35]",True,200,0.2,32768
1,1,6.0,0.8945127570000011,"[34.0, 16.0, 35.0, 28.0, 26.0, 23.0, 48.0, 2.0, 38.0, 9.0, 2.0, 44.0, 41.0, 25.0, 36.0, 26.0, 4.0, 31.0, 10.0, 12.0, 40.0, 33.0, 37.0, 39.0, 32.0, 33.0, 26.0, 35.0, 25.0, 24.0, 18.0, 20.0, 30.0, 28.0, 8.0, 18.0, 27.0, 14.0, 20.0, 32.0, 28.0, 11.0, 18.0, 46.0, 44.0, 19.0, 36.0, 0.0, 10.0, 3.0]",True,200,0.2,32768
2,2,5.0,1.585352276,"[34.0, 16.0, 35.0, 35.0, 26.0, 23.0, 3.0, 47.0, 38.0, 9.0, 2.0, 44.0, 41.0, 25.0, 36.0, 26.0, 4.0, 31.0, 10.0, 12.0, 40.0, 33.0, 37.0, 39.0, 32.0, 33.0, 26.0, 35.0, 6.0, 24.0, 18.0, 20.0, 30.0, 28.0, 8.0, 18.0, 27.0, 14.0, 20.0, 32.0, 28.0, 11.0, 18.0, 46.0, 44.0, 19.0, 36.0, 0.0, 10.0, 3.0]",True,200,0.2,32768
3,4,4.0,2.92910204,"[19.0, 6.0, 7.0, 44.0, 27.0, 18.0, 27.0, 3.0, 33.0, 29.0, 21.0, 40.0, 38.0, 24.0, 1.0, 13.0, 9.0, 38.0, 2.0, 37.0, 14.0, 18.0, 47.0, 1.0, 27.0, 49.0, 15.0, 4.0, 3.0, 32.0, 44.0, 16.0, 44.0, 49.0, 11.0, 20.0, 39.0, 46.0, 15.0, 40.0, 2.0, 45.0, 35.0, 31.0, 35.0, 12.0, 20.0, 23.0, 5.0, 0.0]",True,200,0.2,32768
4,8,4.0,8.439528854999999,"[19.0, 6.0, 7.0, 44.0, 27.0, 18.0, 27.0, 3.0, 33.0, 29.0, 21.0, 40.0, 38.0, 24.0, 1.0, 13.0, 9.0, 38.0, 2.0, 37.0, 14.0, 18.0, 47.0, 1.0, 27.0, 49.0, 15.0, 4.0, 3.0, 32.0, 44.0, 16.0, 44.0, 49.0, 11.0, 20.0, 39.0, 46.0, 15.0, 40.0, 2.0, 45.0, 35.0, 31.0, 35.0, 12.0, 20.0, 23.0, 5.0, 0.0]",True,200,0.2,32768
5,16,4.0,21.299111794999998,"[19.0, 6.0, 7.0, 44.0, 27.0, 18.0, 27.0, 3.0, 33.0, 29.0, 21.0, 40.0, 38.0, 24.0, 1.0, 13.0, 9.0, 38.0, 2.0, 37.0, 14.0, 18.0, 47.0, 1.0, 27.0, 49.0, 15.0, 4.0, 3.0, 32.0, 44.0, 16.0, 44.0, 49.0, 11.0, 20.0, 39.0, 46.0, 15.0, 40.0, 2.0, 45.0, 35.0, 31.0, 35.0, 12.0, 20.0, 23.0, 5.0, 0.0]",True,200,0.2,32768
6,32,4.0,46.296156987,"[19.0, 6.0, 7.0, 44.0, 27.0, 18.0, 27.0, 3.0, 33.0, 29.0, 21.0, 40.0, 38.0, 24.0, 1.0, 13.0, 9.0, 38.0, 2.0, 37.0, 14.0, 18.0, 47.0, 1.0, 27.0, 49.0, 15.0, 4.0, 3.0, 32.0, 44.0, 16.0, 44.0, 49.0, 11.0, 20.0, 39.0, 46.0, 15.0, 40.0, 2.0, 45.0, 35.0, 31.0, 35.0, 12.0, 20.0, 23.0, 5.0, 0.0]",True,200,0.2,32768
7,64,4.0,95.963436996,"[19.0, 6.0, 7.0, 44.0, 27.0, 18.0, 27.0, 3.0, 33.0, 29.0, 21.0, 40.0, 38.0, 24.0, 1.0, 13.0, 9.0, 38.0, 2.0, 37.0, 14.0, 18.0, 47.0, 1.0, 27.0, 49.0, 15.0, 4.0, 3.0, 32.0, 44.0, 16.0, 44.0, 49.0, 11.0, 20.0, 39.0, 46.0, 15.0, 40.0, 2.0, 45.0, 35.0, 31.0, 35.0, 12.0, 20.0, 23.0, 5.0, 0.0]",True,200,0.2,32768
8,128,4.0,194.500601841,"[19.0, 6.0, 7.0, 44.0, 27.0, 18.0, 27.0, 3.0, 33.0, 29.0, 21.0, 40.0, 38.0, 24.0, 1.0, 13.0, 9.0, 38.0, 2.0, 37.0, 14.0, 18.0, 47.0, 1.0, 27.0, 49.0, 15.0, 4.0, 3.0, 32.0, 44.0, 16.0, 44.0, 49.0, 11.0, 20.0, 39.0, 46.0, 15.0, 40.0, 2.0, 45.0, 35.0, 31.0, 35.0, 12.0, 20.0, 23.0, 5.0, 0.0]",True,200,0.2,32768
9,256,4.0,397.20326958699997,"[19.0, 6.0, 7.0, 44.0, 27.0, 18.0, 27.0, 3.0, 33.0, 29.0, 21.0, 40.0, 38.0, 24.0, 1.0, 13.0, 9.0, 38.0, 2.0, 37.0, 14.0, 18.0, 47.0, 1.0, 27.0, 49.0, 15.0, 4.0, 3.0, 32.0, 44.0, 16.0, 44.0, 49.0, 11.0, 20.0, 39.0, 46.0, 15.0, 40.0, 2.0, 45.0, 35.0, 31.0, 35.0, 12.0, 20.0, 23.0, 5.0, 0.0]",True,200,0.2,32768
