,Iteration,Time,Fitness,Restarts,max_iters,current_restart
0,0,0.00015425899999998993,6.0,0,300,0
1,1,0.007345986999999998,6.0,0,300,0
2,2,0.007378620000000002,6.0,0,300,0
3,3,0.007404761999999954,6.0,0,300,0
4,4,0.007429472999999964,6.0,0,300,0
5,5,0.007456000000000018,6.0,0,300,0
6,6,0.007480539000000008,6.0,0,300,0
7,7,0.007504435999999948,6.0,0,300,0
8,8,0.007528051999999952,6.0,0,300,0
9,9,0.00755337300000003,6.0,0,300,0
10,10,0.007577680000000031,6.0,0,300,0
11,11,0.010997228000000026,6.0,0,300,0
12,12,0.011028809000000028,6.0,0,300,0
13,13,0.011060170000000036,6.0,0,300,0
14,14,0.011086217999999981,6.0,0,300,0
15,15,0.011113103999999985,6.0,0,300,0
16,16,0.011138270999999977,6.0,0,300,0
17,17,0.011166969000000027,6.0,0,300,0
18,18,0.011194550999999997,6.0,0,300,0
19,19,0.011236310000000027,9.0,0,300,0
20,20,0.011273393999999937,10.0,0,300,0
21,21,0.011298832000000036,10.0,0,300,0
22,22,0.01132318600000004,10.0,0,300,0
23,23,0.011347415999999999,10.0,0,300,0
24,24,0.011371916999999954,10.0,0,300,0
25,25,0.01139952199999994,10.0,0,300,0
26,26,0.015283869999999977,10.0,0,300,0
27,27,0.015315485000000018,10.0,0,300,0
28,28,0.015344019000000042,10.0,0,300,0
29,29,0.015370494999999984,10.0,0,300,0
30,30,0.015399457999999977,10.0,0,300,0
31,31,0.015425963999999959,10.0,0,300,0
32,32,0.015452263999999993,10.0,0,300,0
33,33,0.01547779699999996,10.0,0,300,0
34,34,0.01550320500000002,10.0,0,300,0
35,35,0.01552838099999998,10.0,0,300,0
36,36,0.015556228999999977,10.0,0,300,0
37,37,0.015585133999999945,10.0,0,300,0
38,38,0.015612669000000023,10.0,0,300,0
39,39,0.015640584000000013,10.0,0,300,0
40,40,0.015667427999999983,10.0,0,300,0
41,41,0.015693234999999972,10.0,0,300,0
42,42,0.015720525999999957,10.0,0,300,0
43,43,0.01574849899999997,10.0,0,300,0
44,44,0.015775160999999982,10.0,0,300,0
45,45,0.01580315600000004,10.0,0,300,0
46,46,0.015829894999999983,10.0,0,300,0
47,47,0.015856336000000026,10.0,0,300,0
48,48,0.015882829000000043,10.0,0,300,0
49,49,0.01590901499999997,10.0,0,300,0
50,50,0.015935507999999987,10.0,0,300,0
51,51,0.01938254500000003,10.0,0,300,0
52,52,0.019415152999999963,10.0,0,300,0
53,53,0.019443957999999983,10.0,0,300,0
54,54,0.019472699000000038,10.0,0,300,0
55,55,0.01949992300000003,10.0,0,300,0
56,56,0.019526935999999995,10.0,0,300,0
57,57,0.019553941999999935,10.0,0,300,0
58,58,0.019580946000000043,10.0,0,300,0
59,59,0.019612485000000013,10.0,0,300,0
60,60,0.019640274000000013,10.0,0,300,0
61,61,0.019667507999999945,10.0,0,300,0
62,62,0.019694260999999935,10.0,0,300,0
63,63,0.019721250000000023,10.0,0,300,0
64,64,0.019748191999999998,10.0,0,300,0
65,65,0.01977509700000002,10.0,0,300,0
66,66,0.019802352000000023,10.0,0,300,0
67,67,0.01983417200000004,10.0,0,300,0
68,68,0.01986249799999995,10.0,0,300,0
69,69,0.019905804999999943,10.0,0,300,0
70,70,0.01996081900000002,10.0,0,300,0
71,71,0.019995765,10.0,0,300,0
72,72,0.020026271999999956,10.0,0,300,0
73,73,0.020063147000000003,10.0,0,300,0
74,74,0.020092122999999962,10.0,0,300,0
75,75,0.020123521000000033,10.0,0,300,0
76,76,0.024409016000000006,10.0,0,300,0
77,77,0.024493831999999993,10.0,0,300,0
78,78,0.024530886999999946,10.0,0,300,0
79,79,0.024561774000000036,10.0,0,300,0
80,80,0.024591457999999955,10.0,0,300,0
81,81,0.024624689000000033,10.0,0,300,0
82,82,0.024655132999999996,10.0,0,300,0
83,83,0.02468694199999999,10.0,0,300,0
84,84,0.02471654999999995,10.0,0,300,0
85,85,0.024744897000000043,10.0,0,300,0
86,86,0.024773245,10.0,0,300,0
87,87,0.024803703999999982,10.0,0,300,0
88,88,0.02483270900000001,10.0,0,300,0
89,89,0.024862826000000005,10.0,0,300,0
90,90,0.024894018000000018,10.0,0,300,0
91,91,0.024923593999999993,10.0,0,300,0
92,92,0.024951984999999954,10.0,0,300,0
93,93,0.024980629999999948,10.0,0,300,0
94,94,0.02500878900000003,10.0,0,300,0
95,95,0.02503931699999995,10.0,0,300,0
96,96,0.025068557999999963,10.0,0,300,0
97,97,0.025096507999999962,10.0,0,300,0
98,98,0.025125015999999945,10.0,0,300,0
99,99,0.025153596,10.0,0,300,0
100,100,0.025182175999999945,10.0,0,300,0
101,101,0.029024296999999977,10.0,0,300,0
102,102,0.029059115000000024,10.0,0,300,0
103,103,0.029091550999999938,10.0,0,300,0
104,104,0.029121532999999977,10.0,0,300,0
105,105,0.029151307999999987,10.0,0,300,0
106,106,0.029184721000000025,10.0,0,300,0
107,107,0.029219953999999992,10.0,0,300,0
108,108,0.029250391000000042,10.0,0,300,0
109,109,0.02927996300000002,10.0,0,300,0
110,110,0.02931188600000001,10.0,0,300,0
111,111,0.02934211200000003,10.0,0,300,0
112,112,0.029371672000000015,10.0,0,300,0
113,113,0.02940106499999995,10.0,0,300,0
114,114,0.02943321099999996,10.0,0,300,0
115,115,0.02946412899999995,10.0,0,300,0
116,116,0.02949384300000002,10.0,0,300,0
117,117,0.02952385599999996,10.0,0,300,0
118,118,0.029554705999999986,10.0,0,300,0
119,119,0.029587169000000024,10.0,0,300,0
120,120,0.029617708999999937,10.0,0,300,0
