,Iteration,Fitness,Time,State,schedule_type,schedule_init_temp,schedule_exp_const,schedule_min_temp,schedule_current_value,Temperature,max_iters
0,0,2385.008139095197,8.285600000002002e-05,"[2, 8, 4, 9, 1, 6, 7, 3, 0, 5]",exponential,50,0.005,0.001,49.99997928600429,50,2000
1,10,2202.4502117207185,0.005701057999999981,"[9, 7, 4, 0, 8, 2, 6, 3, 5, 1]",exponential,50,0.005,0.001,49.99857475581359,50,2000
2,25,2060.6441916156673,0.011341416000000049,"[9, 4, 7, 0, 2, 8, 1, 3, 5, 6]",exponential,50,0.005,0.001,49.9971647263908,50,2000
3,50,1338.6049395053963,0.017915061000000065,"[6, 3, 9, 0, 1, 8, 2, 5, 7, 4]",exponential,50,0.005,0.001,49.995521435337395,50,2000
4,75,1370.4604141548011,0.026224892,"[6, 3, 9, 8, 1, 2, 0, 5, 7, 4]",exponential,50,0.005,0.001,49.99344420682181,50,2000
5,100,1429.6129735396014,0.03377320500000003,"[3, 6, 9, 8, 1, 0, 2, 5, 7, 4]",exponential,50,0.005,0.001,49.99155741160323,50,2000
6,125,1401.286407364775,0.04088763900000003,"[6, 3, 9, 1, 8, 0, 2, 5, 7, 4]",exponential,50,0.005,0.001,49.98977913505318,50,2000
7,150,1338.6049395053963,0.048213821000000046,"[6, 3, 9, 0, 1, 8, 2, 5, 7, 4]",exponential,50,0.005,0.001,49.9879479974911,50,2000
8,175,1353.1110216893624,0.056019127999999974,"[3, 6, 9, 0, 8, 1, 2, 5, 7, 4]",exponential,50,0.005,0.001,49.98599717915609,50,2000
9,200,1306.2221321581449,0.06333921100000006,"[6, 3, 9, 0, 2, 1, 8, 5, 7, 4]",exponential,50,0.005,0.001,49.984167704395105,50,2000
10,300,1307.5838351930106,0.07850979800000013,"[3, 6, 9, 0, 2, 1, 8, 5, 7, 4]",exponential,50,0.005,0.001,49.98037640236371,50,2000
11,400,1306.2221321581449,0.09565746000000008,"[6, 3, 9, 0, 2, 1, 8, 5, 7, 4]",exponential,50,0.005,0.001,49.97609135305687,50,2000
12,500,1306.2221321581449,0.11399969099999996,"[6, 3, 9, 0, 2, 1, 8, 5, 7, 4]",exponential,50,0.005,0.001,49.97150819816292,50,2000
13,600,1307.5838351930106,0.13230382399999996,"[3, 6, 9, 0, 2, 1, 8, 5, 7, 4]",exponential,50,0.005,0.001,49.966934981776674,50,2000
14,700,1307.5838351930106,0.13944945100000006,"[3, 6, 9, 0, 2, 1, 8, 5, 7, 4]",exponential,50,0.005,0.001,49.965149788269116,50,2000
15,800,1307.5838351930106,0.13944945100000006,"[3, 6, 9, 0, 2, 1, 8, 5, 7, 4]",exponential,50,0.005,0.001,49.965149788269116,50,2000
16,900,1307.5838351930106,0.13944945100000006,"[3, 6, 9, 0, 2, 1, 8, 5, 7, 4]",exponential,50,0.005,0.001,49.965149788269116,50,2000
17,1000,1307.5838351930106,0.13944945100000006,"[3, 6, 9, 0, 2, 1, 8, 5, 7, 4]",exponential,50,0.005,0.001,49.965149788269116,50,2000
18,1500,1307.5838351930106,0.13944945100000006,"[3, 6, 9, 0, 2, 1, 8, 5, 7, 4]",exponential,50,0.005,0.001,49.965149788269116,50,2000
19,2000,1307.5838351930106,0.13944945100000006,"[3, 6, 9, 0, 2, 1, 8, 5, 7, 4]",exponential,50,0.005,0.001,49.965149788269116,50,2000
