,Iteration,Fitness,Time,State,Population Size,Mutation Rate,max_iters
0,0,2385.008139095197,0.0006158460000000865,"[2, 8, 4, 9, 1, 6, 7, 3, 0, 5]",10,0.05,2000
1,10,1667.4267580844203,0.017373233000000043,"[6, 9, 1, 2, 7, 5, 8, 0, 3, 4]",10,0.05,2000
2,25,1584.144042985653,0.03771811500000011,"[6, 9, 1, 8, 7, 5, 2, 0, 3, 4]",10,0.05,2000
3,50,1552.678164213357,0.07107175199999993,"[6, 9, 1, 8, 5, 7, 2, 0, 3, 4]",10,0.05,2000
4,75,1496.6364273217425,0.10449114599999998,"[6, 9, 1, 8, 5, 7, 0, 2, 4, 3]",10,0.05,2000
5,100,1495.2747242868768,0.1354103390000001,"[3, 9, 1, 8, 5, 7, 0, 2, 4, 6]",10,0.05,2000
6,125,1419.8360036674483,0.1696485430000001,"[3, 2, 1, 8, 5, 7, 0, 9, 4, 6]",10,0.05,2000
7,150,1419.8360036674483,0.200429521,"[3, 2, 1, 8, 5, 7, 0, 9, 4, 6]",10,0.05,2000
8,175,1419.8360036674483,0.23397823500000015,"[3, 2, 1, 8, 5, 7, 0, 9, 4, 6]",10,0.05,2000
9,200,1419.8360036674483,0.2649698090000001,"[3, 2, 1, 8, 5, 7, 0, 9, 4, 6]",10,0.05,2000
10,300,1419.8360036674483,0.28825092600000013,"[3, 2, 1, 8, 5, 7, 0, 9, 4, 6]",10,0.05,2000
11,400,1419.8360036674483,0.28825092600000013,"[3, 2, 1, 8, 5, 7, 0, 9, 4, 6]",10,0.05,2000
12,500,1419.8360036674483,0.28825092600000013,"[3, 2, 1, 8, 5, 7, 0, 9, 4, 6]",10,0.05,2000
13,600,1419.8360036674483,0.28825092600000013,"[3, 2, 1, 8, 5, 7, 0, 9, 4, 6]",10,0.05,2000
14,700,1419.8360036674483,0.28825092600000013,"[3, 2, 1, 8, 5, 7, 0, 9, 4, 6]",10,0.05,2000
15,800,1419.8360036674483,0.28825092600000013,"[3, 2, 1, 8, 5, 7, 0, 9, 4, 6]",10,0.05,2000
16,900,1419.8360036674483,0.28825092600000013,"[3, 2, 1, 8, 5, 7, 0, 9, 4, 6]",10,0.05,2000
17,1000,1419.8360036674483,0.28825092600000013,"[3, 2, 1, 8, 5, 7, 0, 9, 4, 6]",10,0.05,2000
