,Iteration,Fitness,Time,State,schedule_type,schedule_init_temp,schedule_exp_const,schedule_min_temp,schedule_current_value,Temperature,max_iters
0,0,6.0,6.13390000000491e-05,"[0, 1, 1, 0, 1, 1, 1, 1, 1, 1]",exponential,100,0.005,0.001,99.9999693305047,100,300
1,10,3.0,0.004412282000000101,"[0, 1, 1, 0, 1, 0, 1, 1, 1, 0]",exponential,100,0.005,0.001,99.9977938833351,100,300
2,25,14.0,0.009508566000000052,"[1, 0, 0, 0, 0, 1, 1, 1, 1, 0]",exponential,100,0.005,0.001,99.99524583001424,100,300
3,50,3.0,0.014338237000000031,"[0, 1, 1, 1, 0, 1, 0, 0, 1, 0]",exponential,100,0.005,0.001,99.99283113847515,100,300
4,75,7.0,0.01970284600000005,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",exponential,100,0.005,0.001,99.99014906223674,100,300
5,100,3.0,0.02464034000000004,"[1, 0, 0, 0, 1, 0, 1, 1, 1, 0]",exponential,100,0.005,0.001,99.98768058890177,100,300
6,125,4.0,0.029593511000000072,"[1, 1, 0, 0, 0, 0, 1, 0, 1, 1]",exponential,100,0.005,0.001,99.98520433916588,100,300
7,150,5.0,0.035759894000000014,"[1, 0, 1, 0, 0, 0, 0, 0, 1, 0]",exponential,100,0.005,0.001,99.98212165136727,100,300
8,175,3.0,0.04208682600000002,"[0, 1, 0, 0, 0, 1, 0, 1, 0, 1]",exponential,100,0.005,0.001,99.97895880097086,100,300
9,200,3.0,0.048319456000000094,"[1, 0, 0, 1, 1, 0, 1, 0, 0, 0]",exponential,100,0.005,0.001,99.97584319022727,100,300
10,300,4.0,0.05915621500000001,"[0, 0, 0, 0, 1, 1, 0, 1, 1, 1]",exponential,100,0.005,0.001,99.97042626639097,100,300
