,Iteration,Time,Fitness,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,0.0044363440000001475,7.0,True,100,0.3,300
1,1,0.024840542999999826,15.0,True,100,0.3,300
2,2,0.04216109800000023,16.0,True,100,0.3,300
3,3,0.05868862700000044,17.0,True,100,0.3,300
4,4,0.07417199799999974,18.0,True,100,0.3,300
5,5,0.08951476599999975,71.0,True,100,0.3,300
6,6,0.10429019200000056,71.0,True,100,0.3,300
7,7,0.11998253400000003,75.0,True,100,0.3,300
8,8,0.13422470700000044,79.0,True,100,0.3,300
9,9,0.14748257400000053,79.0,True,100,0.3,300
10,10,0.16073332900000015,79.0,True,100,0.3,300
11,11,0.18267516500000003,79.0,True,100,0.3,300
12,12,0.20086036500000048,79.0,True,100,0.3,300
13,13,0.21975442200000028,79.0,True,100,0.3,300
14,14,0.23861624900000056,79.0,True,100,0.3,300
15,15,0.25408467500000054,79.0,True,100,0.3,300
16,16,0.26967975899999974,79.0,True,100,0.3,300
17,17,0.2871763239999998,79.0,True,100,0.3,300
18,18,0.302510893,79.0,True,100,0.3,300
19,19,0.31783681300000044,79.0,True,100,0.3,300
20,20,0.3331425069999998,79.0,True,100,0.3,300
21,21,0.3485190660000006,79.0,True,100,0.3,300
22,22,0.36449778199999994,79.0,True,100,0.3,300
23,23,0.3805070380000002,79.0,True,100,0.3,300
24,24,0.3960376830000003,79.0,True,100,0.3,300
25,25,0.4111767110000004,79.0,True,100,0.3,300
26,26,0.4343787790000002,79.0,True,100,0.3,300
27,27,0.45130067200000035,79.0,True,100,0.3,300
28,28,0.4678743060000006,79.0,True,100,0.3,300
29,29,0.4843629810000003,79.0,True,100,0.3,300
30,30,0.4995088609999998,79.0,True,100,0.3,300
31,31,0.5148972230000002,79.0,True,100,0.3,300
32,32,0.5305660880000005,79.0,True,100,0.3,300
33,33,0.5457684629999999,79.0,True,100,0.3,300
34,34,0.5610159100000001,79.0,True,100,0.3,300
35,35,0.5769986760000005,79.0,True,100,0.3,300
36,36,0.5921586770000005,79.0,True,100,0.3,300
37,37,0.6072460580000003,79.0,True,100,0.3,300
38,38,0.622601994,79.0,True,100,0.3,300
39,39,0.6376239410000002,79.0,True,100,0.3,300
40,40,0.6526321739999998,79.0,True,100,0.3,300
41,41,0.6676177120000002,79.0,True,100,0.3,300
42,42,0.684172791,79.0,True,100,0.3,300
43,43,0.6997520970000002,79.0,True,100,0.3,300
44,44,0.7164127970000003,79.0,True,100,0.3,300
45,45,0.7314983800000006,79.0,True,100,0.3,300
46,46,0.7464267510000004,79.0,True,100,0.3,300
47,47,0.7610617800000004,79.0,True,100,0.3,300
48,48,0.7763684470000003,79.0,True,100,0.3,300
49,49,0.7922931179999999,79.0,True,100,0.3,300
50,50,0.8089925100000004,79.0,True,100,0.3,300
51,51,0.8288612740000003,79.0,True,100,0.3,300
52,52,0.8451778900000004,79.0,True,100,0.3,300
53,53,0.8613280440000004,79.0,True,100,0.3,300
54,54,0.8786521780000003,79.0,True,100,0.3,300
55,55,0.8938275520000003,79.0,True,100,0.3,300
56,56,0.9092895639999998,79.0,True,100,0.3,300
57,57,0.9260244040000005,79.0,True,100,0.3,300
58,58,0.9414094850000003,79.0,True,100,0.3,300
59,59,0.9567274289999999,79.0,True,100,0.3,300
60,60,0.9719837500000006,79.0,True,100,0.3,300
61,61,0.987025794,79.0,True,100,0.3,300
62,62,1.0019033889999998,79.0,True,100,0.3,300
63,63,1.017100599,79.0,True,100,0.3,300
64,64,1.0329450260000002,79.0,True,100,0.3,300
65,65,1.0496432740000001,79.0,True,100,0.3,300
66,66,1.0647908419999998,79.0,True,100,0.3,300
67,67,1.081050007,79.0,True,100,0.3,300
68,68,1.0966120120000005,79.0,True,100,0.3,300
69,69,1.111812702,79.0,True,100,0.3,300
70,70,1.1272361530000001,79.0,True,100,0.3,300
71,71,1.142103358,79.0,True,100,0.3,300
72,72,1.156932716,79.0,True,100,0.3,300
73,73,1.1717783960000006,79.0,True,100,0.3,300
74,74,1.1873120569999998,79.0,True,100,0.3,300
75,75,1.2026100700000004,79.0,True,100,0.3,300
76,76,1.2224486920000004,79.0,True,100,0.3,300
77,77,1.240068399,79.0,True,100,0.3,300
78,78,1.2572079470000004,79.0,True,100,0.3,300
79,79,1.2724736970000006,79.0,True,100,0.3,300
80,80,1.2874365360000004,79.0,True,100,0.3,300
81,81,1.3024983890000001,79.0,True,100,0.3,300
82,82,1.3175201750000003,79.0,True,100,0.3,300
83,83,1.332395956,79.0,True,100,0.3,300
84,84,1.3474124769999998,79.0,True,100,0.3,300
85,85,1.362875572,79.0,True,100,0.3,300
86,86,1.3785486049999998,79.0,True,100,0.3,300
87,87,1.3933808499999998,79.0,True,100,0.3,300
88,88,1.4087550210000002,79.0,True,100,0.3,300
89,89,1.4261772600000002,79.0,True,100,0.3,300
90,90,1.442052725,79.0,True,100,0.3,300
91,91,1.457192204,79.0,True,100,0.3,300
92,92,1.4725732589999998,79.0,True,100,0.3,300
93,93,1.4873687000000002,79.0,True,100,0.3,300
94,94,1.5021318209999999,79.0,True,100,0.3,300
95,95,1.517555765,79.0,True,100,0.3,300
96,96,1.5334839320000002,79.0,True,100,0.3,300
97,97,1.548238982,79.0,True,100,0.3,300
98,98,1.563013454,79.0,True,100,0.3,300
99,99,1.5785760280000005,79.0,True,100,0.3,300
100,100,1.593573439,79.0,True,100,0.3,300
101,101,1.6136834860000002,79.0,True,100,0.3,300
102,102,1.6284748320000002,79.0,True,100,0.3,300
103,103,1.6440187590000006,79.0,True,100,0.3,300
104,104,1.6603928740000002,79.0,True,100,0.3,300
105,105,1.6754388330000003,79.0,True,100,0.3,300
106,106,1.6901881259999998,79.0,True,100,0.3,300
107,107,1.705705611,79.0,True,100,0.3,300
108,108,1.720954593,79.0,True,100,0.3,300
